lemma;variant;domain
pierścieniopłat;1;3
pierścień;1;3
pierścień;2;3
pierścień;3;22
pierścień;4;16
Pierścień;5;3
pierścień ciała;1;5
pierścień szotowy;1;3
Pierścień Władzy;1;3
pierścioneczek;1;3
pierścionek;1;3
pierśnica;1;20
pierun;1;7
pierwiastek;1;24
pierwiastek;2;7
pierwiastek;3;6
pierwiastek chemiczny;1;24
pierwiastek kwadratowy;1;6
pierwiastek promieniotwórczy;1;24
pierwiastek rodzimy;1;24
pierwiastek sześcienny;1;6
pierwiastek śladowy;1;24
pierwiastka;1;21
pierwiastka;2;15
pierwiosnek;1;17
pierwiosnek;2;21
pierwiosnek lekarski;1;17
pierwiosnek zwyczajny;1;21
pierwiosnka;1;17
pierwiosnkowate;1;46
pierwocina;1;3
pierwocina;2;8
pierwodruk;1;3
pierwodruk;2;3
pierwogon;1;21
pierwogonek;1;21
pierwokup;1;6
pierworodztwo;1;26
pierworodztwo;2;23
pierworódka;1;15
pierworództwo;1;26
pierworództwo;2;23
pierwotna jama ciała;1;5
pierwotniak;1;21
pierwotność;1;4
pierwowzór;1;14
pierwsza;1;25
pierwsza jaskółka;1;7
pierwsza komunia;1;8
pierwsza kwadra;1;16
pierwsza pomoc;1;2
pierwszaczek;1;15
pierwszak;1;15
pierwsze śniadanie;1;10
pierwszeństwo;1;4
pierwszeństwo;2;23
pierwszoklasista;1;15
pierwszoklasistka;1;15
pierwszoligowiec;1;15
pierwszoplanowość;1;4
pierwszoroczniak;2;15
pierwszoroczny;2;15
pierwszy asystent kamery;1;15
pierwszy moment zwykły;1;6
pierwszy oficer;1;15
pierwszy sekretarz;1;15
Pierwszy Świat;1;11
pierwszyzna;1;4
pierzaczki;1;8
pierzajki;1;8
pierzawka;1;8
pierzchanie;1;2
pierzchliwość;1;4
pierzchnięcie;1;8
pierzchnięcie;2;2
pierze;1;5
pierze;2;11
pierze;3;4
pierzeja;1;12
pierzga;1;14
pierzok;1;8
pierzoki;1;8
pierzorki;1;8
pierzyna;1;3
pierzynka;1;3
pies;1;21
pies;2;21
pies;3;15
pies cięty;1;21
pies gończy;1;21
pies latający;1;21
pies legawy;1;21
pies łańcuchowy;1;21
pies morski;1;21
pies myśliwski;1;21
pies obronny;1;21
pies obrońca;1;21
pies obrończy;1;21
pies ogrodnika;1;15
pies pasterski;1;21
pies podwórzowy;1;21
pies pokojowy;1;21
pies policyjny;1;21
pies ratowniczy;1;21
pies wystawiający zwierzynę;1;21
pies zaprzęgowy;1;21
piesak;1;21
pieseczek;1;21
piesek;1;21
piesek preriowy;1;21
piesiec;1;21
pieski los;1;9
pieskie życie;1;9
piestróweczkowate;1;46
piesza;1;15
pieszczenie;1;2
pieszczenie;2;2
pieszczenie się;1;23
pieszczenie się;2;2
pieszczoch;1;15
pieszczocha;1;15
pieszczocha;2;3
pieszczoszek;1;15
pieszczoszka;1;15
pieszczota;1;8
pieszczotka;1;15
pieszczotka;2;8
pieszy;1;15
pieścidełko;1;15
pieścidełko;2;3
pieścidło;1;15
pieścidło;2;3
pieśniarka;1;15
pieśniarka;2;15
pieśniarstwo;1;6
pieśniarstwo;2;11
pieśniarz;1;15
pieśniarz;2;15
pieśń;1;7
pieśń;2;3
pieśń ludowa;1;7
pieśń pryszłości;1;6
pieśń weselna;1;7
pieta;1;3
pietrucha;1;17
pietruszka;1;17
pietruszka;2;10
pietruszka;3;10
pietysta;1;15
pietyzm;1;9
pietyzm;2;26
piewca;1;15
piewiki;1;46
pieza;1;20
piezoelektryczność;1;16
pięcie się;1;2
pięcie się;2;2
pięcie się;3;2
pięcioboista;1;15
pięcioboistka;1;15
pięciobok;1;6
pięciobój;1;2
pięciobój nowoczesny;1;2
pięciocentówka;1;3
pięciogroszówka;1;3
pięciokąt;1;6
pięciokrotność;1;4
pięcioksiąg;1;11
Pięcioksiąg;2;3
pięciolatek;1;15
pięciolatka;1;25
pięciolatka;2;15
pięciolecie;1;25
pięciolinia;1;7
pięciopalcówka;1;2
pięcioraczki;1;11
pięciornik;1;17
pięciotlenek;1;24
pięciotlenek fosforu;1;24
pięciotlenek wanadu;1;24
pięciotysięcznik;1;3
pięciotysięcznik;2;14
pięciozłotówka;1;3
Pięćdziesiątnica;1;25
Pięćdziesiątnica;2;25
pięćdziesięciogroszówka;1;3
pięćdziesięciolatek;1;15
pięćdziesięciolecie;1;25
pięćdziesięciolecie;2;8
pięćdziesięciozłotówka;1;3
pięćsetka;1;3
pięćsetka;2;6
pięćsetka;3;20
pięćsetka;4;7
pięćsetzłotówka;1;3
piędzik przędziniak;1;21
piędź;1;20
piękne słówka;1;7
piękniczkowate;1;46
pięknienie;1;2
pięknisia;1;15
piękniś;1;15
piękno;1;4
pięknoduch;1;15
pięknoduchostwo;1;6
piękność;1;4
piękność;2;15
piękność;3;3
pięknotka;1;15
piękny wiek;1;4
pięściak;1;3
pięściarstwo;1;2
pięściarz;1;15
pięść;1;5
pięta;1;5
pięterko;1;12
piętka;1;10
piętka;2;5
piętnasta;1;25
piętnastka;1;20
piętnastka;2;6
piętnastolatek;1;15
piętnastolatka;1;15
piętnastolecie;1;25
piętnaście minut;1;25
piętno;1;4
piętno;2;3
piętnowanie;1;2
piętnowanie;2;2
piętnowanie;3;2
piętro;1;12
piętro;2;17
piętro;3;25
piętro reglowe;1;12
piętrówka;1;12
piętrówka;2;3
piętrus;1;3
piętrus;2;3
piętrzenie;1;2
piętrzenie;2;2
piętrzenie;3;2
piętrzenie się;1;2
piętrzenie się;2;23
piętrzenie się;3;2
pigalak;1;12
pigmalionizm;1;23
Pigmej;1;15
pigmej;2;15
Pigmejczyk;1;15
pigmejka;1;21
pigment;1;3
pigment;2;24
pigmentacja;1;4
pigulara;1;15
pigularz;1;15
piguła;1;22
piguła;2;3
piguła;3;15
pigułeczka;1;3
pigułka;1;3
pigułka;2;22
pigwa;1;17
pigwa;2;10
pigwica;1;17
pigwowiec;1;17
pijaczek;1;15
pijaczka;1;15
pijaczyna;1;15
pijaczysko;1;15
pijak;1;15
pijalnia;1;12
pijanica;1;15
pijanica;2;17
pijanie;1;2
pijany;1;15
pijaństwo;1;23
pijaństwo;2;2
pijaństwo;3;4
pijaństwo;4;23
pijar;1;15
pijarzy;1;11
pijatyka;1;8
pijawka;1;21
pijawka;2;15
pijawka końska;1;21
pijawka lekarska;1;21
pijawka rybia;1;21
pijawki;1;27
pijący;1;15
pijus;1;15
pik;1;22
pik;2;16
pik;3;3
pik;4;3
pik;5;3
pik;6;6
pika;1;3
pika;2;3
pika-pina;1;17
pikador;1;15
pikanie;1;16
pikanteria;1;4
pikantność;1;4
pikap;1;3
pikap;2;3
pikawa;1;5
pikelhauba;1;3
pikieciarz;1;15
pikielhauba;1;3
pikieta;1;11
pikieta;2;2
pikieta;3;11
pikinier;1;15
pikle;1;10
piknik;1;8
piknikowicz;1;15
piknometr;1;3
piknometria;1;6
pikofarad;1;20
pikolak;1;15
pikolo;1;3
pikolo;2;15
pikometr;1;20
pikowanie;1;2
pikowanie;2;2
pikowanie;3;2
pikowolt;1;20
piksel;1;20
piktografia;1;7
piktogram;1;7
piktogram;2;3
pikulina;1;3
pilarka;1;3
pilarka ramowa;1;3
pilarka szablasta;1;3
pilarz;1;21
pilarz;2;15
pilarzowate;1;46
pilaster;1;3
pilastr;1;3
pilaw;1;10
pilch;1;21
pilchowate;1;46
pilniczek;1;3
pilniczek;2;3
pilnik;1;3
pilnik;2;3
pilnik iglicowy;1;3
pilność;1;4
pilnowanie;1;2
pilnowanie swojego nosa;1;2
pilocik;1;15
pilocik;2;15
pilocik;3;3
pilocik;4;15
pilocik spadochronu;1;3
pilot;1;15
pilot;2;15
pilot;3;3
pilot;4;15
pilot akrobatyczny;1;15
pilot automatyczny;1;3
pilot doświadczalny;1;15
pilot oblatywacz;1;15
pilot wojskowy;1;15
pilota;1;2
pilotaż;1;2
pilotaż;2;6
pilotka;1;3
pilotka;2;15
pilotka;3;15
pilotowanie;1;2
pilotowanie;2;2
pilotowanie;3;2
pilotowanie;4;2
pilotowanie;5;2
pils;1;10
pilśniarka;1;3
pilśniarz;1;15
pilśń;1;3
pilum;1;3
pilzner;1;10
Pilzno;1;12
pilźnianin;1;15
piła;1;3
piła;2;3
piła;3;3
piła;4;21
piła;5;15
piła budowlana;1;3
piła czopowa;1;3
piła do drewna;1;3
piła łańcuchowa;1;3
piła mechaniczna;1;3
piła ręczna;1;3
piła tarczowa;1;3
piła włosowa;1;3
piłeczka;1;3
piłeczka do ping-ponga;1;3
piłeczka do tenisa stołowego;1;3
piłeczka palantowa;1;3
piłeczka ping-pongowa;1;3
piłka;1;2
piłka;2;3
piłka;3;3
piłka;4;8
piłka;5;3
piłka baseballowa;1;3
piłka do baseballa;1;3
piłka do baseballu;1;3
piłka do golfa;1;3
piłka do gry w baseball;1;3
piłka do gry w golfa;1;3
piłka do gry w hokeja na trawie;1;3
piłka do gry w lacrosse;1;3
piłka do gry w nogę;1;3
piłka do gry w piłkę ręczną;1;3
piłka do gry w ręczną;1;3
piłka do gry w rugby;1;3
piłka do gry w siatkę;1;3
piłka do gry w siatkówkę;1;3
piłka do gry w softball;1;3
piłka do gry w squasha;1;3
piłka do gry w tenisa;1;3
piłka do hokeja na trawie;1;3
piłka do kosza;1;3
piłka do koszykówki;1;3
piłka do krykieta;1;3
piłka do lacrosse;1;3
piłka do piłki ręcznej;1;3
piłka do racquetballa;1;3
piłka do ręcznej;1;3
piłka do rugby;1;3
piłka do siatki;1;3
piłka do siatkówki;1;3
piłka do softballa;1;2
piłka do softballa;2;3
piłka do softballu;1;2
piłka do softballu;2;3
piłka do squasha;1;3
piłka do tenisa;1;3
piłka gemowa;1;8
piłka golfowa;1;3
piłka halowa;1;2
piłka koszykowa;1;8
piłka lekarska;1;3
piłka meczowa;1;8
piłka nożna;1;2
piłka palantowa;1;2
piłka ręczna;1;2
piłka setowa;1;8
piłka siatkowa;1;2
piłka tenisowa;1;3
piłka wodna;1;2
piłkarka;1;15
piłkarstwo;1;2
piłkarstwo;2;11
piłkarz;1;15
piłkarz ręczny;1;15
piłkarzyk;1;15
piłowanie;1;2
piłowanie;2;2
piłowanie;3;2
piłowanie;4;2
piłowanie;5;2
piłowanie;6;2
piłowanie dzioba;1;2
piłowanie gęby;1;2
piłowanie mordy;1;2
piłsudczyk;1;15
Piłsudski;1;15
PIM;1;3
piment;1;10
pin;1;3
pinakiel;1;3
pinakoteka;1;12
pinas;1;3
pinasa;1;3
pinceta;1;3
pincetka;1;3
pinczer;1;21
pinczer austriacki;1;21
pinczer karłowaty;1;21
pinczer małpi;1;21
pinczer średni;1;21
pinczerek;1;21
pinda;1;15
pinda;2;5
pindrzenie się;1;2
pindzia;1;15
pineska;1;3
pinezka;1;3
ping;1;16
ping-pong;1;2
pingpongista;1;15
pingpongistka;1;15
pingwin;1;21
pinia;1;17
pinka;1;3
pinocytoza;1;19
pinta;1;20
pinta;2;20
pinta;3;20
pinta amerykańska;1;20
pinta angielska;1;20
pioktanina;1;24
piołun;1;17
piołun;2;10
piołun;3;9
piołunówka;1;10
pion;1;3
pion;2;11
pion;3;14
pion;4;3
pion hetmański;1;3
pion kanalizacyjny;1;3
pion królewski;1;3
pion wentylacyjny;1;3
pionek;1;3
pionek;2;15
pionek;3;3
pionek hetmański;1;3
pionek królewski;1;3
pionier;1;15
pionier;2;15
pionier;3;15
pionierka;1;15
pionierka;2;15
pionierka;3;2
pionierka;4;3
pionierka;5;7
pionierstwo;1;4
pionizacja;1;2
pionizacja;2;19
pionizator;1;3
pionowzlot;1;3
piorun;1;16
piorun kulisty;1;16
piorunian;1;24
piorunian rtęci;1;24
piorunochron;1;3
piorunowanie;1;2
piorunowiec;1;14
pioseneczka;1;7
piosenka;1;7
piosenka;2;3
piosenkarka;1;15
piosenkarstwo;1;26
piosenkarstwo;2;11
piosenkarstwo;3;6
piosenkarz;1;15
piosneczka;1;7
piosnka;1;7
Piotruś;1;2
Piotruś;2;11
pióra;1;5
pióra;2;5
pióreczko;1;3
pióreczko;2;5
piórko;1;3
piórko;2;5
piórniczek;1;3
piórniczek;2;8
piórniczkowate;1;46
piórnik;1;3
piórnik;2;8
pióro;1;5
pióro;2;12
pióro;3;3
pióro;4;3
pióro kulkowe;1;3
pióro wieczne;1;3
piórolotek;1;21
pióropusz;1;3
pióropusznik;1;17
pióropusznik strusi;1;17
pipa;1;3
pipa;2;15
pipa;3;3
pipa;4;15
pipa;5;5
pipcia;1;15
piperazyna;1;24
piperonal;1;24
pipeta;1;3
pipetka;1;3
pipidówka;1;12
Pipidówka;2;12
pipka;1;5
piractwo;1;2
piractwo;2;23
piractwo;3;23
piractwo;4;23
piractwo;5;2
piramida;1;12
piramida;2;12
piramida;3;22
piramida;4;6
piramida;5;20
piramida;6;6
piramida;7;8
piramidka;1;22
piramidon;1;3
pirania;1;21
piranie;1;46
piraniowate;1;46
pirat;1;15
pirat;2;15
pirat;3;15
pirat;4;15
pirat;5;15
pirat drogowy;1;15
pirat powietrzny;1;15
pirofobia;1;9
pirofyllit;1;14
piroga;1;3
pirografia;1;6
pirokatechina;1;24
pirokatechol;1;24
piroksen;1;14
piroksylina;1;24
pirol;1;24
pirolatria;1;6
piroliza;1;2
piroluzyt;1;14
piroman;1;15
piromania;1;19
piromanka;1;15
pirometr;1;3
piroplazma;1;21
piroplazmoza;1;16
pirotechnik;1;15
pirotechnika;1;6
piróg;1;3
pirs;1;3
piruecik;1;23
piruet;1;23
piruetka;1;8
pirydoksyna;1;24
pirydyna;1;24
pirymidyna;1;24
piryt;1;14
pirzawka;1;8
PiS;1;11
PiS-owiec;1;15
pisak;1;3
pisaneczka;1;3
pisaneczka;2;3
pisanie;1;2
pisanie;2;2
pisanie;3;2
pisanie;4;2
pisanie;5;2
pisanie się;1;2
pisanie się;2;23
pisanina;1;3
pisanina;2;2
pisanka;1;3
pisanka;2;3
pisarczyk;1;15
pisarczyk;2;15
pisarczyna;1;15
pisarka;1;15
pisarka;2;15
pisarstwo;1;6
pisarz;1;15
pisarz;2;15
pisarzyna;1;15
pisco;1;10
pisemko;1;3
pisemko;2;7
pisemko;3;3
pisior;1;15
pisior;2;5
pisk;1;16
pisklak;1;21
pisklątko;1;3
pisklę;1;21
piskorz;1;21
pisma;1;11
pismaczek;1;15
pismaczyna;1;15
pismak;1;15
pismo;1;7
pismo;2;7
pismo;3;7
pismo;4;7
pismo;5;7
pismo;6;3
pismo alfabetyczne;1;7
pismo cerkiewne;1;7
pismo demotyczne;1;7
pismo fikcyjne;1;7
pismo fonetyczne;1;7
pismo gadzinowe;1;3
pismo gotyckie;1;7
pismo greckie;1;7
pismo hieratyczne;1;7
pismo hieroglificzne;1;7
pismo ideograficzne;1;7
pismo klinowe;1;7
pismo linearne;1;7
pismo łacińskie;1;7
pismo muzyczne;1;7
pismo nutowe;1;7
pismo obrazkowe;1;7
pismo okólne;1;7
pismo piktograficzne;1;7
pismo przewodnie;1;3
pismo runiczne;1;7
pismo rysunkowe;1;7
pismo staro-cerkiewno-słowiańskie;1;7
pismo sylabiczne;1;7
pismo techniczne;1;7
pismo techniczne;2;3
pismo tekstowe;1;7
pismo urzędowe;1;7
pismo węzełkowe;1;7
pisowiec;1;15
pisowiec;2;15
pisownia;1;7
pisownia;2;7
pistacja;1;10
pistacja;2;17
pistacja;3;4
pistacja kleista;1;17
pistacja terpentynowa;1;17
pistol;1;18
pistol;2;20
pistoleciarz;1;15
pistolecik;1;3
pistolecisko;1;3
pistolet;1;3
pistolet;2;3
pistolet automatyczny;1;3
pistolet gazowy;1;3
pistolet maszynowy;1;3
pistolet na wodę;1;3
pistolet natryskowy;1;3
pistolet pneumatyczny;1;3
pistolet TT;1;3
pistolet zabawka;1;3
pistolet-zabawka;1;3
piston;1;3
piston;2;3
pistonówka;1;3
pisuar;1;3
pisuar;2;3
pisuardesa;1;15
pisywanie;1;2
pisywanie;2;0
Pisz;1;12
piszczała;1;3
piszczała;2;3
piszczałeczka;1;3
piszczałka;1;3
piszczałka;2;3
piszczałka;3;3
piszczałka burdonowa;1;3
piszczałka językowa;1;3
piszczałka labialna;1;3
piszczałka melodyczna;1;3
piszczałka organowa;1;3
piszczałka stroikowa;1;3
piszczałka wargowa;1;3
piszczek;1;15
piszczek;2;3
piszczek;3;3
piszczel;1;5
piszczel;2;3
piszczenie;1;2
piszczenie;2;2
piszczenie;3;2
piszczenie;4;2
piśmidło;1;7
piśmiennictwo;1;6
piśmiennictwo;2;3
piśmienność;1;4
piśnięcie;1;8
piśnięcie;2;8
piśnięcie;3;8
PIT;1;3
PIT;2;18
PIT-D;1;3
Pitagoras;1;15
pitagoreizm;1;6
pitagorejczyk;1;15
pitaval;1;3
pitawal;1;3
pitbul;1;21
pitbulterier;1;21
pitekantrop;1;15
piterek;1;3
pitolenie;1;2
pitolenie;2;2
pitraszenie;1;2
piure;1;10
piuska;1;3
piwiarnia;1;12
piwko;1;10
piwnica;1;12
piwnica;2;12
piwnica;3;11
piwniczanin;1;15
piwniczka;1;12
piwniczka;2;12
piwniczka;3;11
Piwniczna;2;12
piwo;1;10
piwo;2;20
piwo kuflowe;1;10
piwonia;1;17
piwosz;1;15
piwoszka;1;15
piwowar;1;15
piwowarstwo;1;18
piwsko;1;10
pizda;1;5
pizda;2;15
pizza;1;10
pizzeria;1;12
piździelec;1;15
piżama;1;3
piżamka;1;3
piżmaczek;1;17
piżmaczek wiosenny;1;17
piżmaczkowate;1;46
piżmak;1;21
piżmak;2;14
piżmak amerykański;1;21
piżmaki;1;3
piżmian;1;17
piżmian jadalny;1;17
piżmiany;1;46
piżmo;1;24
piżmoszczur;1;21
piżmowiec;1;21
piżmowół;1;21
PKB;1;20
PKS;1;26
pks;2;3
pl-wik;1;3
plac;1;12
plac;2;12
plac;3;12
plac;4;12
plac gry;1;12
plac zabaw;1;12
placebo;1;3
placek;1;10
placek;2;10
placek po węgiersku;1;10
placek zbójnicki;1;10
placek ziemniaczany;1;10
placenta;1;5
placenta;2;17
placet;1;7
plackarnia;1;12
placowa;1;15
placowy;1;15
placówka;1;12
placówka;2;26
placówka dyplomatyczna;1;12
placówka handlowa;1;12
placówka służby zdrowia;1;12
placuszek;1;10
placuszek;2;10
placyk;1;12
placyk;2;12
plafon;1;3
plaga;1;8
plagiat;1;2
plagiator;1;15
plagiatorstwo;1;2
plagiatowość;1;4
plagioklaz;1;14
plajta;1;8
plajta;2;18
plajtowanie;1;2
plakacik;1;3
plakacista;1;15
plakat;1;3
plakatowanie;1;2
plakatówka;1;24
plakieta;1;3
plakietka;1;3
plakodermy;1;46
plama;1;4
plama;2;22
plama;3;16
plameczka;1;3
plamiak;1;21
plamica;1;16
plamica;2;16
plamiec agreściak;1;21
plamienie;1;2
plamienie;2;2
plamienie się;1;2
plamienie się;2;2
plamistość;1;4
plamistość;2;23
plamka;1;22
plan;1;6
plan;2;6
plan;3;3
plan;4;23
plan;5;3
plan;6;12
plan;7;3
plan amerykański;1;3
plan astralny;1;14
plan miasta;1;3
plan ogólny;1;3
plan pełny;1;3
plan perspektywiczny;1;6
plan strategiczny;1;6
plan sytuacyjny;1;3
planacja;1;2
plandeka;1;3
planet;1;3
planeta;1;14
planeta dolna;1;14
planeta górna;1;14
planeta olbrzym;1;14
planeta typu Jowisz;1;14
planeta typu superziemia;1;14
planeta wewnętrzna;1;14
planeta zewnętrzna;1;14
planetarium;1;12
planetka;1;14
planetoida;1;14
planetolog;1;15
planetologia;1;6
planimetr;1;3
planimetrowanie;1;2
planista;1;15
planistka;1;15
planka;1;3
plankt;1;7
plankton;1;11
plankton wirówkowy;1;11
plano;1;4
planowanie;1;2
planowanie;2;2
planowanie;3;2
planowanie;4;2
plansza;1;3
planszówka;1;3
plantacja;1;12
plantator;1;15
plantatorka;1;15
plantowanie;1;2
plantownik;1;3
planty;1;12
planula;1;21
plask;1;16
plask;2;7
plaskanie;1;2
plaskanka;1;10
plaskanka serowa;1;10
plasmodium;1;21
plasowanie;1;2
plasowanie się;1;2
plasowanie się;2;2
plastelina;1;3
plaster;1;20
plaster;2;3
plaster;3;3
plasterek;1;3
plasterek;2;20
plastik;1;3
plastron;1;3
plastron;2;3
plastron;3;5
plastron;4;3
plastron;5;3
plastyczka;1;15
plastyczność;1;4
plastyczność;2;4
plastyczność;3;4
plastyd;1;14
plastyd barwny;1;14
plastyfikator;1;24
plastyk;1;3
plastyk;2;15
plastyk;3;15
plastyka;1;6
plastyka;2;4
plastyka;3;6
plaśnięcie;1;8
platan;1;17
platana szponiasta;1;21
plater;1;24
plater;2;3
platera;1;3
platerowanie;1;2
platerówka;1;15
platforemka;1;12
platforma;1;12
Platforma Obywatelska;1;11
platforma tramwaju;1;12
platforma wiertnicza;1;12
platformówka;1;3
platfus;1;19
Plato;1;15
Platon;1;15
platonik;1;15
platonizm;1;6
platończyk;1;15
platykladium;1;17
platyna;1;24
platynowa płyta;1;3
platynowanie;1;2
platynowiec;1;24
play off;1;8
play-off;1;8
playback;1;3
playback;2;3
playboy;1;15
playlista;1;11
plazma;1;24
plazma;2;24
plazma;3;3
plazma kwarkowa;1;24
plazma neutronowa;1;24
plazmid;1;5
plazmocyt;1;14
plazmodium;1;14
plazmodium;2;21
plazmogen;1;5
plazmoliza;1;19
plazmon;1;14
plazmotron;1;3
plaża;1;12
plażowanie;1;23
plażowicz;1;15
plażowiczka;1;15
plażówka;1;3
plażówka;2;3
plądrowanie;1;2
plądrowanie;2;2
pląs;1;2
pląsanie;1;2
pląsawica;1;19
plątanie;1;2
plątanie;2;2
plątanie;3;2
plątanie się;1;2
plątanie się;2;2
plątanie się;3;2
plątaniec;1;3
plątanina;1;11
plątanina;2;12
plątanina;3;23
pleban;1;15
plebania;1;12
plebejskość;1;4
plebejusz;1;15
plebejusz;2;15
plebiscyt;1;8
plebiscyt;2;8
plebs;1;11
plebs;2;11
plecaczek;1;3
plecak;1;3
plecenie;1;2
plecenie;2;2
plecenie bez związku;1;2
plecenie co ślina na język przyniesie;1;2
plecha;1;14
plechowiec;1;14
plecioneczka;1;3
plecioneczka;2;3
plecionka;1;3
plecionka;2;3
plecionkarstwo;1;6
plecionkarz;1;15
pleciuch;1;15
pleciuga;1;15
plecki;1;5
plecówka;1;10
plecówka dolna;1;10
plecówka górna;1;10
plecy;1;5
plecy;2;7
pled;1;3
pledzik;1;3
plejada;1;11
plejstocen;1;25
pleksi;1;24
pleksiglas;1;24
plektron;1;3
plemienność;1;4
plemię;1;11
plemię;2;11
plemię Adamowe;1;11
plemnia;1;5
plemnik;1;5
plemniomieszek;1;14
plener;1;12
plenerzysta;1;15
plenienie się;1;2
plenienie się;2;2
plenienie się;3;2
plenipotencja;1;26
plenipotent;1;15
plenność;1;20
plenność;2;20
plenność;3;24
plenum;1;7
pleochroizm;1;4
pleograf;1;3
pleonazm;1;7
plereza;1;5
plereza;2;3
plesymetr;1;3
pleszka;1;21
pleszka zwyczajna;1;21
pleśniak;1;17
pleśniawka;1;19
pleśniawka;2;16
pleśnienie;1;2
pleśń;1;17
plewa;1;17
plewa;2;18
plewa;3;17
plewienie;1;2
plewinka;1;17
plewka;1;17
plezjozaur;1;21
pliczek;1;20
pliczek;2;7
plik;1;20
plik;2;7
plik audio;1;3
plik dziennika;1;3
plik wideo;1;3
plika;1;19
plinta;1;3
pliocen;1;25
plisa;1;3
plisa;2;3
pliska;1;3
plisowanie;1;2
pliszka;1;21
pliszka górska;1;21
pliszka siwa;1;21
pliszka żółta;1;21
pliszkowate;1;46
plociuch;1;15
plomba;1;3
plomba;2;3
plomba;3;3
plombowanie;1;2
plombowanie;2;2
plombowanie;3;2
plombowiec;1;3
plombownica;1;3
plon;1;11
plon;2;3
ploniarka zbożówka;1;21
ploso;1;12
plot;1;20
plota;1;7
ploteczka;1;7
ploter;1;3
ploter atramentowy;1;3
ploter bębnowy;1;3
ploter drukujący;1;3
ploter grawerujący;1;3
ploter grawerujący;2;3
ploter kreślący;1;3
ploter laserowy;1;3
ploter nanoszący obraz;1;3
ploter płaski;1;3
ploter rolkowy;1;3
ploter solwentowy;1;3
ploter termiczny;1;3
ploter tnący;1;3
plotka;1;7
plotkara;1;15
plotkareczka;1;15
plotkarka;1;15
plotkarstwo;1;2
plotkarz;1;15
plotkowanie;1;2
plozja;1;16
plucha;1;23
plucie;1;2
plucie;2;2
plucie;3;2
pludry;1;3
plugastwo;1;3
plugawiec;1;15
plugawienie;1;2
plugawienie się;1;2
plugawość;1;4
plugawość;2;4
plujka;1;21
plujka;2;24
plujka;3;3
plujka pospolita;1;21
plunięcie;1;8
plunięcie;2;8
pluralis;1;7
pluralista;1;15
pluralista;2;15
pluralizm;1;4
pluralizm;2;6
pluralizm;3;26
plus;1;4
plus;2;7
plus;3;7
plusik;1;7
plusk;1;16
pluskanie;1;2
pluskanie;2;2
pluskanie się;1;2
pluskiewka;1;3
pluskolec;1;21
pluskwa;1;21
pluskwa;2;3
pluskwa;3;7
pluskwiak;1;21
pluskwiak równoskrzydły;1;21
pluskwiak różnoskrzydły;1;21
pluskwiak wodny;1;21
pluskwiaki;1;46
pluskwica;1;17
plusz;1;3
pluszak;1;3
pluszcz;1;21
pluszcz zwyczajny;1;21
pluszcze;1;46
pluszowy miś;1;3
pluśnięcie;1;8
plutokracja;1;11
plutokrata;1;15
pluton;1;24
pluton;2;11
plutonizm;1;6
plutonizm;2;19
plutonowy;1;7
plutonowy;2;15
pluwiał;1;3
pluwiał;2;25
pluwiograf;1;3
pluwiograf pływakowy;1;3
pluwiograf wywrotkowy;1;3
plwanie;1;2
plWN;1;7
plwocina;1;24
plWordNet;1;7
płaca;1;18
płaca brutto;1;18
płaca minimalna;1;18
płaca netto;1;18
płacenie;1;2
płacenie;2;2
płacenie jak za zboże;1;2
płacheć;1;12
płachetek;1;12
płachta;1;3
płacidło;1;3
płacz;1;7
płacz;2;23
płaczek;1;15
płaczka;1;15
płaczka;2;15
płaczliwość;1;4
płaj;1;12
płakanie;1;2
płakanie;2;2
płakanie;3;23
płaksa;1;15
płaksa;2;21
płaksowate;1;46
płanetnik;1;15
płania;1;3
płanieta;1;3
płaski obcas;1;3
płaski pędzel do korektora;1;3
płaski talerz;1;3
płaskonos;1;21
płaskorzeźba;1;3
płaskorzeźba;2;6
płaskorzeźbienie;1;2
płaskostopie;1;19
płaskość;1;4
płaskość;2;4
płaskownik;1;3
płaskownik stalowy;1;3
płaskowyż;1;12
płaskowzgórze;1;12
płastuga;1;21
płaszcz;1;3
płaszcz dolny;1;12
płaszcz górny;1;14
płaszcz kąpielowy;1;3
płaszcz wodny;1;24
płaszcz Ziemi;1;12
płaszcz zimowy;1;3
płaszczak;1;21
płaszczak;2;14
płaszczka;1;21
płaszczoobrosłe;1;46
płaszczowina;1;14
płaszczyk;1;3
płaszczysko;1;3
płaszczyzna;1;12
płaszczyzna;2;22
płaszczyzna;3;6
płaszczyzna styczna;1;6
płaśnia;1;14
płaśń;1;14
płat;1;20
płat;2;16
płat;3;20
płat;4;3
płat;5;5
płat nośny;1;3
płatanie;1;2
płatanie;2;2
płatanie figli;1;2
płateczek;1;16
płateczek;2;17
płatek;1;16
płatek;2;17
płatek śniegu;1;16
płatew;1;3
płatkarnia;1;3
płatki;1;10
płatki owsiane;1;10
płatki śnieżne;1;16
płatkonóg;1;21
płatkonóg płaskodzioby;1;21
płatkonóg szydłodzioby;1;21
płatkonóg trójbarwny;1;21
płatnerstwo;1;2
płatnerz;1;15
płatnica;1;3
płatnik;1;15
płatność;1;18
płatowiec;1;3
pława;1;3
pławienie się;1;23
pławik;1;3
pławikonik;1;21
pławka;1;3
pławnica;1;3
płaz;1;21
płaziniec;1;21
płazińce;1;46
płazy;1;46
płazy bezogonowe;1;46
płazy ogoniaste;1;46
