lemma;variant;domain
satyr;1;15
satyr;2;15
satyra;1;7
satyra;2;7
satyryk;1;15
satysfakcja;1;9
satysfakcja;2;18
satysfakcjonowanie;1;2
sauna;1;12
sauna;2;8
Sauron;1;15
sawanna;1;11
sawanna;2;11
sawantka;1;15
sazan;1;21
sączek;1;3
sączek;2;3
sączek;3;3
sączenie;1;2
sączenie;2;2
sączenie;3;2
sączenie;4;2
sączenie;5;2
sączenie się;1;2
sączenie się;2;2
sączenie się;3;2
sączkowanie;1;2
sączkowanie;2;2
sączkowanie;3;8
sączyniec;1;17
sąd;1;11
sąd;2;26
sąd;3;12
sąd;4;8
sąd;5;6
sąd;6;6
sąd apelacyjny;1;11
sąd apelacyjny;2;26
sąd apodyktyczny;1;7
sąd asesorski;1;26
sąd biskupi;1;11
Sąd Boży;1;8
sąd doraźny;1;11
sąd doraźny;2;26
sąd grodzki;1;11
sąd grodzki;2;26
sąd honorowy;1;11
sąd jednostkowy;1;7
sąd kaperski;1;26
sąd kapturowy;1;26
sąd koleżeński;1;11
sąd konieczny;1;6
sąd konsystorski;1;26
sąd kościelny;1;11
sąd królewski;1;11
sąd ogólny;1;7
sąd okręgowy;1;11
sąd okręgowy;2;26
sąd polowy;1;11
sąd polowy;2;26
sąd polubowny;1;11
sąd polubowny;2;26
sąd przysięgłych;1;26
sąd rewizyjny;1;11
sąd rewizyjny;2;26
sąd rozjemczy;1;26
sąd skorupkowy;1;8
sąd szczegółowy;1;7
sąd wojenny;1;11
sąd wojenny;2;26
sąd wojskowy;1;11
sąd wojskowy;2;26
sąd ziemski;1;26
Sądecczyzna;1;12
sądeczanin;1;15
sądeczanka;1;15
Sądny Dzień;1;8
sądny dzień;2;8
sądny dzień;3;23
sądownictwo;1;11
sądownictwo;2;26
sądownik;1;15
sądzenie;1;2
sądzenie;2;2
sądzenie;3;2
sądzenie;4;2
sądzenie;5;2
sądzenie się;1;2
sąg;1;22
sąsiad;1;15
sąsiadka;1;15
sąsiadowanie;1;23
sąsiadowanie;2;23
sąsiadowanie;3;2
sąsiedztwo;1;12
sąsiek;1;12
sążeń;1;20
Sb;1;24
SB;2;26
sb;3;20
SBD;1;18
Sc;1;24
scalak;1;3
scalanie;1;2
scalanie;2;2
scalanie się;1;2
scalenie;1;8
scalenie;2;8
scalenie się;1;8
scedowanie;1;8
scementowanie;1;8
scementowanie;2;8
scena;1;8
scena;2;8
scena;3;3
scena;4;26
scena;5;23
scena;6;12
scena;7;8
scena obrotowa;1;3
scena pudełkowa;1;3
scena szufladkowa;1;3
scena szufladowa;1;3
scenariusz;1;3
scenariusz filmowy;1;3
scenarzysta;1;15
scenarzystka;1;15
sceneria;1;23
sceneria;2;3
scenic;1;3
Scenic;2;7
sceniczność;1;4
scenka;1;8
scenka;2;8
scenka;3;8
scenka;4;12
scenka;5;26
scenograf;1;15
scenografia;1;3
scenografka;1;15
scenopis;1;7
scentralizowanie;1;8
scentralizowany system gospodarczy;1;18
scentrowanie;1;8
sceptycyzm;1;4
sceptycyzm;2;6
sceptyczka;1;15
sceptyczka;2;15
sceptyk;1;15
sceptyk;2;15
schab;1;10
schab;2;10
schaboszczak;1;10
schabowy;1;10
schadzka;1;8
schamienie;1;8
scharakteryzowanie;1;8
scheda;1;18
schemacik;1;6
schemacik;2;6
schemacik;3;3
schemat;1;6
schemat;2;6
schemat;3;3
schemat graficzny;1;6
schemat ideowy;1;3
schematyczność;1;4
schematyczność;2;4
schematyzacja;1;6
schematyzacja;2;8
schematyzm;1;6
scherzo;1;7
schistosomatoza;1;19
schiza;1;9
schizma;1;8
schizmatyk;1;15
schizofrenia;1;19
schizofrenia;2;4
schizofreniczka;1;15
schizofrenik;1;15
schizogonia;1;19
schizoid;1;6
schizol;1;15
schizotomia;1;19
schizotymik;1;15
schlanie się;1;8
schlanie się jak bela;1;8
schlanie się jak bydlak;1;8
schlanie się jak bydlę;1;8
schlanie się jak świnia;1;8
schlebianie;1;2
schlebienie;1;8
schludność;1;4
schładzanie;1;2
schładzanie;2;2
schładzanie się;1;2
schładzanie się;2;2
schłodzenie;1;8
schłodzenie;2;8
schłodzenie się;1;8
schłodzenie się;2;8
schłopienie;1;8
schnięcie;1;2
schodek;1;3
schodki;1;3
schodnia;1;3
schody;1;3
schody;2;8
schody;3;8
schody ruchome;1;3
schodzenie;1;2
schodzenie;2;2
schodzenie;3;2
schodzenie;4;2
schodzenie się;1;2
schodzenie się;2;2
schodzenie się;3;2
schodzenie się;4;8
schodzenie się;5;23
schodzenie się;6;2
schodziarz;1;15
schola;1;11
scholar;1;15
scholarcha;1;15
scholastyk;1;15
scholastyk;2;15
scholastyka;1;6
scholastyka;2;6
scholiasta;1;7
scholium;1;7
schorzenie;1;19
schowanie;1;8
schowanie;2;8
schowanie ogona pod siebie;1;8
schowanie pod korcem;1;8
schowanie pod korzec;1;8
schowanie się;1;8
schowanie się;2;8
schowek;1;12
schowek;2;12
schron;1;3
schron;2;12
schronienie;1;8
schronienie;2;23
schronienie;3;12
schronienie się;1;8
schronisko;1;12
schronisko;2;3
schrupanie;1;8
schrystianizowanie;1;8
schrzanienie;1;8
schrzanienie się;1;8
schrzanienie się;2;8
schudnięcie;1;8
schwannoma;1;16
schwycenie;1;8
schwycenie;2;8
schwytanie;1;8
schwytanie;2;8
schylanie;1;2
schylanie się;1;2
schylanie się;2;2
schylenie;1;8
schylenie się;1;8
schylenie się;2;8
schyłek;1;25
schyłkowiec;1;15
schyłkowość;1;4
schytrzenie się;1;8
science fiction;1;3
scjentolog;1;15
scjentysta;1;15
scjentysta;2;15
scjentyzm;1;6
scrabble;1;2
scrabble;2;3
scrub;1;17
scs.;1;7
scsł.;1;7
scud;1;3
scutum;1;3
scynk;1;21
scyntygrafia;1;2
scyntylacja;1;16
scyntylacja;2;16
scyntylator;1;24
scypuł;1;5
scyrpuł;1;5
scysja;1;8
scyzoryczek;1;3
scyzoryk;1;3
sczepianie;1;2
sczepienie;1;8
sczerwienienie;1;8
sczerwienienie;2;8
sczeźnięcie;1;8
sczytanie;1;8
sczytanie;2;8
sczytywanie;1;2
sczytywanie;2;2
Se;1;24
seaborg;1;24
sealer;1;24
seans;1;8
seans filmowy;1;8
seans spirytystyczny;1;8
seansik;1;8
seat;1;3
Seat;2;7
secans;1;6
secesja;1;6
secesja;2;8
secesjonista;1;15
secesjonista;2;15
secesjonizm;1;6
sedan;1;3
sedan;2;3
sedes;1;3
sedno;1;6
sedyment;1;24
sedymentacja;1;19
sedymentologia;1;6
Sefardyjczyk;1;15
segmencik;1;12
segmencik;2;3
segmencik;3;5
segment;1;12
segment;2;3
segment;3;5
segment rynku;1;11
segmentacja;1;8
segmentacja;2;19
segmentacja;3;19
segmentowanie;1;2
segregacja;1;8
segregacja;2;6
segregacja rasowa;1;8
segregacjonista;1;15
segregacjonizm;1;26
segregator;1;3
segregowanie;1;2
seid;1;6
sejf;1;3
sejf;2;12
sejm;1;26
sejm;3;12
sejm;4;8
sejm;5;11
sejm elekcyjny;1;8
sejm konwokacyjny;1;8
sejm koronacyjny;1;8
sejm walny;1;8
sejm walny;2;11
sejmik;1;11
sejmik generalny;1;11
sejmik przedsejmowy;1;26
sejmik relacyjny;1;11
sejmitar;1;3
sejmokracja;1;26
sejsmika;1;6
sejsmograf;1;3
sejsmografia;1;6
sejsmolog;1;15
sejsmologia;1;6
sejsmometr;1;3
sekans;1;6
sekator;1;3
sekciarstwo;1;26
sekciarstwo;2;23
sekciarstwo;3;4
sekciarstwo;4;11
sekciarz;1;15
sekciarz;2;15
sekcja;1;26
sekcja;2;2
sekcja;3;11
sekowanie;1;2
sekrecik;1;7
sekrecja;1;19
sekrecja;2;16
sekret;1;7
sekret;2;6
sekretariat;1;12
sekretariat;2;26
sekretarka;1;15
sekretarz;1;15
sekretarz;2;15
sekretarz;3;15
sekretarz;4;15
sekretarz;5;7
sekretarz;6;21
sekretarz generalny;1;15
sekretarz stanu;1;15
sekretarzyk;1;3
sekretera;1;3
sekretyna;1;24
seks;1;8
seks;2;8
seks grupowy;1;8
seks oralny;1;8
seksafera;1;26
seksbiznes;1;2
seksbomba;1;15
sekser;1;15
sekserka;1;15
seksista;1;15
seksistka;1;15
seksizm;1;6
seksta;1;20
sekstans;1;3
sekstans;2;20
sekstant;1;3
sekstern;1;3
sekstet;1;11
sekstet;2;7
sekstet;3;7
sekstyna;1;3
sekstyna;2;7
seksualizm;1;4
seksualizm;2;6
seksualność;1;4
seksuolog;1;15
seksuologia;1;6
sekta;1;11
sektor;1;12
sektor;2;20
sektor dysku;1;20
sektor prywatny;1;18
sektor publiczny;1;18
sekularyzacja;1;13
sekularyzacja;2;8
sekularyzacja;3;2
sekularyzowanie;1;2
sekularyzowanie się;1;2
sekunda;1;25
sekunda;2;20
sekunda;3;20
sekunda kątowa;1;20
sekunda świetlna;1;20
sekundant;1;15
sekundant;2;15
sekundka;1;25
sekundnik;1;3
sekundomierz;1;3
sekundomierz ręczny;1;3
sekundowanie;1;2
sekundowanie;2;23
sekurytyzacja;1;6
sekurytyzacja;2;18
sekutnica;1;15
sekutnik;1;15
sekwencer;1;3
sekwencer;2;3
sekwencja;1;25
sekwencja;2;11
sekwencja kodująca;1;14
sekwencja niekodująca;1;14
sekwencjonowanie;1;2
sekwencjonowanie;2;2
sekwens;1;26
sekwenser;1;3
sekwenser;2;3
sekwestr;1;18
sekwestracja;1;18
sekwestrator;1;15
sekwestrator;2;15
sekwestrowanie;1;2
sekwoja;1;17
seledyn;1;4
selekcja;1;19
selekcja;2;6
selekcja;3;6
selekcja negatywna;1;6
selekcjoner;1;15
selekcjoner;2;15
selekcjoner;3;15
selekcjonowanie;1;2
selekt;1;21
selekt;2;3
selektor;1;3
selektywność;1;4
selen;1;24
selenek;1;24
selenek bizmutu;1;24
selenek kadmu;1;24
selenit;1;24
selenita;1;15
selenograf;1;15
selenografia;1;6
selenolog;1;15
selenologia;1;6
selenonauta;1;15
seler;1;17
seler;2;10
seler naciowy;1;10
selerowate;1;46
selerowce;1;46
selskin;1;3
selwa;1;11
selwas;1;11
sełedec;1;3
Sem;1;15
semafor;1;3
semantyk;1;15
semantyka;1;6
semantyka funkcjonalna;1;6
semazjologia;1;6
semelfactivum;1;7
semestr;1;25
semikontenerowiec;1;3
seminarium;1;6
seminarium;2;6
seminarium;3;12
seminarium;4;6
seminarzysta;1;15
seminarzysta;2;15
seminarzysta;3;15
seminarzystka;1;15
semiolog;1;15
semiologia;1;6
semiologia;2;6
semiotyk;1;15
semiotyka;1;6
semiotyka;2;6
Semita;1;15
Semitka;1;15
semitystyka;1;6
semolina;1;3
sempiterna;1;5
sen;1;23
sen;2;6
sen;3;23
sen;4;20
sen letni;1;23
sen na jawie;1;23
sen wieczny;1;23
sen zimowy;1;23
senat;1;26
senat;2;11
senat;3;26
senat;4;26
senat;5;26
senator;1;15
senator;2;15
senator;3;15
senator;4;15
senatorka;1;15
Senegal;1;12
senes;1;17
seneszal;1;15
senilia;1;3
senior;1;15
senior;2;15
senior;3;15
senior;4;15
seniorat;1;23
seniorat;2;18
seniorka;1;15
seniorka;2;15
sennik;1;3
senność;1;19
senon;1;14
sens;1;6
sens;2;7
sensacja;1;8
sensacja;2;4
sensacja;3;15
sensacje żołądkowe;1;19
sensacyjka;1;8
sensacyjność;1;4
sensacyjność;2;4
sensat;1;15
sensat;2;15
sensatka;1;15
sensatka;2;15
sensei;1;15
sensei;2;15
sensor;1;3
sensor;2;14
sensowność;1;4
sensualista;1;15
sensualizm;1;6
sensybilizacja;1;16
sensybilizacja;2;2
sensybilizator;1;24
sensybilizowanie;1;2
sensytometria;1;6
sentencja;1;7
sentencja;2;7
sentencjonalność;1;4
sentyment;1;4
sentyment;2;9
sentymentalista;1;15
sentymentalista;2;15
sentymentalistka;1;15
sentymentalistka;2;15
sentymentalizm;1;9
sentymentalizm;2;6
sentymentalność;1;9
separacja;1;23
separacja;2;8
separacjonista;1;15
separacjonizm;1;6
separatka;1;12
separatka;2;12
separator;1;3
separatysta;1;15
separatyzm;1;6
separowanie;1;2
separowanie;2;2
separowanie się;1;2
sepet;1;3
sepia;1;4
sepia;2;3
sepia;3;24
seplenienie;1;2
seplenienie;2;19
sepsa;1;19
septet;1;11
septyma;1;20
sequel;1;6
sequencer;1;3
ser;1;10
ser biały;1;10
ser edamski;1;10
ser ementalski;1;10
ser limburski;1;10
ser parmezański;1;10
ser pleśniowy;1;10
ser podpuszczkowy;1;10
ser sojowy;1;10
ser szwajcarski;1;10
ser topiony;1;10
ser trapistów;1;10
ser tylżycki;1;10
ser żółty;1;10
seradela;1;17
seradela pastewna;1;17
seradela siewna;1;17
serafin;1;15
serafitka;1;15
serafitki;1;11
seraj;1;12
seraj;2;3
serak;1;14
Serb;1;15
Serbia;1;12
serbistyka;1;6
Serbka;1;15
serbochorwatystyka;1;6
serce;1;5
serce;2;9
serce;3;9
serce;4;12
serce;5;4
serce;6;22
serce;7;9
serce;8;9
serce;9;5
serce;10;3
serce;11;3
serce dzwonu;1;3
serce jak głaz;1;4
serce jak kamień;1;4
serce z kamienia;1;4
sercowiec;1;15
sercówka;1;3
sercówka;2;21
sercówka;3;17
sercówka;4;3
sercówka;5;10
sercówka bałtycka;1;21
sercówka biała;1;21
sercówka jadalna;1;21
sercówka pospolita;1;21
sercówkowate;1;46
serdaczek;1;3
serdaczyna;1;3
serdak;1;3
serdecznik;1;17
serdecznik pospolity;1;17
serdecznik syberyjski;1;17
serdeczniki;1;46
serdeczności;1;7
serdeczność;1;4
serdelek;1;10
serduszko;1;5
serduszko;2;4
serduszko;3;5
serduszko;4;22
serduszko;5;4
serek;1;22
serek;2;10
serek;3;10
serenada;1;7
serenada;2;7
serenada;3;7
serenada;4;7
seria;1;14
seria;2;11
seria;3;8
seria;4;6
seria;5;3
seria;6;20
seria;7;11
serial;1;3
serial;2;3
serial filmowy;1;7
serial komediowy;1;7
serial telewizyjny;1;7
serializm;1;6
serigrafia;1;6
sernica;1;12
serniczek;1;10
sernik;1;10
sernik;2;24
sernik wiedeński;1;10
serohematologia;1;6
serolog;1;15
serologia;1;6
seroterapia;1;2
serotonina;1;24
serowacenie;1;2
serowar;1;15
serowarstwo;1;18
serowiec;1;10
serpent;1;3
serpentyn;1;14
serpentyna;1;3
serpentyna;2;12
serpentynit;1;24
serrawal;1;25
serso;1;3
serso;2;2
serum;1;5
serw;1;2
serwal;1;21
serwantka;1;3
serwatka;1;24
serwer;2;3
serwer plików;1;7
serwerownia;1;12
serweta;1;3
serwetka;1;3
serwetka;2;3
serwilizm;1;4
serwis;1;3
serwis;2;7
serwis;3;2
serwis;4;12
serwis;5;2
serwis do herbaty;1;3
serwis internetowy;1;3
serwisant;1;15
serwisek;1;3
serwisek;2;7
serwisek;3;2
serwisek;4;12
serwisek;5;2
serwitut;1;26
serwolatka;1;10
serwomechanizm;1;3
serwomotor;1;3
serwowanie;1;2
serwowanie;2;2
serycyna;1;24
seryjność;1;4
seryjny morderca;1;15
seryna;1;24
serża;1;3
sesja;2;8
sesja;3;8
sesja;4;8
sesja;5;8
sesja;6;8
sesja egzaminacyjna;1;8
sesleria;1;17
sesleria Bielza;1;17
sesleria błotna;1;17
sesleria skalna;1;17
sesleria tatrzańska;1;17
sesterc;1;18
sestercja;1;18
sestyna;1;7
sestyna;2;3
sesyjka;1;25
set;1;20
set honorowy;1;8
seta;1;10
setbol;1;8
seter;1;21
seter angielski;1;21
seter irlandzki;1;21
seter irlandzki czerwono-biały;1;21
seter szkocki;1;21
seterka;1;21
setka;1;20
setka;2;3
setnik;1;15
setuchna;1;20
Seul;1;12
sewastopol;1;8
sex shop;1;12
sex-shop;1;12
sezam;1;17
sezam;2;12
sezam;3;7
sezam wschodni;1;17
sezon;1;25
sezon;2;25
sezon ogórkowy;1;25
sezonowość;1;25
sęczek;1;14
sędzia;1;15
sędzia;2;15
sędzia;3;15
sędzia penitencjarny;1;15
sędzia polubowny;1;15
sędzia przysięgły;1;15
sędzia śledczy;1;15
sędzina;1;15
sędzina;2;15
sędziostwo;1;23
sędziostwo;2;11
sędziowanie;1;2
sędziowanie;2;2
sędziwość;1;4
sęk;1;14
sękacz;1;10
sęp;1;21
sępolia;1;17
SF;1;3
sfabrykowanie;1;8
sfajczenie się;1;8
sfaleryt;1;14
sfalowanie;1;8
sfalowanie;2;8
sfalsyfikowanie;1;8
sfałdowanie;1;8
sfałszowanie;1;8
sfatygowanie;1;8
sfatygowanie;2;8
sfaulowanie;1;8
sfaulowanie;2;8
sfederowanie;1;8
sfekologia;1;6
sfeminizowanie;1;8
sfeminizowanie;2;8
sfeminizowanie się;1;8
sfera;1;11
sfera;2;6
sfera;3;12
sfera;4;6
sfera;5;12
sfera budżetowa;1;26
sfera głębinowa;1;12
sfera gwiazd stałych;1;14
sfera niebieska;1;12
sfermentowanie;1;8
sferoida;1;6
sferolit;1;14
sfiksowanie;1;8
sfilcowanie się;1;8
sfilmowanie;1;8
sfilmowanie;2;8
sfinalizowanie;1;8
sfinalizowanie się;1;8
sfinansowanie;1;8
sfingowanie;1;8
sfinks;1;21
sfinks;2;3
sfolgowanie;1;8
sfora;1;11
sformalizowanie;1;8
sformalizowanie;2;8
sformatowanie;1;8
sformatowanie;2;8
sformatowanie;3;8
sformowanie;1;8
sformowanie;2;8
sformułowanie;1;8
sformułowanie;2;7
sformułowanie;3;7
sformułowanie się;1;8
sforsowanie;1;8
sforsowanie;2;8
sforsowanie się;1;8
sfotografowanie;1;8
sfotografowanie się;1;8
sfotografowanie się;2;8
sfotografowanie się;3;8
sfragistyka;1;6
sfrunięcie;1;8
sfrunięcie;2;0
sfrustrowanie;1;8
sfrustrowanie się;1;8
sfruwanie;1;2
sfruwanie;2;2
sfumato;1;3
Sg;1;24
SGD;1;18
sgraffito;1;3
sgraffito;2;6
sh. tn.;1;20
shaftowanie się;1;8
shaker;1;3
shamisen;1;3
Sharan;1;7
sharan;2;3
shareware;1;3
Sherlock Holmes;1;15
sherry;1;10
shii-take;1;17
shimmy;1;2
shintoista;1;15
shintoistka;1;15
shintoizm;1;6
shocking;1;8
shōgi;1;2
shogun;1;15
shogun;2;7
shoji;1;3
shona;1;7
short-track;1;2
shoujoai;1;3
shounen;1;3
shounenai;1;3
show;1;8
show-biznes;1;18
show-biznes;2;11
show-business;1;18
show-business;2;11
showman;1;15
si;1;7
Si;2;24
SI;3;6
SI$;1;18
siaciarki;1;46
siad;1;2
siad kuczny;1;4
siad płaski;1;4
siad skrzyżny;1;2
siadanie;1;2
siadanie;2;0
siadanie;3;2
siadywanie;1;2
sial;1;14
sianie;1;2
sianie;2;2
sianie;3;2
sianie;4;2
sianie;5;2
sianie;6;2
sianie;7;2
sianie;8;2
sianko;1;14
siano;1;17
siano;2;14
sianokosy;1;2
sianokosy;2;25
siara;1;24
siara;2;10
siarczan;1;24
siarczan amonu;1;24
siarczek;1;24
siarczek węgla;1;24
siarczyn;1;24
siarka;1;24
siarkocyjanek;1;24
siarkosól;1;24
siarkowanie;1;2
siarkowiec;1;3
siarkowodór;1;24
siata;1;8
siata;2;3
siateczka;1;3
siateczka;2;22
siateczka śródplazmatyczna;1;14
siateczka wewnątrzplazmatyczna;1;14
siatka;1;3
siatka;2;3
siatka;3;22
siatka;4;22
siatka;5;11
siatka;6;3
siatka;7;8
siatka;8;3
siatka;9;3
siatka dyfrakcyjna;1;3
siatkarka;1;15
siatkarstwo;1;2
siatkarz;1;15
siatkolistkowce;1;46
siatkówczak;1;16
siatkówka;1;2
siatkówka;2;5
siądnięcie;1;8
siądnięcie;2;8
siądnięcie;3;8
siąkanie;1;2
siąknięcie;1;8
siąpawica;1;16
siąpienie;1;2
Sicz;1;12
Sicz;2;11
Sicz Zaporoska;1;12
siczowiec;1;15
sidefill;1;3
sidequel;1;3
sider;1;25
siding;1;3
sidlarz;1;15
sidła;1;3
sidło;1;3
sieciarka;1;21
sieciarz jaskiniowy;1;21
sieczenie;1;2
sieczenie;2;2
sieczenie;3;2
sieczenie;4;2
sieczka;1;10
sieczka;2;7
sieczka;3;7
sieczka;4;3
sieczkarnia;1;3
sieć;1;11
sieć;2;26
sieć;3;6
sieć;4;22
sieć;5;3
sieć;6;3
sieć;7;3
sieć;8;8
sieć Ethernet;1;11
sieć komputerowa;1;11
sieć lokalna;1;11
sieć neuronowa;1;3
sieć rybacka;1;3
sieć WAN;1;11
siedemdziesiątka;1;20
siedemdziesiątka;2;6
siedemdziesiątka;3;25
siedemdziesiątka;4;4
siedemdziesięciolatek;1;15
siedemdziesięciolatka;1;15
siedemdziesięciolecie;1;25
siedemdziesięciolecie;2;25
siedemnasta;1;25
siedemnastka;1;20
siedemnastka;2;6
siedemnastka;3;15
siedemnastolatek;1;15
siedemnastolatka;1;15
siedlisko;1;12
siedlisko;2;12
siedlisko;3;12
siedlisko;4;14
siedmiobój;1;2
siedmiobój lekkoatletyczny;1;2
Siedmiogród;1;12
siedmiolatek;1;15
siedmiolatka;1;15
siedmiomilowe buty;1;6
siedmiopalecznik;1;17
siedzenie;1;2
siedzenie;2;23
siedzenie;3;23
siedzenie;4;23
siedzenie;5;23
siedzenie;6;2
siedzenie;7;5
siedzenie;8;12
siedzenie;9;3
siedzenie;10;3
siedzenie za kratkami;1;23
siedziba;1;12
siedziba;2;12
siedziba bogów;1;12
siedzisko;1;3
siedzisko;2;3
siedzisko;3;3
sieja;1;21
siejba;1;2
siejowate;1;46
siekacz;1;5
siekacz;2;3
siekanie;1;2
siekanie;2;2
siekanie;3;2
siekaniec;1;3
siekaniec;2;3
siekanina;1;8
siekaninka;1;2
siekanka;1;10
siekiera;1;3
siekiera;2;10
siekierzysko;1;3
sielanka;1;3
sielanka;2;9
sielankarz;1;15
sielankopisarz;1;15
sielankowość;1;4
sielawa;1;21
sielawka;1;21
sielskość;1;4
siemię;1;17
siemię kanarowe;1;17
siemię lniane;1;17
Sienkiewicz;1;15
siennik;1;3
sień;1;12
siepacz;1;15
siermięga;1;3
sierociniec;1;12
sieroctwo;1;23
sierota;1;15
sierota;2;15
sierota;3;15
sierotka;1;15
sierotki;1;17
sierp;1;3
sierp;2;8
sierpień;1;25
sierpik;1;17
sierpik;2;14
sierpik;3;3
sierpik;4;17
sierpnica;1;17
sierpówka;1;21
sierść;1;5
sierżant;1;15
sierżant;2;7
sierżant sztabowy;1;15
siew;1;2
siew czysty;1;2
siew punktowy;1;2
siew rzędowy;1;2
siewca;1;15
siewca;2;15
siewczyni;2;15
sieweczka;1;21
siewka;1;17
siewka;2;21
siewkowce;1;46
siewkowe;1;46
siewniczek;1;3
siewnik;1;3
siewnik rzędowy;1;3
siewnik rzutowy;1;3
sięgacz;1;12
sięganie;1;23
sięganie;2;2
sięganie;3;2
sięganie;4;2
sięganie;5;2
sięganie;6;2
sięganie;7;2
sięganie po cudze;1;2
sięgnięcie;1;8
sięgnięcie;2;8
sięgnięcie;3;8
sięgnięcie;4;8
sięgnięcie;5;8
sięgnięcie;6;8
sięgnięcie korzeniami;1;8
sięgnięcie po cudze;1;8
sigillum;1;7
signoria;1;26
signoria;2;11
signum temporis;1;6
sikacz;1;10
sikanie;1;2
sikanie;2;2
sikanie;3;2
sikawka;1;3
sikh;1;15
sikhizm;1;6
siki;1;24
siki;2;24
siki świętej (panny) Weroniki;1;24
siklawa;1;14
siknięcie;1;8
siknięcie;2;8
siknięcie;3;8
sikora;1;21
sikora bogatka;1;21
sikora czarnogłowa;1;21
sikora czarnogłówka;1;21
sikora czubatka;1;21
sikora modra;1;21
sikora uboga;1;21
sikoreczka;1;15
sikorka;1;15
sikorka uboga;1;21
sikorowate;1;46
siksa;1;15
sikwiaki;1;46
silan;1;24
silenie się;1;2
silenie się;2;2
silikat;1;3
silikażel;1;24
silikon;1;24
silikoza;1;19
silimanit;1;14
siliryt;1;24
sillimanit;1;14
Silmaril;2;3
silna wola;1;4
silnia;1;6
silniczek;1;3
silnik;1;3
silnik asynchroniczny;1;3
silnik atomowy;1;3
silnik benzynowy;1;3
silnik bocznikowy;1;3
silnik cieplny;1;3
silnik czterosuwowy;1;3
silnik czterotaktowy;1;3
silnik Diesla;1;3
silnik do łodzi motorowej;1;3
silnik dolnozaworowy;1;3
silnik dwusuwowy;1;3
silnik dwutaktowy;1;3
silnik elektryczny;1;3
silnik elektryczny bocznikowy;1;3
silnik elektryczny prądu przemiennego;1;3
silnik elektryczny synchroniczny;1;3
silnik fuzyjny;1;3
silnik gazowy;1;3
silnik gazowy;2;3
silnik górnozaworowy;1;3
silnik gwiazdowy;1;3
silnik hamujący;1;3
silnik hydrauliczny;1;3
silnik hydrokinetyczny;1;3
silnik hydrostatyczny;1;3
silnik hydrostatyczny obrotowy;1;3
silnik indukcyjny;1;3
silnik jądrowy;1;3
silnik jonowy;1;3
silnik krokowy;1;3
silnik lotniczy;1;3
silnik łopatkowy;1;3
silnik manewrowy;1;3
silnik na benzynę;1;3
silnik niskoprężny;1;3
silnik nuklearny;1;3
silnik o spalaniu wewnętrznym;1;3
silnik o spalaniu zewnętrznym;1;3
silnik odrzutowy;1;3
silnik parowy;1;3
silnik pneumatyczny;1;3
silnik pomocniczy;1;3
silnik przepływowy;1;3
silnik przyczepny;1;3
silnik pulsacyjny;1;3
silnik rakietowy;1;3
silnik reakcyjny;1;3
silnik rotacyjny;1;3
silnik rozruchowy;1;3
silnik samochodowy;1;3
silnik samozapłonowy;1;3
silnik skokowy;1;3
silnik spalinowy;1;3
silnik Stirlinga;1;3
silnik strumieniowy;1;3
silnik synchroniczny;1;3
silnik tłokowy;1;3
silnik turboodrzutowy;1;3
silnik turbośmigłowy;1;3
silnik Wankla;1;3
silnik wewnętrznego spalania;1;3
silnik wiatrowy;1;3
silnik widlasty;1;3
silnik wielopaliwowy;1;3
silnik wielotłoczkowy;1;3
silnik wycieraczki;1;3
silnik wysokoprężny;1;3
silnik zaburtowy;1;3
silnik zewnętrznego spalania;1;3
silnik zębaty;1;3
silos;1;12
silos;2;3
silos;3;3
silos budowlany;1;3
silos paszowy;1;3
silos rakietowy;1;3
silos zbożowy;1;3
silumin;1;24
silumin wieloskładnikowy;1;24
silva rerum;1;11
siła;1;20
siła;2;11
siła;3;4
siła;4;23
siła;6;20
siła;7;4
siła nabywcza;1;20
siła oporu;1;20
siła przebicia;1;4
siła robocza;1;11
siła wyższa;1;16
siłacz;1;15
siłacz;2;15
siłacz;3;15
siłaczka;1;15
siłomierz;1;3
siłowanie się;1;2
siłowanie się;2;2
siłownia;1;12
siłownia;2;12
siłownik;1;3
siłownik;2;3
siłownik hydrauliczny;1;3
siły oporu;1;20
siły powietrzne;1;26
siły wojskowe;1;11
siły zbrojne;1;11
sima;1;3
simens;1;20
simpleks;1;3
sin;1;6
sinantrop;1;15
sindarin;1;7
Singapur;1;12
singel;1;8
singel;2;3
singel;3;3
singelton;1;7
singiel;1;3
singiel;2;15
singiel;3;7
singiel;4;8
singlista;1;15
singspiel;1;3
singularis;1;7
siniaczek;1;16
siniak;1;16
sinica;1;21
sinica;2;19
sinice;1;46
sinienie;1;2
sinioria;1;26
sinioria;2;11
sinizna drewna;1;16
sinolog;1;15
sinologia;1;6
siność;1;4
sinto;1;6
sintoista;1;15
sintoistka;1;15
sintoizm;1;6
sinus;1;6
sinusoida;1;6
sińce pod oczami;1;4
siodełko;1;3
siodełkowce;1;46
siodlarz;1;15
siodłanie;1;2
siodło;1;3
siodło;2;16
siodło;3;12
siodło angielskie;1;3
siodło bezterlicowe;1;3
siodło damskie;1;3
siodło juczne;1;3
siodło ogólnoużytkowe;1;3
siodło pony;1;3
siodło rajdowe;1;3
siodło skokowe;1;3
siodło ujeżdżeniowe;1;3
siodło western;1;3
siodło westernowe;1;3
siodło wszechstronne;1;3
siodło wyścigowe;1;3
siogun;1;15
