lemma;variant;domain
chłonięcie;2;czy
chłonięcie;3;czy
chłonięcie;4;czy
chłonięcie;5;czy
chłonka;1;sbst
chłonność;1;cech
chłonność;2;cech
chłonny rynek;1;pos
chłop;1;os
chłop;2;os
chłop;3;os
chłop jak dąb;1;os
chłop pańszczyźniany;1;os
chłopaczek;1;os
chłopaczyna;1;os
chłopaczysko;1;os
chłopak;1;os
chłopak;2;os
chłopak;3;os
chłopak;4;os
chłopak na posyłki;1;os
chłopcy z lasu;1;grp
chłopczyca;1;os
chłopczyca;2;os
chłopczyk;1;os
chłopczyna;1;os
chłopczysko;1;os
chłopek;1;os
chłopek;2;rz
chłopek-roztropek;1;os
chłopi;1;grp
chłopiec;1;os
chłopiec;2;os
chłopiec;3;os
chłopiec;4;os
chłopiec do bicia;1;os
chłopiec kredensowy;1;os
chłopiec na posyłki;1;os
chłopiec na posyłki;2;os
chłopiec okrętowy;1;os
chłopienie;1;czy
chłopię;1;os
chłopięctwo;1;czas
chłopina;1;os
chłopisko;1;os
chłopka;1;os
chłopka;2;wytw
chłopoman;1;os
chłopomania;1;czuj
chłopomaństwo;1;czuj
chłoporobotnik;1;os
chłopowina;1;os
chłopowina;2;os
chłopowina;3;os
chłopski rozum;1;cech
chłopstwo;1;grp
chłoptaś;1;os
chłoptyś;1;os
chłopyszek;1;os
chłopyś;1;os
chłosta;1;czy
chłosta;2;por
chłostanie;1;czy
chłostanie;2;czy
chłostanie;3;czy
chłośnięcie;1;zdarz
chłośnięcie;2;zdarz
chłośnięcie;3;zdarz
chłód;1;zj
chłód;2;czuj
chłód;3;cech
chłód;4;czuj
chłód;5;msc
chłystek;1;os
chmara;1;grp
chmiel;1;rsl
chmiel;2;wytw
chmiel;3;czy
chmiel;4;por
chmielarnia;1;msc
chmielarnia;2;msc
chmielarstwo;1;czy
chmielarz;1;os
chmielenie;1;czy
chmielnik;1;msc
chmielnik;2;msc
chmielobranie;1;czy
chmielowanie;1;czy
chmura;1;zj
chmura;2;ksz
chmura kłębiasta;1;zj
chmura kłębiasta deszczowa;1;zj
chmura kłębiasto-pierzasta;1;zj
chmura kłębiasto-warstwowa;1;zj
chmura niska;1;zj
chmura o budowie pionowej;1;zj
chmura pierzasta;1;zj
chmura średnia;1;zj
chmura średnia kłębiasta;1;zj
chmura średnia kłębiasta soczewkowata;1;zj
chmura średnia warstwowa;1;zj
chmura warstwowa;1;zj
chmura warstwowa deszczowa;1;zj
chmura warstwowo-pierzasta;1;zj
chmura wysoka;1;zj
chmureczka;1;zj
chmurka;1;grp
chmurka;2;zj
chmurka;3;os
chmurnienie;1;czy
chmurnienie;2;czy
chmurzenie czoła;1;czy
chmurzenie się;1;czy
chmurzysko;1;zj
chmyz;1;os
chmyz;2;zw
chochelka;1;wytw
chochla;1;wytw
chochla;2;il
chochla;3;wytw
chochlarz;1;os
chochlik;1;zj
chochlik;2;os
chochlik drukarski;1;por
chochoł;1;zw
chochoł;2;wytw
chochoł;3;wytw
chochoł;4;wytw
chodaczek;1;wytw
chodak;1;wytw
chodliwość;1;cech
chodnica;1;wytw
chodniczek;1;msc
chodniczek;2;wytw
chodniczek;3;wytw
chodniczek;4;zj
chodnik;1;msc
chodnik;2;msc
chodnik;3;zj
chodnik;4;wytw
chodnik;5;msc
chodnik eksploatacyjny;1;msc
chodnik poprzeczny;1;msc
chodnik wybierkowy;1;msc
chodnikowiec;1;os
chody;1;msc
chody;2;msc
chody;3;czc
chodzący kościotrup;1;os
chodzenie;1;czy
chodzenie;2;czy
chodzenie;3;czy
chodzenie;4;czy
chodzenie;5;czy
chodzenie;6;czy
chodzenie;7;czy
chodzenie;8;czy
chodzenie;9;czy
chodzenie do łóżka;1;czy
chodzenie po głowie;1;czy
chodzenie po kweście;1;czy
chodzenie w ...;1;st
chodziarka;1;os
chodziarstwo;1;czy
chodziarz;1;os
chodzik;1;wytw
chodzony;1;czy
choina;1;grp
choineczka;1;rsl
choineczka;2;wytw
choinka;1;rsl
choinka;2;rsl
chojak;1;rsl
chojar;1;rsl
chojniak;1;grp
chojrak;1;os
cholera;1;prc
cholera;2;os
cholera;3;por
cholera;4;czuj
cholera jasna;1;por
cholernica;1;os
cholernik;1;os
cholerowanie;1;czy
cholerstwo;1;czuj
choleryczka;1;os
choleryk;1;os
choleryk;2;os
cholestanol;1;sbst
cholesterol;1;rz
cholewa;1;por
cholewa;2;wytw
cholewcia;1;por
cholewka;1;wytw
cholewka;2;por
cholewka;3;por
cholewkarka;1;os
cholewkarka;2;wytw
cholewkarstwo;1;umy
cholewkarz;1;os
cholina;1;rz
chomątko;1;wytw
chomątko;2;wytw
chomątko;3;wytw
chomąto;1;wytw
chomik;1;zw
chomik;2;os
chomik europejski;1;zw
chomiki;1;sys
chomikowanie;1;czy
chomikowate;1;sys
chondriom;1;grp
chondrocyt;1;rz
chondryna;1;rz
chondryt;1;rz
Chopin;1;os
Chopin;2;por
chopinista;1;os
chopinista;2;os
chopinistka;1;os
chopinistka;2;os
chopinistyka;1;umy
chopinistyka;2;umy
chopinolog;1;os
chora;1;os
chora psychicznie;1;os
choralista;1;os
chorał;1;por
chorał;2;wytw
chorał;3;por
chorał ambrozjański;1;por
chorał ewangelicki;1;por
chorał gregoriański;1;por
chorał luterański;1;por
chorał protestancki;1;por
chorągiew;1;grp
chorągiew;2;wytw
chorągiew husarska;1;grp
chorągiew kopijnicza;1;grp
chorągiew lekka;1;grp
chorągiew nadworna;1;grp
chorągiew pancerna;1;grp
chorągiew rodowa;1;grp
chorągiew strzelcza;1;grp
chorągiew ziemska;1;grp
chorągiewka;1;wytw
chorągiewka;2;por
chorągiewka na wietrze;1;os
chorąża;1;os
chorąży;1;os
chorąży;2;os
chorąży;3;os
chorąży;4;os
chorąży;5;os
chorąży;6;por
chorąży;7;por
chorda;1;czc
chordofon;1;wytw
chorea;1;por
choreg;1;os
chorej;1;il
choreograf;1;os
choreografia;1;umy
choreografka;1;os
choreoterapia;1;czy
choroba;1;prc
choroba;2;zwz
choroba;3;por
choroba Alzheimera;1;prc
choroba Basedowa;1;prc
choroba Bergera;1;prc
choroba cienkich błon podstawnych;1;prc
choroba Creutzfeldta-Jakoba;1;prc
choroba dekompresyjna;1;prc
choroba ducha;1;czuj
choroba dworska;1;prc
choroba dziedziczna;1;prc
choroba Erba-Goldflama;1;prc
choroba francuska;1;prc
choroba Heinego-Medina;1;prc
choroba Hodgkina;1;zj
choroba kawalerska;1;prc
choroba kesonowa;1;prc
choroba lokomocyjna;1;prc
choroba mikrofalowa;1;prc
choroba mitochondrialna;1;zj
choroba morska;1;prc
choroba motylicza;1;prc
choroba nadciśnieniowa;1;prc
choroba odzwierzęca;1;prc
choroba Parkinsona;1;prc
choroba pasożytnicza;1;prc
choroba popromienna;1;prc
choroba przewlekła;1;prc
choroba przyrodzona;1;prc
choroba psychiczna;1;prc
choroba roślin;1;prc
choroba sekretna;1;prc
choroba skóry;1;prc
choroba szalonych krów;1;prc
choroba św. Walentego;1;prc
choroba św. Wita;1;prc
choroba telegrafistów;1;prc
choroba weneryczna;1;prc
choroba wieku;1;prc
choroba wieńcowa;1;prc
choroba wrodzona;1;zj
choroba wrzodowa;1;prc
choroba wściekłych krów;1;zw
choroba zakaźna;1;prc
choroba zawodowa;1;prc
choroba zwierząt;1;prc
chorobotwórczość;1;zwz
chorobowość;1;umy
chorografia;1;por
chorowanie;1;st
chorowanie;2;st
chorowitość;1;cech
choróbsko;1;prc
Chorwacja;1;msc
Chorwat;1;os
Chorwatka;1;os
chory;1;os
chory psychicznie;1;os
chorzenie;1;st
chorzowianin;1;os
chorzowianka;1;os
Chorzów;1;msc
chow-chow;1;zw
chowanie;1;czy
chowanie;2;czy
chowanie;3;czy
chowanie;4;czy
chowanie;5;czy
chowanie;6;czy
chowanie;7;st
chowanie głowy w piasek;1;st
chowanie ogona pod siebie;1;czy
chowanie pod korcem;1;czy
chowanie pod korzec;1;czy
chowanie się;1;czy
chowanie się;2;czy
chowanie się;3;czy
chowaniec;1;czy
chowanka;1;zdarz
chowany;1;zdarz
chód;1;st
chód;2;zdarz
chór;1;grp
chór;2;grp
chór;3;wytw
chór;4;grp
chór;5;por
chór;6;zdarz
chór;7;msc
chór;8;msc
chór;9;msc
chóralistyka;1;umy
chórek;1;grp
chórmistrz;1;os
chórmistrzyni;1;os
chórzysta;1;os
chórzystka;1;os
chów;1;umy
chów wsobny;1;prc
chrabąszcz;1;zw
chram;1;msc
chrapa;1;czc
chrapanie;1;czy
chrapanie;2;czy
chrapanie;3;czy
chrapka;1;czuj
chrapka;2;czc
chrapnięcie;1;zdarz
chrapnięcie;2;zdarz
chrapnięcie;3;zdarz
chrematonimia;1;umy
chrestomatia;1;wytw
chrobot;1;zj
chrobotanie;1;czy
chrobotek;1;rsl
chrobotek alpejski;1;rsl
chrobotek koralkowy;1;rsl
chrobotek reniferowy;1;rsl
chrobotnięcie;1;zdarz
chrom;1;sbst
chroma;1;os
chromanie;1;czy
chromatofor;1;rz
chromatofor;2;rz
chromatograf;1;wytw
chromatografia;1;umy
chromatyczność;1;zj
chromatyczność;2;wytw
chromatyda;1;rz
chromatyka;1;umy
chromatyna;1;sbst
chromian;1;sbst
chromianowanie;1;czy
chrominancja;1;zj
chromit;1;rz
chromodynamika kwantowa;2;umy
chromofor;1;rz
chromogen;1;sbst
chromolenie;1;czy
chromolitografia;1;wytw
chromolitografia;2;umy
chromoplast;1;rz
chromosfera;1;sbst
chromosom;1;czc
chromosom bakteryjny;1;rz
chromosom płciowy;1;czc
chromowanie;1;czy
chromowanie;2;czy
chromowiec;1;sbst
chromy;1;os
chron;1;czas
chroniczka;1;os
chronienie;1;czy
chronienie się;1;czy
chronik;1;os
chronograf;1;wytw
chronograf;2;wytw
chronograf;3;wytw
chronograf;4;os
chronografia;1;wytw
chronohoryzont;1;czas
chronologia;1;czas
chronologia;2;umy
chronologia;3;umy
chronologizacja;1;umy
chronologizowanie;1;czy
chronometr;1;wytw
chronometr;2;wytw
chronometr morski;1;wytw
chronometr okrętowy;1;wytw
chronometraż;1;czy
chronometrażysta;1;os
chronometrażysta;2;os
chronometria;1;umy
chronometrowanie;1;czy
chronoskop;1;wytw
chronozona;1;czas
chropawość;1;cech
chropawość;2;cech
chropawość;3;cech
chropiatkowce;1;sys
chropowacenie;1;czy
chropowatość;1;cech
chropowatość;2;cech
chropowatość;3;cech
chrumkanie;1;czy
chrumknięcie;1;zdarz
chrupacz;1;os
chrupanie;1;czy
chrupanie;2;czy
chrupek;1;jedz
chrupka;1;jedz
chrupnięcie;1;zdarz
chrupot;1;zj
chrust;1;sbst
chrust;2;jedz
chrust;3;rsl
chruściele;1;sys
chruścik;1;jedz
chruśniak;1;rsl
chryja;1;zdarz
chrypa;1;prc
chrypienie;1;czy
chrypienie;2;czy
chrypienie;3;por
chrypka;1;prc
chrystiania;1;zdarz
chrystianizacja;1;zwz
chrystianizm;1;umy
chrystianizowanie;1;czy
chrystianizowanie się;1;czy
chrystologia;1;umy
chrystusowcy;1;grp
chrystusowiec;1;os
chryzantema;1;rsl
chryzelefantyna;1;umy
chryzoberyl;1;rz
chryzolit;1;rz
chryzopraz;1;rz
chryzotyl;1;sbst
chrzan;1;rsl
chrzan;2;jedz
chrzan;3;jedz
chrzanienie;1;czy
chrzanienie się;1;czy
chrzanienie się;2;czy
chrzanik;1;rsl
chrzanik;2;jedz
chrzanik;3;jedz
chrzanowianin;1;os
chrzanowianka;1;os
Chrzanów;1;msc
chrząkanie;1;czy
chrząkanie;2;czy
chrząknięcie;1;zdarz
chrząknięcie;2;zdarz
chrząstka;1;czc
chrząstka nagłośniowa;1;czc
chrząstka nalewkowata;1;rz
chrząstka tarczowata;1;rz
chrząstnica;1;rsl
chrząstnica kędzierzawa;1;rsl
chrząstnięcie;1;zdarz
chrząszcz;1;zw
chrząszcz wodny;1;zw
chrząszcze;1;sys
chrząszcze drapieżne;1;sys
chrząszcze wielożerne;1;sys
chrząszczyk;1;zw
chrząśnięcie;1;zdarz
chrzciciel;1;os
chrzcielnica;1;wytw
chrzciny;1;zdarz
chrzczenie;1;czy
chrzczenie;2;czy
chrzczenie;3;czy
chrzczenie się;1;czy
chrzest;1;zdarz
chrzest;2;umy
chrzest;3;zdarz
chrzest bojowy;1;zdarz
chrześcijanin;1;os
chrześcijanka;1;os
chrześcijańska demokracja;1;grp
chrześcijaństwo;1;umy
chrześniaczek;1;os
chrześniaczka;1;os
chrześniak;1;os
chrzęst;1;zj
chrzęstnięcie;1;zdarz
chrzęstnoszkieletowe;1;sys
chrzęszczenie;1;czy
chrzęszczenie;2;czy
chrzęszczenie;3;czy
chrzęśnięcie;1;zdarz
chuch;1;prc
chuchanie;1;czy
chuchanie i dmuchanie na ...;1;czy
chucherko;1;os
chuchnięcie;1;zdarz
chuchrak;1;os
chuchro;1;os
chuć;1;czuj
chuda;1;os
chude lata;1;czas
chude mleko;1;jedz
chuderlak;1;os
chudeusz;1;os
chudnięcie;1;czy
chudnięcie;2;czy
chudoba;1;pos
chudopachołek;1;os
chudopachołek;2;os
chudopachołek;3;os
chudość;1;cech
chudy;1;os
chudziaczek;1;os
chudziak;1;os
chudziak;2;os
chudzielec;1;os
chudzina;1;os
chudzina;2;os
chuj;1;os
chuj;2;czc
chuj;3;por
chujek;1;os
chuligan;1;os
chuliganeria;1;grp
chuliganeria;2;zj
chuliganienie;1;czy
chuliganka;1;os
chuligaństwo;1;zj
chupa;1;wytw
chuppa;1;wytw
churrigueryzm;1;umy
chusta;1;wytw
chustczyna;1;wytw
chusteczka;1;wytw
chusteczka higieniczna;1;wytw
chustka;1;wytw
chutor;1;msc
chutor;2;msc
chwalba;1;por
chwalba;2;por
chwalca;1;os
chwalczyni;1;os
chwalenie;1;czy
chwalenie;2;czy
chwalenie się;1;czy
chwalipięta;1;os
chwała;1;czuj
chwała;2;cech
chwała;3;wytw
chwast;1;rsl
chwastnica;1;rsl
chwastnica zbożowa;1;rsl
chwastnice;1;sys
chwastówki;1;sys
chwaścik;1;rsl
chwat;1;os
chwianie;1;czy
chwianie się;1;czy
chwianie się;2;czy
chwianie się;3;czy
chwiejba;1;st
chwiejność;1;cech
chwiejność;2;cech
chwila;1;czas
chwila;2;czas
chwileczka;1;czas
chwilka;1;czas
chwilowość;1;czas
chwilówka;1;pos
chwilówka;2;pos
chwost;1;czc
chwościk;1;wytw
chwościk buraka;1;prc
chwościk burakowy;1;prc
chwycenie;1;zdarz
chwycenie;2;zdarz
chwycenie;3;zdarz
chwycenie się;1;zdarz
chwycenie się;2;zdarz
chwyt;1;wytw
chwyt;2;wytw
chwyt;3;umy
chwyt;4;czy
chwyt kompozycyjny;1;por
chwytacz;1;wytw
chwytacz dźwigu;1;wytw
chwytadełko;1;wytw
chwytak;1;wytw
chwytak;2;wytw
chwytak;3;wytw
chwytanie;1;czy
chwytanie;2;czy
chwytanie;3;st
chwytanie;4;st
chwytanie się;1;czy
chwytanie się;2;czy
chwytanie się na ...;1;czy
chwytanie za serce;1;czy
chwytliwość;1;cech
chwytnik;1;rz
chwytnik;2;wytw
chwytnik;3;wytw
chwytnik;4;wytw
chwytność;1;cech
chybianie;1;czy
chybienie;1;zdarz
chybot;1;czy
chybotanie;1;czy
chybotanie się;1;czy
chybotliwość;1;cech
chylat;1;wytw
chylenie;1;czy
chylenie czoła;1;st
chylenie głowy;1;st
chylenie się;1;czy
chylenie się;2;czy
chylenie się;3;czy
chylenie się;4;czy
chyłomierz;1;wytw
chyłomierz;2;wytw
chymotrypsyna;1;sbst
chytra sztuka;1;os
chytrość;1;cech
chytrość;2;cech
chytrus;1;os
chytrus;2;os
chytrusek;1;os
chytruska;1;os
chytruska;2;os
chytrzenie;1;czy
chyżość;1;cech
Ci;1;il
ciacho;1;jedz
ciacho;2;os
ciaćkanie się;1;czy
ciałko;1;czc
ciałko;2;czc
ciałko nerkowe;1;czc
ciałko rzęskowe;1;czc
ciało;1;grp
ciało;2;czc
ciało;3;czc
ciało krystaliczne;1;rz
ciało lotne;1;sbst
ciało migdałowate;1;czc
ciało modzelowate;1;czc
ciało niebieskie;1;rz
ciało paramagnetyczne;1;zj
ciało pedagogiczne;1;grp
ciało polikrystaliczne;1;rz
ciało stałe;1;sbst
ciałopalenie;1;zdarz
ciamajda;1;os
ciamcia;1;os
ciamciaramcia;1;os
ciamkanie;1;czy
ciapa;1;os
ciapanie;1;czy
ciapciak;1;os
ciapka;1;wytw
ciapnięcie;1;zdarz
ciapowatość;1;cech
ciarka;1;jedz
ciarki;1;czuj
ciary;1;czuj
ciasnocha;1;wytw
ciasnocha;2;wytw
ciasnota;1;st
ciasnota;2;umy
ciasteczko;1;jedz
ciastkarka;1;os
ciastkarnia;1;msc
ciastkarz;1;os
ciastko;1;jedz
ciasto;1;jedz
ciasto;2;sbst
ciasto biszkoptowe;1;sbst
ciasto drożdżowe;1;jedz
ciasto drożdżowe;2;sbst
ciasto francuskie;1;sbst
ciasto kruche;1;sbst
ciasto parzone;1;sbst
ciasto półfrancuskie;1;sbst
ciasto półkruche;1;sbst
ciastowatość;1;cech
ciąg;1;umy
ciąg;2;grp
ciąg;3;zdarz
ciąg;4;czas
ciąg;5;zj
ciąg;6;zj
ciąg;7;wytw
ciąg;8;czy
ciąg;19;czy
ciąg arytmetyczny;1;il
ciąg dalszy;1;wytw
ciąg geometryczny;1;il
ciąg komunikacyjny;1;msc
ciąg nieskończony;1;grp
ciąg pieszy;1;msc
ciąg skończony;1;il
ciąg technologiczny;1;grp
ciąg wydarzeń;1;zdarz
ciąg zdarzeń;1;zdarz
ciągacz;1;os
ciągadło;1;wytw
ciąganie;1;czy
ciąganie;2;czy
ciąganie;3;czy
ciąganina;1;czy
ciągarka;1;wytw
ciągarka;2;wytw
ciągarstwo;1;czy
ciągliwość;1;cech
ciągłość;1;st
ciągnienie;1;czy
ciągnienie;2;czy
ciągnięcie;1;czy
ciągnięcie;2;czy
ciągnięcie;3;czy
ciągnięcie;4;czy
ciągnięcie;5;czy
ciągnięcie;6;czy
ciągnięcie;7;czy
ciągnięcie;8;czy
ciągnięcie;9;st
ciągnięcie;10;czy
ciągnięcie;11;czy
ciągnięcie;12;czy
ciągnięcie;13;czy
ciągnięcie;14;st
ciągnięcie;15;czy
ciągnięcie;16;czy
ciągnięcie;17;czy
ciągnięcie;18;st
ciągnięcie się;1;czy
ciągnięcie się;2;czy
ciągnięcie się;3;st
ciągnięcie się;4;czy
ciągnięcie się;5;st
ciągnięcie się;6;st
ciągnięcie się;7;czy
ciągnięcie zysków;1;czy
ciągnik;1;wytw
ciągnik balastowy;1;wytw
ciągnik budowlany;1;wytw
ciągnik drogowy;1;wytw
ciągnik gąsienicowy;1;wytw
ciągnik kołowo-gąsienicowy;1;wytw
ciągnik kołowy;1;wytw
ciągnik leśny;1;wytw
ciągnik półgąsienicowy;1;wytw
ciągnik przegubowy;1;wytw
ciągnik rolniczy;1;wytw
ciągnik samochodowy;1;wytw
ciągnik siodłowy;1;wytw
ciągomierz;1;wytw
ciągotka;1;prc
ciągotka nerwicowa;1;prc
ciągotki;1;czuj
ciągoty;1;czuj
ciągoty;2;czuj
ciągoty;3;czuj
ciągownik;1;wytw
ciągówka;1;wytw
ciąża;1;st
ciąża;2;czas
ciąża jajowodowa;1;st
ciąża mnoga;1;st
ciąża pozamaciczna;1;st
ciąża przenoszona;1;st
ciąża wieloraka;1;st
ciążek;1;wytw
ciążenie;1;czy
ciążenie;2;st
ciążenie powszechne;1;prc
cibora;1;rsl
cibora brunatna;1;rsl
cibora jadalna;1;rsl
cibora papirusowa;1;rsl
cibora przemiennolistna;1;rsl
cibora żółta;1;rsl
ciborowate;1;sys
cicerone;1;os
ciceronowanie;1;czy
cicha modlitwa;1;por
cicha msza;1;zdarz
cicha praca;1;czy
cicha woda;1;os
ciche dni;1;czas
cichnięcie;1;czy
cichnięcie;2;czy
cichociemna;1;os
cichociemny;1;os
cichość;1;st
cichy ślub;1;zdarz
cichy wspólnik;1;os
ciecierzyca;1;rsl
cieciorka;1;rsl
cieciorka pstra;1;rsl
ciecz;1;sbst
cieczenie;1;zj
cieczka;1;zj
cieć;1;os
ciek;1;msc
ciek wodny;1;rz
ciekawa;1;os
ciekawienie;1;st
ciekawienie się;1;st
ciekawostka;1;cech
ciekawostka;2;por
ciekawość;1;cech
ciekawska;1;os
ciekawski;1;os
ciekawy;1;os
ciekłość;1;cech
ciekły kryształ;1;sbst
cieknięcie;1;czy
cieknięcie;2;czy
cieknięcie;3;st
cieknięcie;4;czy
cielaczek;1;zw
cielak;1;zw
cielątko;1;os
cielątko;2;zw
cielec;1;zw
cielenie się;1;czy
cielesność;1;cech
cielesność;2;cech
cielę;1;zw
cielę;2;os
cielęce uwielbienie;1;czuj
cielęcina;1;jedz
cielęcina;2;os
cielęcy zachwyt;1;czuj
cielętnik;1;msc
cielica;1;zw
cielistość;1;cech
cielsko;1;czc
ciemiączko;1;czc
ciemiernik;1;rsl
ciemiernik biały;1;rsl
ciemiernik cuchnący;1;rsl
ciemiernik czerwonawy;1;rsl
ciemiernik korsykański;1;rsl
ciemiernik niebieskawy;1;rsl
ciemiernik serbski;1;rsl
ciemiernik zielony;1;rsl
ciemierzyca;1;rsl
ciemierzyca biała;1;rsl
ciemierzyca czarna;1;rsl
ciemierzyca zielona;1;rsl
ciemię;1;czc
ciemięstwo;1;st
ciemięzca;1;os
ciemiężca;1;os
ciemiężenie;1;czy
ciemiężyca;1;rsl
ciemiężyca biała;1;rsl
ciemiężyca czarna;1;rsl
ciemiężyca zielona;1;rsl
ciemiężyciel;1;os
ciemiężycielka;1;os
ciemna kuchnia;1;msc
ciemna masa;1;os
ciemna materia;1;sbst
ciemna mgławica;1;rz
ciemna mogiła;1;st
ciemne pieczywo;1;jedz
ciemnia;1;msc
ciemnia;2;zj
ciemnia optyczna;1;wytw
ciemniaczek;1;os
ciemniak;1;os
ciemnica;1;zj
ciemnica;2;msc
ciemnica;3;zj
ciemnienie;1;st
ciemnienie;2;czy
ciemnienie;3;czy
ciemnienie;4;czy
ciemno;1;zj
ciemnogród;1;st
ciemnogród;2;cech
ciemność;1;zj
ciemność;2;cech
ciemnota;1;umy
ciemnota;2;cech
ciemny chleb;1;jedz
ciemny grób;1;st
ciemń;1;zj
cienias;1;os
cienias;2;os
cienie pod oczami;1;cech
cieniowanie;1;czy
cieniowanie;2;czy
cienki paluszek;1;wytw
cienki pędzelek do powiek;1;wytw
cienkopis;1;wytw
cienkość;1;cech
cienkość;2;cech
cienkość;3;cech
cienkusz;1;jedz
cień;1;zj
cień;2;ksz
cień;3;il
cień;4;zj
cień;5;ksz
cień;6;msc
cień;7;os
cień do powiek;1;wytw
ciepełko;1;zj
ciepełko;2;cech
cieplarka;1;wytw
cieplarnia;1;msc
cieplica;1;zj
ciepluch;1;os
ciepła posadka;1;st
ciepłe gniazdko;1;msc
ciepłe kluchy;1;os
ciepłe kluski;1;os
ciepłe kraje;1;grp
ciepłe lody;1;jedz
ciepłe stosunki;1;st
ciepło;1;cech
ciepło;2;cech
ciepło;3;zj
ciepłochronność;1;cech
ciepłociąg;1;grp
ciepłolecznictwo;1;czy
ciepłomierz;1;wytw
ciepłota;1;cech
ciepłownia;1;msc
ciepłownictwo;1;pos
ciepłownictwo;2;umy
ciepłownik;1;os
ciepłowód;1;wytw
ciepnięcie;1;zdarz
cierkanie;1;czy
cierkanie;2;czy
cierniczek;1;zw
ciernik;1;zw
cierniogłowy;1;sys
cierniówka;1;jedz
cierń;1;czuj
cierń;2;rsl
cierń;3;rsl
cierpienia fizyczne;1;czuj
cierpienie;1;st
cierpienie;2;czy
cierpienie;3;st
cierpienie;4;st
cierpienie;5;czuj
cierpienie głodu;1;st
cierpienie psychiczne;1;czuj
cierpiętnica;1;os
cierpiętnictwo;1;umy
cierpiętnik;1;os
cierpkość;1;czuj
cierpkość;2;cech
cierpliwość;1;cech
ciesielka;1;czy
ciesielnia;1;msc
ciesielstwo;1;umy
ciesiołka;1;czy
cieszenie;1;czy
cieszenie się;1;st
cieszenie się;2;st
Cieszyn;1;msc
cieszynianin;1;os
cieszynianka;1;rsl
cieszynianka;2;os
cieszynianka wiosenna;1;rsl
cieszynit;1;sbst
cieśla;1;os
cieśla okrętowy;1;os
cieśnina;1;msc
cieśń;1;czc
cieśń aorty;1;czc
cieśń gardzieli;1;czc
cieśń macicy;1;czc
cieśń nadgarstka;1;prc
cietrzew;1;zw
cięcie;1;czy
cięcie;2;czy
cięcie;3;czy
cięcie;4;czy
cięcie;5;czy
cięcie;6;czy
cięcie;7;czy
cięcie się;1;czy
cięciwa;1;wytw
cięciwa;2;ksz
cięciwka;1;wytw
cięciwka;2;ksz
cięgi;1;por
cięgło;1;wytw
cięgnik;1;wytw
cięgno;1;wytw
cięgno kotwicze;1;wytw
cięgno napędowe;1;wytw
ciętość;1;cech
ciężar;1;il
ciężar;2;umy
ciężar;3;zwz
ciężar;4;wytw
ciężar atomowy;1;il
ciężar brutto;1;il
ciężar cząsteczkowy;1;il
ciężar gatunkowy;1;st
ciężar netto;1;il
ciężar pozorny;1;il
ciężar właściwy;1;il
ciężarek;1;wytw
ciężarek;2;wytw
ciężarna;1;os
ciężarowiec;1;os
ciężarówa;1;wytw
ciężarówka;1;wytw
ciężka artyleria;1;grp
ciężka forsa;1;il
ciężka łapa;1;cech
ciężka ręka;1;cech
ciężka ręka;2;cech
ciężki bombowiec;1;wytw
ciężki grosz;1;il
ciężki kawałek chleba;1;czy
ciężki kawałek chleba;2;pos
ciężki krążownik;1;wytw
ciężki sprzęt;1;grp
ciężki wodór;1;sbst
ciężkie czasy;1;czas
ciężkie pieniądze;1;il
ciężkość;1;cech
ciężkość;2;il
CIF;1;il
cinerarium;1;wytw
cinkciara;1;os
cinkciarz;1;os
ciocia;1;os
ciocia;2;os
cios;1;zdarz
cios;2;zdarz
cios;3;zj
cios;4;wytw
cios;5;czc
cios;6;cech
cios prosty;1;zdarz
cios sierpowy;1;zdarz
cios w plecy;1;zdarz
ciosa;1;zw
ciosak;1;wytw
ciosanie;1;czy
ciota;1;os
ciota;2;os
ciota;3;zdarz
cioteczka;1;os
cioteczny dziadek;1;os
ciotka;1;os
ciotka;2;zdarz
ciotka;3;os
ciotuchna;1;os
ciotula;1;os
ciotula;2;os
ciotula;3;zdarz
ciotunia;1;os
cipa;1;os
cipa;2;czc
cipa;3;os
cipa;4;os
cipcia;1;czc
cipcia;2;os
cipeczka;1;czc
cipeczka;2;os
cipka;1;zw
cipka;2;os
cipka;3;czc
cipsko;1;czc
cipsko;2;os
cipuszka;1;czc
cipuszka;2;os
cirrocumulus;1;zj
cirrostratus;1;zj
cirrus;1;zj
cirth;1;por
cis;1;rsl
cis;2;sbst
cis;3;rsl
cis;4;por
ciskanie;1;czy
ciskanie się;1;czy
cisowate;1;sys
cisowce;1;sys
cisza;1;zj
cisza;2;st
cisza;3;st
cisza;4;cech
cisza;5;por
cisza i spokój;1;st
cisza jak makiem zasiał;1;st
cisza nocna;1;cech
cisza przed burzą;1;st
cisza radiowa;1;st
cisza w eterze;1;st
ciśnienie;1;zj
ciśnienie;2;prc
ciśnienie akustyczne;1;zj
ciśnienie atmosferyczne;1;zj
ciśnienie barometryczne;1;zj
ciśnienie cząstkowe;1;zj
ciśnienie hydrostatyczne;1;zj
ciśnienie krwi;1;prc
ciśnienie normalne;1;zj
ciśnienie parcjalne;1;zj
ciśnienie rozkurczowe;1;prc
ciśnienie skurczowe;1;prc
ciśnienie tętnicze;1;prc
ciśnienie żylne;1;prc
ciśnieniomierz;1;wytw
ciśnięcie;1;zdarz
ciśnięcie się;1;st
CIT;1;pos
citonga;1;por
Citroen;1;por
citroen;2;por
ciuch;1;wytw
ciuchcia;1;wytw
