lemma;domain;distance
kapo;os;8
kapral;os;8
kapryśnik;os;7
kapslarz;os;8
kaptur;grp;3
kapturnica;rsl;7
kapturnik;zw;10
kapturnik;zw;8
kapturnik;zw;9
kapucyn;os;11
kapucyn;zw;9
kapucynka;zw;10
kapuś;os;8
kapuściana głowa;os;8
kapuściany łeb;os;8
kara;zw;11
karabinier;os;6
karabinier;os;8
karaczan;zw;7
Karaim;os;6
karaim;os;8
Karaita;os;6
karaita;os;8
karakal;zw;7
karakan;os;8
karakon;zw;9
karakuł;zw;5
karaluch;zw;8
karaoke;msc;9
karaś;zw;9
karaś złocisty;zw;7
karateka;os;6
karawana;grp;2
karawanseraj;msc;9
karbownik;os;9
karbowy;os;9
karciarz;os;7
karciciel;os;10
karczma;msc;8
karczmarz;os;5
karczownik;os;8
karczownik;zw;5
karczownik ziemnowodny;zw;5
kardiochirurg;os;11
kardiolog;os;10
kardynał;os;9
kardynał;zw;8
kardynał biskup;os;10
kardynał-biskup;os;10
kardynał diakon;os;10
kardynał-diakon;os;10
kardynał prezbiter;os;10
kardynał-prezbiter;os;10
kardynał szkarłatny;zw;9
kariatyda;os;8
karier;zw;9
karierka;zw;5
karierowicz;os;6
karlik;zw;9
karlik malutki;zw;10
karlik większy;zw;10
karlista;os;9
karmazyn;os;8
karmazyn;zw;9
karmazynka;zw;9
karmelarz;os;8
karmelita;os;10
karmiciel;os;7
karmicielka;os;6
karnawałowicz;os;7
karnista;os;7
karogniada;zw;11
karogniady;zw;10
karosz;zw;10
karownik;os;8
karp;zw;9
karp dziki;zw;10
karpiniarz;os;8
karp królewski;zw;10
kartograf;os;8
kartownik;os;9
kartuz;os;10
kary;zw;10
karykaturzysta;os;11
karypel;os;8
karzeł;os;3
karzeł;os;6
karzeł;os;7
karzełek;os;3
kasa;zwz;4
kasa chorych;zwz;4
kąsacz;zw;7
kąsacz dwuplany;zw;8
kasiarz;os;9
kasjer;os;6
kasjer;os;7
kaskader;os;6
kaskader;os;7
kasta;grp;2
kastrat;os;7
kastrat;os;8
kastrator;os;10
kasyno;msc;8
kasyno;msc;9
kaszalot;zw;10
kaszarnia;msc;8
kasztan;zw;10
kasztanek;zw;10
kasztanka;zw;11
kasztelan;os;10
kasztelanowa;os;8
kat;os;8
kat;os;9
katabas;os;8
kataleptyk;os;10
katapulcista;os;8
katar;os;7
kataryniarz;os;9
katastrofista;os;8
katatonik;os;11
katecheta;os;11
katechista;os;8
katechumen;os;6
katedra;msc;5
katolik;os;9
katolikos;os;7
katon;os;7
katorżnik;os;7
katowiczanin;os;7
katta;zw;4
kauri;zw;8
kauzyperda;os;4
kawalarz;os;7
kawalarz;os;9
kawał chłopa;os;6
kawaler;os;7
kawaler;os;8
kawaleria;grp;5
kawalerzysta;os;7
kawalkada;grp;2
kawalkata;grp;3
kawiarenka;msc;8
kawiarka;os;10
kawiarnia;msc;8
kawiarz;os;4
kawka;zw;8
kawosz;os;4
kazarka;zw;9
kazirodca;os;9
kaznodzieja;os;6
kaznodzieja;os;8
kazuar;zw;9
kazuista;os;10
kazuista;os;7
kazuista;os;9
KDL;grp;3
kedyw;os;6
kelner;os;8
kelt;zw;10
kempingowiec;os;7
Kenijczyk;os;6
kergulena;zw;9
kesoniarz;os;8
keta;zw;10
keyboardzista;os;11
keybordzista;os;11
keynesista;os;8
kibic;os;7
kibol;os;7
kibuc;grp;8
kiciarz;os;7
kick bokser;os;7
kickbokser;os;7
kick-boxer;os;7
kicker;os;7
kidnaper;os;9
kiełb;zw;9
kielczanin;os;7
kiełż;zw;8
kiep;os;7
kierowca;os;6
kierownictwo;grp;3
kierownik;os;6
kierownik artystyczny;os;7
kierownik literacki;os;7
kierownik pociągu;os;9
kierownik sali;os;7
kieszonkowiec;os;9
kijanka;zw;5
kikimora;os;4
kiler;os;7
kilimiarz;os;7
kilka;zw;9
kilkulatek;os;8
kilkunastolatek;os;6
killer;os;7
kiniarz;os;3
kinoman;os;7
kinooperator;os;9
kinotechnik;os;9
kiosk;msc;6
kioskarz;os;7
kiper;os;7
kiper;os;8
kirasjer;os;8
kircha;msc;5
kirysek;zw;7
kiściec ozdobny;zw;9
Kitajec;os;7
kitarzysta;os;10
kiwi;zw;9
kiwi brunatny;zw;10
kiwi mały;zw;10
kiwi Mantella;zw;10
kiwi Owena;zw;10
kiwi plamisty;zw;10
kiwi szary;zw;10
klacz;zw;9
klacz określonej maści;zw;10
klajdesdal;zw;10
klaka;grp;2
klakier;os;6
klakier;os;7
kłamca;os;7
kłamca lustracyjny;os;8
kłamczuch;os;7
klan;grp;2
kłapouch;zw;10
klapser;os;8
klarnecista;os;10
klasa;grp;2
klasa;grp;3
klasa średnia;grp;4
kląskawka;zw;8
kląskawka;zw;9
kląskawka syberyjska;zw;9
kląskawka zwyczajna;zw;9
klasycysta;os;8
klasycysta;os;9
klasyfikator;os;5
klasyk;os;8
klasyk;os;9
klaun;os;6
klaun;os;7
klaustrofobik;os;9
klawesynista;os;10
klawikordzista;os;10
klawiszowiec;os;10
kłębek nerwów;os;7
klecha;os;8
kleń;zw;9
klępa;os;8
klępa;zw;5
klepak;os;7
kleptoman;os;9
klerk;os;10
klerk;os;7
kleryk;os;7
klerykał;os;7
klerykalista;os;7
kleszcz;zw;7
kleszcz pospolity;zw;8
klezmer;os;11
klient;os;3
klient;os;7
klientka;os;7
klika;grp;2
klikon;os;7
klimatolog;os;9
klinicysta;os;9
klinika;msc;3
kłobuk;os;4
kloc;os;8
kłódkarz;os;8
kloszard;os;7
kłótnica;os;7
kłótnik;os;7
klown;os;6
klown;os;7
klub;grp;3
klub;msc;9
klub;zwz;3
klub jazzowy;msc;10
klub-kawiarnia;msc;9
klub nocny;msc;9
klubokawiarnia;msc;9
klubowicz;os;6
klubowiec;os;6
klub parlamentarny;grp;4
klub piłkarski;zwz;5
klub poselski;grp;4
klub senacki;grp;4
klub sportowy;zwz;4
klucha;os;7
klucznik;os;9
kłusak;zw;9
kłusownik;os;6
kmieć;os;7
kmiot;os;7
kmiotek;os;7
knajak;os;8
knajpa;msc;8
knajpiarz;os;4
Kneset;grp;7
kneź;os;6
kniaź;os;6
knot;os;8
knur;os;7
knur;zw;5
knurek;zw;5
knypek;os;8
koadiutor;os;6
koala;zw;9
koalicja;grp;3
koalicjant;os;3
kobczyk;zw;8
kobieciarz;os;8
kobieta;os;6
kobieta;os;8
kobieta fatalna;os;8
kobieta jak łania;os;8
kobieta lekkich obyczajów;os;10
kobieta lekkiego prowadzenia;os;10
kobieta nieatrakcyjna;os;7
kobieta oceniana negatywnie;os;6
kobieta oceniana pozytywnie;os;6
kobieta postrzegana w kontekście seksualnym;os;7
kobieta spod latarni;os;10
kobieta sukcesu;os;7
kobieta w wieku poborowym;os;10
kobieta z przeszłością;os;7
kobieta ... życia;os;7
kobita;os;7
kobita;os;8
kobold;os;4
kobra;zw;9
kobra egipska;zw;10
kobra indyjska;zw;10
kobuz;zw;7
kobyła;os;8
kobyła;zw;9
kobyłka;zw;10
kobziarz;os;11
kochanek;os;6
kochanek muz;os;7
kochanica;os;9
kochanie;os;6
kochanka;os;8
kochany;os;7
kochaś;os;7
kochinchina;zw;9
kociaczek;zw;6
kociak;os;8
kociak;zw;5
kociarz;os;7
kociątko;zw;5
kocia wiara;grp;3
kocica;os;8
kocica;zw;5
kocię;zw;5
kocisko;zw;7
kocmołuch;os;6
kocur;zw;5
koczkodan;os;8
koczkodan;zw;10
koczkodanka;os;8
koczkodanka;zw;5
koczownik;os;6
kodyfikator;os;7
koedytor;os;5
koedytor;zwz;4
koel;zw;8
koendu;zw;9
kofeinista;os;7
kognat;os;8
kognatka;os;8
kognitywista;os;7
kogut;os;8
kogut;os;9
kogut;zw;5
kohorta;grp;3
kohorta;grp;6
koiciel;os;7
kojot;zw;7
kok;os;9
kokainista;os;8
koker;zw;9
kokiet;os;8
kokieta;os;8
kokietka;os;7
kokilarz;os;10
kokosz;zw;6
kokoszka;zw;5
kokosznik;zw;8
kokota;os;11
koks;os;8
koksiarz;os;8
koksownia;msc;8
koksownica;msc;7
koksownik;os;6
koksownik;os;8
koksu;os;8
koktajlbar;msc;9
koła;grp;2
kolaborant;os;7
kolarz;os;6
kolator;os;8
kolaudant;os;8
kolaudant;os;9
kołchoz;msc;4
kołchoźnik;os;4
kolcogłów;zw;6
kolczak;zw;9
kolczatka;zw;9
kolędnik;os;6
kolega;os;6
kolega po fachu;os;7
kolega po piórze;os;8
kolegiata;msc;5
kolegium;zwz;3
kolegium;umy;4
kolej;wytw;7
kolejarz;os;8
kolejkowicz;os;4
kolekcjoner;os;7
kolektyw;grp;4
kolektywista;os;8
koleń;zw;8
koleś;os;7
kolesiana;os;7
kolesiówa;os;7
koleżeństwo;grp;2
koleżka;os;7
koliber;zw;8
koliberek czarnobrody;zw;9
kolibr;zw;8
kółko;grp;3
kółkowicz;os;7
koło;grp;2
kolo;os;7
koło;zwz;3
koło;zwz;7
kołodziej;os;6
kolokator;os;3
kołomyjec;os;7
kolon;os;4
kolonia;grp;6
kolonialista;os;8
kolonista;os;7
kolonizator;grp;6
kolonizator;os;6
kolorowy;os;6
kolorysta;os;10
kolorysta;os;8
kolorysta;os;9
koloryzator;os;8
kolos;os;7
kolos na glinianych nogach;os;7
kołowicz;os;6
kolporter;os;5
kolporter;zwz;5
kołtun;os;6
kołtuneria;grp;3
kołtunka;os;7
kołtuństwo;grp;3
koluszka;zw;9
Komancz;os;7
komando;grp;6
komando;zwz;3
komandor;os;10
komandor;os;6
komandor;os;7
komandos;os;7
komandytarium;pos;7
komandytariusz;os;5
komar;zw;8
kombajner;os;7
kombajnista;os;7
kombatant;os;7
kombatant;os;8
kombinat;msc;8
kombinator;os;8
komediant;os;5
komediant;os;7
komediopisarz;os;9
komenda;msc;6
komendant;os;6
komendant;os;7
komendarz;os;6
komentator;os;6
komentator;os;9
komentator sportowy;os;8
komes;os;11
komes;os;7
komik;os;5
komik;os;6
komik;os;7
komiksiarz;os;11
komiliton;os;7
kominiarczyk;os;7
kominiarczyk;zw;8
kominiarz;os;6
Komintern;grp;3
komis;msc;6
komisant;os;6
komisariat;msc;6
komisariat;zwz;5
komisarz;os;6
komisarz;os;9
komisarz wojskowy;os;10
komisja;grp;3
komisja;zwz;4
komisja krajowa;grp;5
komisja matka;grp;4
komisja rozjemcza;grp;4
komisja skrutacyjna;grp;4
komisjoner;os;6
komitent;os;3
komitent;os;5
komitet;grp;4
komitet;zwz;3
komitet obywatelski;zwz;4
komitet rodzicielski;zwz;4
komiwojażer;os;7
komodor;os;11
komodor;os;8
komórkowiec;os;3
komornictwo;zwz;5
komornik;os;10
komornik;os;8
komornik;os;9
kompan;os;7
kompania;grp;3
kompania;grp;7
kompania honorowa;grp;8
kompania reprezentacyjna;grp;8
kompanion;os;7
komparatysta;os;8
kompartia;grp;6
kompilator;os;7
komplemenciarz;os;7
komplemencista;os;7
komplementariusz;zwz;5
komplet;grp;2
kompozytor;os;9
komputerowiec;os;6
komputerowiec;os;7
Komsomoł;grp;3
komtur;os;6
komuch;os;10
komunard;os;8
komunik;grp;6
komunikant;os;9
komunista;os;9
koń;zw;8
koń angielski;zw;9
koń arabski;zw;10
koń belgijski;zw;10
koncelebrans;os;10
koncelebrant;os;10
konceptualista;os;9
konceptysta;os;9
koncern;zwz;5
koncertant;os;5
koncertmistrz;os;6
koncertowicz;os;7
koncesjodawca;zwz;2
koncesjonariusz;os;4
koń cugowy;zw;10
koncyliarysta;os;10
koń czerkieski;zw;9
kondominium;msc;5
kondor;zw;7
kondor królewski;zw;8
kondor olbrzymi;zw;8
kondor wielki;zw;8
kondotier;os;9
kondukt;grp;3
konduktor;os;9
koń dyszlowy;zw;9
koneser;os;6
konetabl;os;8
konfederacja;grp;2
konfederacja;grp;6
konfederacja;zwz;3
konfederacja generalna;grp;3
konfederacja kapturowa;grp;3
konfederat;os;9
konfederata;os;9
konfederat barski;os;10
konfekcja;msc;6
konfekcja;msc;7
konferansjer;os;7
konfident;os;8
konfirmant;os;9
konformista;os;10
konformista;os;7
konfrater;os;7
konfraternia;grp;3
koń fryzyjski;zw;9
konfucjanista;os;8
konger;zw;9
konglomerat;zwz;6
koń gorącokrwisty;zw;9
kongregacja;grp;3
kongregacja;grp;4
kongregacjonalista;os;10
Kongres;grp;7
kongresista;os;6
kongresman;os;8
kongresmen;os;8
Kongresowiak;os;7
kongresowicz;os;6
koń huculski;zw;10
koniarz;os;10
konik morski;zw;9
konik polny;zw;6
konik polski;zw;9
koniokrad;os;9
koniuch;os;9
koniunkturalista;os;7
koniuszy;os;10
koniuszy;os;11
konkatedra;msc;5
konkubent;os;6
konkubin;os;6
konkubina;os;8
konkurencja;os;6
konkurent;os;6
konkurent;os;8
konkursista;os;6
konkursowicz;os;6
konkwistador;os;7
koń lejcowy;zw;9
koń morski;zw;9
konnica;grp;5
konny;os;6
konodont;zw;5
koń określonej maści;zw;9
konował;os;6
koń pełnej krwi angielskiej;zw;9
koń pociągowy;zw;9
konsekrator;os;10
konserwator;os;8
konserwatysta;os;7
konserwatysta;os;9
konserwiarnia;msc;7
konsjerż;os;8
koń sokólski;zw;9
konsorcjum;grp;3
konspiracja;grp;3
konspirant;os;8
konspirator;os;8
konstabl;os;11
konstabl;os;8
konstruktor;os;8
konstruktywista;os;9
konstruktywna opozycja;grp;3
konstytuanta;grp;5
konstytucjonalista;os;7
konstytucjonalista;os;9
konsul;os;11
konsul;os;9
konsulat;msc;7
konsulat;zwz;5
konsulowa;os;8
konsultant;os;7
konsument;os;3
konsument;os;5
konsumpcjonista;os;9
konsygnatariusz;os;6
konsyliarz;os;9
konsystorz;grp;3
kontakt;os;6
kontemplator;os;7
kontestator;os;6
kontorsjonista;os;7
kontrabandzista;os;8
kontrabasista;os;10
kontradmirał;os;7
kontrahent;os;4
kontraktowiec;os;8
kontralcistka;os;11
kontralt;os;11
kontrapunkcista;os;10
kontratenor;os;11
kontrdemonstracja;zdarz;3
kontrkandydat;os;7
kontrkultura;grp;3
kontrmanifestacja;zdarz;3
kontroler;os;7
kontrpartner;os;6
kontrrewolucjonista;os;8
kontrwywiadowca;os;8
kontynuator;os;6
konularia;zw;5
konus;os;8
konwencjonalista;os;8
konwers;os;9
konwertyta;os;8
koń wierzchowy;zw;9
konwisarz;os;6
konwój;grp;3
konwój;grp;6
konwojent;os;8
kooperant;zwz;7
kooperator;zwz;7
kooperatywa;zwz;4
koordynator;os;8
kopacz;os;6
kopacz;os;7
kopalnia;msc;7
kopalnia naziemna;msc;8
kopalnia odkrywkowa;msc;8
kopalnia soli;msc;8
kopalnia węgla brunatnego;msc;8
kopalnia węgla kamiennego;msc;8
kopciuch;os;6
kopciuszek;zw;7
kopia;grp;5
kopijnik;os;8
kopista;os;10
kopista;os;8
koproducent;os;3
Kopt;os;6
kopytnik;os;6
kopytny;zw;8
koral;zw;6
koral czerwony;zw;7
koral korkowiec;zw;7
koralowiec;zw;6
koralówka arlekin;zw;9
koral szlachetny;zw;7
korba;os;8
korbacz pospolity;zw;10
kordelier;os;8
Koreańczyk;os;6
Koreaniec;os;7
koreferent;os;8
koregent;os;6
korektor;os;9
korepetytant;os;6
korepetytor;os;10
korespondent;os;10
korespondent wojenny;os;11
korespondent zagraniczny;os;11
korkowiec;zw;7
kormoran;zw;8
kormoran czarny;zw;9
kormoran czubaty;zw;9
kornak;os;6
kornecista;os;10
kornik;zw;8
kornik drukarz;zw;9
korona;grp;6
korona cierniowa;zw;6
koronat;os;7
koroner;os;9
koroniarz;os;8
koroniarz barwnoogoniasty;zw;9
koroniarz końcaty;zw;9
koroniarz sercaty;zw;9
koronkarnia;msc;8
koronkarz;os;6
koronowana głowa;os;5
korowacz;os;7
korowiec sosnowy;zw;5
korówka wełnista;zw;7
korowód;grp;3
korowódka;zw;9
korowódka dębówka;zw;10
korowódka sosnówka;zw;10
korporacja;grp;3
korporacja taksówkowa;zwz;4
korporacjonista;os;7
korporant;os;6
korpus dyplomatyczny;grp;2
korpus konsularny;grp;2
korsarz;os;8
korsarz;os;9
Korsykanin;os;7
kortezan;os;6
kortezan;os;7
kortezanin;os;6
kortezanin;os;7
kortezy;grp;7
korybant;os;7
koryfeusz;os;5
koryfeusz;os;7
kos;zw;8
kosa;os;8
kosarz;zw;7
kościany dziadek;os;8
kościelny;os;7
kościół;msc;4
kościół;zwz;3
Kościół;zwz;4
Kościół Adwentystów Dnia Siódmego;zwz;6
Kościół anglikański;zwz;7
Kościół armeński;zwz;6
Kościół autokefaliczny;zwz;5
Kościół Chrześcijan Baptystów;zwz;5
Kościół chrześcijański;zwz;4
kościółek;msc;5
Kościół episkopalny;zwz;6
Kościół Ewangelicko-Augsburski;zwz;7
Kościół Ewangelicko-Reformowany;zwz;7
Kościół greckokatolicki;zwz;6
kościół halowy;wytw;5
Kościół katolicki;zwz;5
Kościół katolicki mariawitów;zwz;6
Kościół konkatedralny;msc;5
Kościół koptyjski;zwz;6
Kościół maronicki;zwz;6
Kościół ormiański;zwz;6
Kościół ortodoksyjny;zwz;6
Kościół polskokatolicki;zwz;6
Kościół prawosławny;zwz;6
Kościół reformowany;zwz;6
Kościół starokatolicki;zwz;5
Kościół unicki;zwz;6
Kościoły protestanckie;grp;5
Kościoły Wschodnie;grp;5
Kościół zielonoświątkowy;zwz;6
kościotrup;os;8
kościuszkowiec;os;8
kosiarz;os;9
koślawiec;os;7
kosmetolog;os;11
kosmetyczka;msc;8
kosmetyczka;os;7
kosmita;os;3
kosmobiolog;os;8
kosmofizyk;os;9
kosmograf;os;9
kosmolog;os;9
kosmonauta;os;7
kosmopolita;os;7
kośnik;zw;8
kośnik czubaty;zw;8
kostera;zw;7
kostiumer;os;9
kostiumograf;os;8
kostiumolog;os;8
kostkarz;os;9
kosynier;os;8
koszatka;zw;9
koszatnica;zw;9
koszatniczka pospolita;zw;9
koszatniczka zwyczajna;zw;9
koszenila;zw;7
kosztorysant;os;10
koszularz;os;8
koszykarz;os;6
kot;os;8
kot;os;9
kot;zw;6
kot domowy;zw;7
koteczek;os;7
koteczka;os;8
koteczka;zw;6
kotek;os;7
koteria;grp;2
kotik;zw;10
kotka;os;8
kotka;zw;5
kotlarz;os;7
kotlarz;os;8
kotlista;os;11
kotłownia;msc;9
kot perski;zw;7
kot syjamski;zw;7
kotylozaur;zw;6
kowacz;os;7
kowal;os;6
kowalik;zw;8
kowalik zwyczajny;zw;8
kowboj;os;8
koza;os;8
koza;zw;6
Kozak;os;6
kozak;os;7
koziarz;os;10
koziarz;os;11
kozica;zw;6
kozieł;zw;5
kozioł;zw;5
koziołek;zw;5
kozioł ofiarny;os;8
kozioł skalny;zw;8
kozioróg dębosz;zw;8
koziorożec;zw;4
koziorożec;zw;8
koźlak;zw;5
koźlę;zw;5
kożusznik;os;7
kpiarz;os;8
kpinkarz;os;9
krab;zw;7
krąg;grp;2
kraina;msc;4
kraina mlekiem i miodem płynąca;msc;8
kraj;zwz;3
krajacz;os;8
krajan;os;7
krajczy;os;11
kraje demokracji ludowej;grp;3
kraje kapitalistyczne;grp;3
kraje komunistyczne;grp;3
kraj lat dziecinnych;zwz;4
krajowiec;os;6
krajówka;grp;4
krajówka;grp;5
krajoznawca;os;7
krakauer;os;8
kraken;zw;5
kraker;os;7
krakowiak;os;7
krakowianin;os;7
krakus;os;8
krakus;os;9
krakwa;zw;9
kramarz;os;7
krąp;zw;9
krasawica;os;7
kraska;zw;8
krasnal;os;4
krasnalek;os;4
krasnolud;zw;4
krasnoludek;os;4
krasnopiórka;zw;9
krasomówca;os;8
krasula;zw;6
kratkowiec;zw;11
kraulista;os;8
krawężnik;os;9
krawiec;os;6
kreacjonista;os;8
kreacjonista;os;9
kreator;os;8
kreator mody;os;9
kreatura;zw;3
kredytobiorca;os;4
kredytodawca;os;3
kręgarz;os;9
kręgi;grp;2
kręglarz;os;6
kręgowiec;zw;6
Kreol;os;5
krępak;zw;6
kreślarz;os;6
kresowiak;os;7
kresowianin;os;7
kret;os;7
kret;zw;8
krętacz;os;6
krętek;zw;4
krętek blady;zw;5
kreteńska mysz kolczasta;zw;10
kret europejski;zw;9
kret szczotkoogoniasty;zw;9
kretyn;os;6
kretyn;os;9
krewetka;zw;7
krewna;os;7
krewniaczka;os;7
krewniak;os;7
krewni i znajomi królika;grp;2
krewny;os;7
krezus;os;5
krisznowiec;os;9
krochmalarz;os;8
krochmalnia;msc;8
krocionóg;zw;7
krocionóg piaskowy;zw;8
krogulec;zw;7
krogulec zwyczajny;zw;7
krokodyl;zw;8
krokodyl amerykański;zw;9
krokodyl australijski;zw;9
krokodyl błotny;zw;9
krokodylek;zw;5
krokodyl filipiński;zw;9
krokodyl Johnstona;zw;9
krokodyl kubański;zw;9
krokodyl meksykański;zw;9
krokodyl Moreleta;zw;9
krokodyl nilowy;zw;9
krokodyl nowogwinejski;zw;9
krokodyl pancerny;zw;9
krokodyl różańcowy;zw;9
krokodyl syjamski;zw;9
krokodyl wąskopyski;zw;9
krokodyl z Orinoko;zw;9
król;os;6
królestwo;grp;6
Królewiak;os;7
królewiątko;os;7
królewicz;os;11
królewicz;os;9
królewna;os;10
królik;zw;5
królik bagienny;zw;6
królik domowy;zw;6
królik doświadczalny;os;6
królik dziki;zw;5
królik europejski;zw;5
królik florydzki;zw;6
królobójca;os;10
królowa;zw;6
królowa matka;os;8
królowa matka;zw;5
król zwierząt;zw;8
kronikarz;os;10
kronikarz;os;8
krośnianin;os;7
krótkofalowiec;os;8
krótkogłowiec;os;7
krótkoszpon;zw;7
krótkowidz;os;8
krótkowzroczny;os;8
krowa;os;8
krowa;zw;5
krowiarz;os;10
krowieńczak;zw;8
krowina;zw;6
krucyferariusz;os;9
kruk;zw;7
krupier;os;9
kruszyna;os;7
krwiodawca;os;6
krwiopijca;os;8
krwiożerca;os;7
kryl;zw;7
kryl antarktyczny;zw;7
kryminalista;os;8
kryminalny;os;7
kryminolog;os;8
kryniczanin;os;7
krynoid;zw;5
kryptograf;os;6
kryptolog;os;6
krystalograf;os;7
krysznowiec;os;9
krytyk;os;6
krytyk;os;8
krytyka;grp;7
krytykant;os;7
krzeczot;zw;8
krzewiciel;os;6
krzykacz;os;7
krzykaczka;os;8
krzykacz miejski;os;7
krzykała;os;7
krzywdziciel;os;7
krzywoprzysięzca;os;8
krzywulec;os;7
krzyżak;os;8
krzyżak;zw;8
krzyżodziób;zw;8
krzyżowiec;os;7
krzyżówka;zw;8
krzyżówka;cech;3
krzyżówkowicz;os;8
ksantypa;os;7
ksenofil;os;8
ksenofob;os;8
ksero;msc;8
ksiądz;os;7
ksiądz patriota;os;8
książątko;os;6
książę;os;5
książę ciemności;os;3
książę małżonek;os;6
książę z bajki;os;4
książnica;msc;4
księgarnia;msc;6
księgarnia internetowa;wytw;7
księgarz;os;5
księgarz;os;6
księgowy;os;7
księgoznawca;os;7
księstwo;grp;4
księstwo;grp;7
księża;grp;3
księżna;os;8
księżycoróg;zw;8
księżyc w pełni;os;8
ksylofonista;os;10
ksyrofil;os;8
kształciciel;os;10
kształciciel;os;9
kszyk;zw;9
ktokolwiek;os;4
ktoś;os;3
ktoś;os;5
kuandu;zw;9
Kubańczyk;os;6
kubista;os;10
kuc;zw;10
kucharczyk;os;7
kucharz;os;8
kucharz okrętowy;os;9
kuchcik;os;7
kuchmistrz;os;11
kuchmistrz;os;6
kuchmistrzowa;os;8
kuchnia;zwz;4
kuchta;os;7
kucyk;zw;10
kuczer;os;10
kudłacz;os;8
kudłacz;zw;4
kuglarz;os;7
kuglarz;os;9
kugler;os;7
kuguar;zw;7
Kujawiak;os;7
Kujawianin;os;7
kujon;os;7
kujot;zw;7
kuk;os;9
kukawka;zw;9
kukawka kalifornijska;zw;8
kukawka srokata;zw;8
kukła;os;7
kukułka;zw;8
kułak;os;6
kulawiec;os;8
kulawy;os;8
kulbak;zw;9
kulbin;zw;7
kulczyk;zw;8
kulczyk mozambijski;zw;9
kulczyk zwyczajny;zw;9
kulfon;os;8
kulik cienkodzioby;zw;8
kulis;os;7
kulomiot;os;8
kulturoznawca;os;7
kulturysta;os;7
kultysta;os;9
kum;os;6
kuma;os;9
kumak;zw;9
kumak nizinny;sys;10
kumka;zw;9
kumoter;os;7
kumpel;os;6
kuna;zw;5
kuna leśna;zw;5
kundel;os;6
kundel;zw;7
kundman;os;7
kunigas;os;6
kunktator;os;7
kunsztmistrz;os;7
kupczyk;os;6
kupiec;os;5
kupiec bławatny;os;6
kuplecista;os;6
kupler;os;8
kuprówka rudnica;zw;8
kupujący;os;6
kur;zw;5
kura;zw;8
kuracjusz;os;5
kura domowa;os;7
kurak;zw;6
kurator;os;6
kurator;os;8
kuratorium;zwz;5
kuratorium oświaty;zwz;5
kurczak;zw;6
kurczę;zw;6
Kurd;os;7
kurdupel;os;8
kureczka zielona;zw;8
kurek w kościele;os;6
kureń;grp;6
kurfirst;os;7
kuria;zwz;6
kurier;os;5
kurier dyplomatyczny;os;6
kurka;zw;9
kuropatwa;zw;8
kuropatwiarz;zw;8
Kurp;os;8
kur rogacz;zwz;7
kurs;grp;3
kursant;os;6
kursista;os;7
kursowicz;os;6
kurtyzana;os;11
kurtyzana;os;9
kururu;zw;9
kurwa;os;10
kurwa;os;8
kurwiarz;os;9
kurwiszcze;os;10
kurwiszon;os;10
kurzeń;grp;6
kurzy móżdżek;os;8
kusiciel;os;7
kusiciel;os;9
kusicielka;os;7
kuskus;zw;9
kuśnierz;os;6
kustosz;os;6
kustosz;os;7
kusy;os;3
kusznik;os;6
kutafon;os;7
kutas;os;7
kuternoga;os;8
kutwa;os;8
kuźnia;msc;8
kuźnica;msc;6
kuzyn;os;8
kuzynka;os;8
kuzynostwo;grp;2
kwadrywium;umy;4
kwaga;zw;9
kwagga;zw;9
kwakier;os;12
kwalifikant;os;5
kwalifikator;os;7
kwartecista;os;9
kwartet;grp;3
kwartet;grp;4
kwartet fortepianowy;grp;5
kwartet smyczkowy;grp;5
kwasorytnik;os;11
kwatera główna;grp;6
kwatermistrz;os;5
kwatermistrz;os;6
kwatermistrzostwo;grp;6
kwaterodawca;os;3
kwaterunek;zwz;5
kwestarz;os;6
kwestarz;os;9
kwestor;os;8
kwestor;os;9
kwestura;zwz;5
kwiaciarnia;msc;6
kwiaciarz;os;6
kwiczoł;zw;8
kwieciak;zw;5
kwietysta;os;6
kwietysta;os;9
kwintet;grp;3
kwintet;grp;4
kwintet fortepianowy;grp;5
kwintet smyczkowy;grp;5
kwiryta;os;8
kwoka;os;7
kwoka;zw;5
kynolog;os;9
łabędź;zw;8
łabędź;zw;9
łabędź czarny;zw;9
łabędzica;os;7
łabędzica;zw;5
łabędź niemy;zw;9
labiryntodont;zw;5
laborant;os;7
laborant;os;8
labourzysta;os;9
labrador;zw;8
laburzysta;os;9
Lach;os;7
łachmaniarz;os;7
łachmaniarz;os;8
łachmyta;os;7
łachmyta;os;8
łachudra;os;7
łaciarz;os;7
łaciarz;os;8
łacinnik;os;11
łacinnik;os;8
łącznik;os;7
łącznik;os;8
łączność;grp;5
łącznościowiec;os;7
ladaco;os;5
ladacznica;os;10
ladacznica;os;8
ładowacz;os;6
lafirynda;os;8
łagiernik;os;7
lagrowiec;os;7
laik;os;6
laik;os;8
łajdactwo;grp;2
łajdak;os;7
łajdus;os;8
łajka;zw;9
lajkonik;os;7
łajza;os;7
lakiernik;os;7
łakomczuch;os;8
lala;os;9
lalka;os;10
lalkarz;os;5
lalkarz;os;6
laluś;os;8
lalusia;os;7
lama;os;7
lama;zw;8
łamacz;os;9
łamaga;os;7
lamaista;os;9
lamaita;os;9
lamantyna;zw;5
łamistrajk;os;6
lamna śledziowa;zw;8
lamparcica;zw;5
lampart;zw;7
lampucera;os;8
lancetnik;zw;7
lancknecht;os;8
landknecht;os;8
landrat;os;10
