lemma;variant;domain;lemma;variant;domain
zganianie;2;2;zganiać;2;28
spędzanie;3;2;spędzać;3;28
przepędzanie;1;2;przepędzać;1;28
przeganianie;1;2;przeganiać;1;28
zwijanie;1;2;zwijać;1;28
rozplątywanie;1;2;rozplątywać;1;33
przetrzebianie;3;2;przetrzebiać;3;28
skuwanie;4;2;skuwać;4;28
rozminowywanie;1;2;rozminowywać;1;33
okrawanie;2;2;okrawać;2;28
oskrobywanie;1;2;oskrobywać;1;36
obieranie;1;2;obierać;1;34
drążenie;2;2;drążyć;2;28
rozwiązywanie;1;2;rozwiązywać;1;33
rozwikływanie;2;2;rozwikływać;2;33
rozsupływanie;1;2;rozsupływać;1;33
struganie;3;2;strugać;3;28
rozwiewanie;2;2;rozwiewać;2;28
otrzepywanie się;1;2;otrzepywać się;1;36
karczowanie;1;2;karczować;1;33
trzebienie;2;2;trzebić;2;33
gaszenie;2;2;gasić;2;33
wygaszanie;1;2;wygaszać;1;33
zagaszanie;3;2;zagaszać;3;28
dematerializowanie;1;2;dematerializować;1;37
skrobanie;1;2;skrobać;1;33
odrobaczanie;2;2;odrobaczać;2;28
duszenie;1;2;dusić;1;28
wylogowywanie się;1;2;wylogowywać się;1;34
zdrapywanie;1;2;zdrapywać;1;36
obłupywanie;1;2;obłupywać;1;33
obłupianie;2;2;obłupiać;2;33
łupanie;1;2;łupać;1;34
raczenie się;1;23;raczyć się;1;32
fetowanie się;1;23;fetować się;1;32
siorbanie;2;2;siorbać;2;32
pojenie się;1;2;poić się;1;32
opijanie się;2;2;opijać się;2;32
picie;2;2;pić;2;32
drinkowanie;1;2;drinkować;1;32
wypijanie;2;2;wypijać;2;32
wlewanie ... w siebie;1;2;wlewać ... w siebie;1;32
niewylewanie za kołnierz;1;2;nie wylewać za kołnierz;1;32
smakowanie;4;23;smakować;4;35
dopijanie;1;2;dopijać;1;32
sączenie;1;2;sączyć;1;32
cedzenie;2;2;cedzić;2;32
popijanie;3;2;popijać;3;32
upijanie;2;2;upijać;2;32
nadpijanie;1;2;nadpijać;1;32
golenie;3;2;golić;3;32
pociąganie;7;2;pociągać;7;32
dojenie;1;2;doić;1;32
dudlenie;1;2;dudlić;1;32
przepłukiwanie gardła;1;2;przepłukiwać gardło;1;32
zwilżanie gardła;1;2;zwilżać gardło;1;32
ssanie;5;2;ssać;5;32
chlipanie;2;2;chlipać;2;32
wychlipywanie;2;2;wychlipywać;2;32
chłeptanie;2;2;chłeptać;2;32
obciąganie;6;2;obciągać;5;32
żłopanie;1;2;żłopać;1;32
naoliwianie się;1;2;naoliwiać się;1;32
chłeptanie;1;2;chłeptać;1;32
skrapianie;2;2;skrapiać;2;32
zakrapianie;1;2;zakrapiać;1;32
cmoktanie;4;2;cmoktać;4;32
smoktanie;1;2;smoktać;1;32
wyciąganie;14;2;wyciągać;14;33
wychylanie;2;2;wychylać;2;32
obalanie;4;2;obalać;4;32
wybębnianie;2;2;wybębniać;2;32
zapijanie się;2;2;zapijać się;2;32
popijanie;1;2;popijać;1;32
zapijanie;2;2;zapijać;2;32
popijanie;2;2;popijać;2;32
pociąganie z butelki;1;2;pociągać z butelki;1;32
zaglądanie do butelki;1;2;zaglądać do butelki;1;32
zaglądanie do kieliszka;1;2;zaglądać do kieliszka;1;32
ssanie;4;2;ssać;4;32
picie;1;2;pić;1;32
wypijanie;1;2;wypijać;1;32
chlustanie;4;2;chlustać;4;32
wysysanie;2;2;wysysać;2;32
gazowanie;3;2;gazować;3;32
tankowanie;3;2;tankować;3;32
chlanie;1;2;chlać;1;32
grzanie;8;2;grzać;8;32
zachlewanie;1;2;zachlewać;1;32
przyprawianie;3;2;przyprawiać;3;32
rzężenie;4;2;rzęzić;4;36
sranie;1;2;srać;1;28
siusianie;1;2;siusiać;1;28
robienie siusiu;1;2;robić siusiu;1;28
deptanie;5;2;deptać;5;28
zapylanie;1;2;zapylać;1;28
płodzenie;2;2;płodzić;2;34
zapładnianie;1;2;zapładniać;1;28
krycie;12;2;kryć;12;27
pokrywanie;1;2;pokrywać;1;27
zaciąganie się;2;2;zaciągać się;2;40
sapnięcie;2;8;sapnąć;2;34
wdychanie;1;2;wdychać;1;36
nabieranie;4;2;nabierać;4;40
haftowanie;2;2;haftować;2;28
rzyganie;1;2;rzygać;1;28
puszczanie pawia;1;2;puszczać pawia;1;28
wyrzygiwanie;1;2;wyrzygiwać;1;28
wydalanie;1;2;wydalać;1;28
oddawanie;8;2;oddawać;8;27
załatwianie się;1;2;załatwiać się;1;27
zacielanie;1;2;zacielać;1;28
odetchnięcie;2;8;odetchnąć;2;36
ziewanie;1;2;ziewać;1;40
odżywianie się;1;2;odżywiać się;1;32
żywienie się;1;2;żywić się;1;32
karmienie się;1;2;karmić się;1;32
wypróżnianie się;1;2;wypróżniać się;1;28
oddawanie kału;1;2;oddawać kał;1;28
robienie kupy;1;2;robić kupę;1;28
wykonywanie czynności fizjologicznej;1;2;wykonywać czynność fizjologiczną;1;40
wymiotowanie;1;2;wymiotować;1;28
zwracanie;1;2;zwracać;1;32
oddychanie;2;2;oddychać;2;36
moczenie się;2;2;moczyć się;2;28
dożywianie się;1;2;dożywiać się;1;32
sikanie;1;2;sikać;1;27
oddawanie moczu;1;2;oddawać mocz;1;28
szczanie;1;2;szczać;1;28
unasiennianie;1;2;unasienniać;1;28
lanie;7;2;lać;7;27
odlewanie się;1;2;odlewać się;1;28
odpryskiwanie się;1;2;odpryskiwać się;1;28
wydychanie;1;2;wydychać;1;36
pijanie;1;2;pijać;1;32
rozmnażanie się;1;2;rozmnażać się;1;28
rozradzanie się;1;2;rozradzać się;1;28
szczenienie się;1;2;szczenić się;1;28
wysapywanie się;1;2;wysapywać się;1;40
pauzowanie;1;2;pauzować;1;40
GERUNDIUM - CZYNNOŚĆ NDK oznaczający reakcję organizmu lub czynność fizjologiczną;1;2;CZASOWNIK - CZYNNOŚĆ NDK oznaczający reakcję organizmu lub czynność fizjologiczną;1;27
odpoczywanie;1;2;odpoczywać;1;40
wypoczywanie;1;2;wypoczywać;1;40
oddychanie;1;2;oddychać;1;40
odsapywanie;1;2;odsapywać;1;40
zażywanie odpoczynku;1;2;zażywać odpoczynku;1;40
odprężanie się;1;2;odprężać się;1;35
oddychanie;3;2;oddychać;3;35
rozluźnianie się;3;2;rozluźniać się;3;35
relaksowanie się;1;2;relaksować się;1;35
rozprężanie się;1;2;rozprężać się;1;35
wyluzowywanie się;1;2;wyluzowywać się;1;35
odpoczywanie;3;2;odpoczywać;3;29
odsypianie;1;2;odsypiać;1;40
rodzenie;1;2;rodzić;1;28
plenienie się;3;2;plenić się;3;28
ulęganie;1;2;ulęgać;1;28
stołowanie się;1;2;stołować się;1;32
namnażanie się;1;2;namnażać się;1;28
rozplenianie się;1;2;rozpleniać się;1;28
odpoczywanie;2;2;odpoczywać;2;29
cielenie się;1;2;cielić się;1;28
spoczywanie;3;2;spoczywać;3;40
źrebienie się;1;2;źrebić się;1;28
znoszenie;11;2;znosić;11;27
niesienie;6;2;nieść;6;34
niesienie się;1;2;nieść się;1;28
kocenie się;1;2;kocić się;1;28
proszenie się;2;2;prosić się;2;34
zasiewanie się;1;2;zasiewać się;1;28
wysiewanie się;1;2;wysiewać się;1;28
pączkowanie;3;2;pączkować;3;28
wysypianie się;1;2;wysypiać się;1;40
dosypianie;1;2;dosypiać;1;40
wczasowanie;1;2;wczasować;1;39
wczasowanie się;1;2;wczasować się;1;39
jadanie;1;2;jadać;1;32
zrównanie;2;8;zrównać;2;39
postawienie na równi;1;8;postawić na równi;1;39
ujednolicenie;2;8;ujednolicić;1;28
zunifikowanie;1;8;zunifikować;1;28
zwaloryzowanie;1;8;zwaloryzować;1;38
rewaloryzowanie;1;2;rewaloryzować;1;38
wyrównanie;5;8;wyrównać;5;39
zidentyfikowanie;1;8;zidentyfikować;1;29
utożsamienie;1;8;utożsamić;1;29
znormalizowanie;2;8;znormalizować;2;39
zrewaloryzowanie;1;8;zrewaloryzować;1;38
odindywidualizowanie;1;8;odindywidualizować;1;29
zdepersonalizowanie;1;8;zdepersonalizować;1;29
odpersonalizowanie;1;8;odpersonalizować;1;29
zsynchronizowanie;1;8;zsynchronizować;1;28
równouprawnienie;1;8;równouprawnić;1;39
wystylizowanie;1;8;wystylizować;1;34
zinstytucjonalizowanie;1;8;zinstytucjonalizować;1;39
zharmonizowanie;1;8;zharmonizować;1;28
zestrojenie;1;8;zestroić;1;28
skorelowanie;1;8;skorelować;1;28
zdyscyplinowanie;2;8;zdyscyplinować;2;39
upodobnienie;1;8;upodobnić;1;28
uklasycznienie;1;8;uklasycznić;1;34
dotarcie;4;8;dotrzeć;4;29
stonowanie;2;8;stonować;2;28
przyporządkowanie;1;8;przyporządkować;1;29
skoordynowanie;1;8;skoordynować;1;39
sprzęgnięcie;2;8;sprzęgnąć;2;28
sprzężenie;1;8;sprząc;1;28
zmilitaryzowanie;2;8;zmilitaryzować;2;39
uelastycznienie;2;8;uelastycznić;2;39
upoetycznienie;1;8;upoetycznić;1;34
zorganizowanie;4;8;zorganizować;4;39
zasymilowanie;3;8;zasymilować;3;30
upodobnienie;3;8;upodobnić;2;30
dopasowanie;1;8;dopasować;1;28
podporządkowanie;3;8;podporządkować;2;28
dopasowanie się;2;8;dopasować się;2;39
dostrojenie;1;8;dostroić;1;39
udramatyzowanie;1;8;udramatyzować;1;34
przestrajanie;2;2;przestrajać;2;28
zbeletryzowanie;1;8;zbeletryzować;1;34
dostrajanie;5;2;dostrajać;5;28
korygowanie;3;2;korygować;3;33
zaaklimatyzowanie;1;8;zaaklimatyzować;1;28
naciągnięcie;1;8;naciągnąć;1;39
zrehabilitowanie;2;8;zrehabilitować;2;33
przesunięcie;6;8;przesunąć;6;39
przeniesienie;9;8;przenieść;9;39
zaadaptowanie;1;8;zaadaptować;1;34
zekranizowanie;1;8;zekranizować;1;34
sfilmowanie;2;8;sfilmować;2;34
przeniesienie na ekran;1;8;przenieść na ekran;1;34
uwspólnienie;1;8;uwspólnić;1;29
strojenie;3;2;stroić;3;33
nastrajanie;3;2;nastrajać;3;33
zestrajanie;2;2;zestrajać;2;33
uzdatnienie;1;8;uzdatnić;1;28
fingowanie;1;2;fingować;1;34
uzawodowienie;1;8;uzawodowić;1;39
dostosowanie;1;8;dostosować;1;28
przystosowanie;1;8;przystosować;1;28
adaptowanie;1;2;adaptować;1;34
zainscenizowanie;2;8;zainscenizować;2;29
dostrojenie;2;8;dostroić;2;28
prokurowanie;1;2;prokurować;1;34
rewalidowanie;1;2;rewalidować;1;33
sformatowanie;1;8;sformatować;1;28
uteatralizowanie;1;8;uteatralizować;1;34
zresocjalizowanie;1;8;zresocjalizować;1;39
podrabianie;1;2;podrabiać;1;34
fabrykowanie;2;2;fabrykować;2;34
fałszowanie;1;2;fałszować;1;34
falsyfikowanie;1;2;falsyfikować;1;34
preparowanie;3;2;preparować;3;34
demobilizowanie;1;2;demobilizować;1;39
militaryzowanie;1;2;militaryzować;1;39
komercjalizowanie;1;2;komercjalizować;1;39
denominowanie;1;2;denominować;1;38
urynkawianie;1;2;urynkawiać;1;39
przegrupowywanie;2;2;przegrupowywać;2;28
prywatyzowanie;1;2;prywatyzować;1;38
reprywatyzowanie;1;2;reprywatyzować;1;38
przebudowywanie;2;2;przebudowywać;2;28
reorganizowanie;1;2;reorganizować;1;28
uspołecznianie;1;2;uspołeczniać;1;39
uspółdzielczanie;1;2;uspółdzielczać;1;39
restrukturyzowanie;1;2;restrukturyzować;1;39
przeredagowywanie;1;2;przeredagowywać;1;29
rewolucjonizowanie;1;2;rewolucjonizować;1;28
konwertowanie;2;2;konwertować;2;38
biurokratyzowanie;1;2;biurokratyzować;1;39
reformowanie;1;2;reformować;1;39
monopolizowanie;1;2;monopolizować;1;39
upaństwawianie;1;2;upaństwawiać;1;39
nacjonalizowanie;1;2;nacjonalizować;1;39
przeszywanie;1;2;przeszywać;1;28
skracanie;2;2;skracać;2;28
trawestowanie;2;2;trawestować;2;29
przetwarzanie;1;2;przetwarzać;1;29
parafrazowanie;2;2;parafrazować;2;30
parodiowanie;2;2;parodiować;2;29
dopasowywanie;3;2;dopasowywać;3;28
syntetyzowanie;1;2;syntetyzować;1;34
przebijanie;7;2;przebijać;7;34
ścieśnianie;2;2;ścieśniać;2;28
sproszkowywanie;1;2;sproszkowywać;1;28
złomowanie;1;2;złomować;1;28
przetapianie;1;2;przetapiać;1;34
syntezowanie;1;2;syntezować;1;34
przerabianie;1;2;przerabiać;1;28
utylizowanie;1;2;utylizować;1;28
przetwarzanie;2;2;przetwarzać;2;28
pakowanie;7;2;pakować;7;29
redukowanie;2;2;redukować;2;28
przestawienie;4;2;przestawić;4;28
neutralizowanie;1;2;neutralizować;1;28
zobojętnianie;1;2;zobojętniać;1;28
wykrystalizowywanie;2;2;wykrystalizowywać;2;28
sprowadzanie;2;2;sprowadzać;2;29
upłynnianie;2;2;upłynniać;2;28
konwertowanie;1;2;konwertować;1;29
krystalizowanie;1;2;krystalizować;1;34
utwardzanie;2;2;utwardzać;2;28
przeistaczanie;1;2;przeistaczać;1;28
kondensowanie;1;2;kondensować;1;28
odmienianie;1;2;odmieniać;1;28
przedzierzganie;1;2;przedzierzgać;1;28
przeobrażanie;1;2;przeobrażać;1;28
przekształcanie;1;2;przekształcać;1;28
przemienianie;1;2;przemieniać;1;28
dowiadywanie się;1;2;dowiadywać się;1;30
dopytywanie się;1;2;dopytywać się;1;30
informowanie się;1;2;informować się;1;30
wywiadywanie się;1;2;wywiadywać się;1;30
dopytywanie;1;2;dopytywać;1;30
sondowanie;2;2;sondować;2;30
wybadywanie;1;2;wybadywać;1;30
dochodzenie;8;2;dochodzić;8;29
wnioskowanie;2;2;wnioskować;2;29
konkludowanie;1;2;konkludować;1;29
dochodzenie do wniosku;1;2;dochodzić do wniosku;1;29
wnoszenie;2;2;wnosić;2;29
wyciąganie wniosku;1;2;wyciągać wniosek;1;29
wyrozumowywanie;1;2;wyrozumowywać;1;29
wysnuwanie wniosku;1;2;wysnuwać wniosek;1;29
namierzanie;1;2;namierzać;1;39
wywodzenie;4;2;wywodzić;4;29
podsłuchiwanie;1;2;podsłuchiwać;1;37
dedukowanie;1;2;dedukować;1;29
rozglądanie się;2;2;rozglądać się;2;29
indukowanie;3;2;indukować;3;29
podpytywanie;1;2;podpytywać;1;30
podpytywanie się;1;2;podpytywać się;1;30
załatwianie się;2;2;załatwiać się;2;39
przemaganie;1;2;przemagać;1;29
przełamywanie;1;2;przełamywać;1;29
autonomizowanie się;2;2;autonomizować się;2;39
radzenie sobie;1;2;radzić sobie;1;29
dawanie sobie rady;1;2;dawać sobie radę;1;39
wydobywanie się;3;2;wydobywać się;3;39
dźwiganie się;1;2;dźwigać się;1;39
odbijanie się od dna;1;2;odbijać się od dna;1;39
podnoszenie się;2;2;podnosić się;2;39
stawanie na nogi;1;2;stawać na nogi;1;39
wychodzenie na prostą;1;2;wychodzić na prostą;1;39
wychodzenie obronną ręką;1;2;wychodzić obronną ręką;1;39
wygrzebywanie się;1;2;wygrzebywać się;1;39
wychodzenie;2;2;wychodzić;2;39
lądowanie;2;2;lądować;2;39
sprawdzanie się;1;2;sprawdzać się;1;39
pacyfikowanie;1;2;pacyfikować;1;31
uwalnianie się;1;2;uwalniać się;1;39
obywanie się;1;2;obywać się;1;39
obchodzenie się;3;2;obchodzić się;3;39
ciągnięcie;1;2;ciągnąć;1;39
uśmierzanie;3;2;uśmierzać;3;31
zwalczanie;2;2;zwalczać;2;31
wymanewrowywanie;4;2;wymanewrowywać;4;39
tłumienie;4;2;tłumić;4;31
duszenie;6;2;dusić;6;31
usamodzielnianie się;1;2;usamodzielniać się;1;39
uniezależnianie się;1;2;uniezależniać się;1;39
wyswobadzanie się;2;2;wyswobadzać się;2;39
wyswabadzanie się;2;2;wyswabadzać się;2;39
wyzwalanie się;2;2;wyzwalać się;2;39
wyplątywanie się;2;2;wyplątywać się;2;39
unoszenie;2;2;unosić;2;39
wyrywanie się;5;2;wyrywać się;5;39
wywijanie się;1;2;wywijać się;1;39
wydostawanie się;3;2;wydostawać się;3;39
łamanie;4;2;łamać;4;28
przełamywanie;3;2;przełamywać;3;28
pokonywanie;3;2;pokonywać;3;29
przezwyciężanie;1;2;przezwyciężać;1;29
przyznawanie się;1;2;przyznawać się;1;30
wypieranie się;2;2;wypierać się;2;39
wyobrażanie sobie;1;2;wyobrażać sobie;1;29
przedstawianie sobie;1;2;przedstawiać sobie;1;29
imaginowanie;1;2;imaginować;1;29
opuszczanie;5;2;opuszczać;5;39
przedrzeźnianie;1;2;przedrzeźniać;1;29
przewidywanie;2;2;przewidywać;2;29
antycypowanie;1;2;antycypować;1;29
uznawanie;3;2;uznawać;4;29
powtarzanie;3;2;powtarzać;3;30
trawestowanie;1;2;trawestować;1;30
przypisywanie;1;2;przypisywać;1;37
przeskakiwanie;4;2;przeskakiwać;4;29
prognozowanie;2;2;prognozować;2;29
uznawanie;2;2;uznawać;2;39
przesłuchiwanie;2;2;przesłuchiwać;2;37
słuchanie;3;2;słuchać;2;37
odsłuchiwanie;1;2;odsłuchiwać;1;37
podnoszenie głowy;1;2;podnosić głowę;1;29
naśladowanie;1;2;naśladować;1;40
imitowanie;2;2;imitować;1;40
udawanie;2;2;udawać;2;40
kopiowanie;2;2;kopiować;2;40
odtwarzanie;3;2;odtwarzać;3;40
zaprzeczanie;1;2;zaprzeczać;1;30
negowanie;1;2;negować;1;30
przeczenie;1;2;przeczyć;1;30
powtarzanie się;1;2;powtarzać się;1;30
wyznawanie;2;2;wyznawać;2;29
GERUNDIUM - CZYNNOŚĆ NDK oznaczający stan mentalnego lub emocjonalny albo reakcję emocjonalno-fizjologiczną;1;2;CZASOWNIK - CZYNNOŚĆ NDK oznaczający stan mentalny lub emocjonalny albo reakcję emocjonalno-fizjologiczną;1;35
łowienie;1;2;łowić;1;37
kwestionowanie;1;2;kwestionować;1;29
podważanie;1;2;podważać;1;29
wróżenie z fusów;1;2;wróżyć z fusów;1;29
typowanie;3;2;typować;3;29
hołdowanie;1;2;hołdować;1;29
przeczuwanie;1;2;przeczuwać;1;29
czucie;1;2;czuć;1;29
interpretowanie;1;2;interpretować;1;29
rozumienie;1;2;rozumieć;1;29
wydzwanianie;1;2;wydzwaniać;1;34
odmeldowywanie się;1;2;odmeldowywać się;1;30
twierdzenie;1;2;twierdzić;1;30
abstrahowanie;1;2;abstrahować;1;29
struganie;4;2;strugać;4;39
zakładanie;2;2;zakładać;2;29
dyskredytowanie;1;2;dyskredytować;1;39
wysłuchiwanie;1;2;wysłuchiwać;1;37
komunikowanie;2;2;komunikować;2;30
obstawianie;1;2;obstawiać;1;38
buntowanie się;2;2;buntować się;2;29
legitymowanie;3;2;legitymować;3;39
wierzenie;2;2;wierzyć;2;29
markowanie;2;2;markować;2;40
odbrązawianie;1;2;odbrązawiać;1;29
spowiadanie;1;2;spowiadać;1;39
udzielanie spowiedzi;1;2;udzielać spowiedzi;1;39
słuchanie spowiedzi;1;2;słuchać spowiedzi;1;39
słuchanie;1;2;słuchać;1;37
skazywanie się;1;2;skazywać się;1;35
ekstrapolowanie;1;2;ekstrapolować;1;29
kontestowanie;1;2;kontestować;1;39
oprotestowywanie;1;2;oprotestowywać;1;39
opuszczanie;2;2;opuszczać;2;29
pomijanie;1;2;pomijać;1;29
odwzorowywanie;3;2;odwzorowywać;3;40
honorowanie;2;2;honorować;2;29
parafrazowanie;1;2;parafrazować;1;30
słuchanie;4;2;słuchać;3;30
podszywanie się;1;2;podszywać się;1;39
wróżenie;2;2;wróżyć;2;29
rokowanie;1;2;rokować;1;29
parodiowanie;1;2;parodiować;1;29
prognozowanie;1;2;prognozować;1;29
wzorowanie się;2;2;wzorować się;2;34
odkupywanie;1;2;odkupywać;1;38
kręcenie się;6;2;kręcić się;6;40
skręcanie się;2;2;skręcać się;2;40
wicie się;1;2;wić się;1;40
wyróżnianie;1;2;wyróżniać;1;29
wyznaczanie;4;2;wyznaczać;4;34
znajdowanie;3;2;znajdować;3;38
odszukiwanie;1;2;odszukiwać;1;38
odnajdowanie;1;2;odnajdować;1;28
odnajdywanie;1;2;odnajdywać;1;28
znajdywanie;2;2;znajdywać;2;39
wytłuszczanie;2;2;wytłuszczać;2;34
pogrubianie;2;2;pogrubiać;2;34
rewindykowanie;1;2;rewindykować;1;38
odnajdowanie się;2;2;odnajdować się;2;28
odnajdywanie się;1;2;odnajdywać się;1;28
odszukiwanie się;1;2;odszukiwać się;1;28
zaznaczanie;1;2;zaznaczać;1;33
odznaczanie;2;2;odznaczać;2;33
charakteryzowanie;3;2;charakteryzować;3;40
cechowanie;1;2;cechować;1;40
znamionowanie;1;2;znamionować;1;40
wykupywanie;3;2;wykupywać;3;34
odzyskiwanie;1;2;odzyskiwać;1;38
taktowanie;3;2;taktować;3;30
GERUNDIUM - CZYNNOŚĆ NDK oznaczający sytuacje odnoszące się do relacji abstrakcyjnych;1;2;CZASOWNIK - CZYNNOŚĆ NDK oznaczający sytuacje odnoszące się do relacji abstrakcyjnych;1;29
męczenie;3;2;męczyć;3;35
kędzierzawienie;1;2;kędzierzawieć;1;40
kędzierzawienie się;1;2;kędzierzawić się;1;40
odróżnianie;1;2;odróżniać;1;40
czarowanie;2;2;czarować;2;39
wykonywanie czynności religijnych bądź magicznych;1;2;wykonywać czynności religijne bądź magiczne;1;39
egzorcyzmowanie;1;2;egzorcyzmować;1;39
podzielanie;2;2;podzielać;2;35
chrzczenie;1;2;chrzcić;1;39
zaklinanie;2;2;zaklinać;2;39
celebrowanie;2;2;celebrować;2;39
zamawianie;1;2;zamawiać;1;30
koncelebrowanie;1;2;koncelebrować;1;39
błogosławienie;2;2;błogosławić;2;39
współuczestniczenie;1;2;współuczestniczyć;1;39
partnerowanie;1;2;partnerować;1;39
poświęcanie;1;2;poświęcać;1;39
wyświęcanie;2;2;wyświęcać;2;39
święcenie;2;2;święcić;2;39
konsekrowanie;2;2;konsekrować;2;39
żegnanie;2;2;żegnać;2;39
odprawianie;1;2;odprawiać;1;39
chowanie pod korcem;1;2;chować pod korcem;1;30
chowanie pod korzec;1;2;chować pod korzec;1;30
tuszowanie;1;2;tuszować;1;30
zatuszowywanie;1;2;zatuszowywać;1;30
przemilczanie;1;2;przemilczać;1;30
zamilczanie;1;2;zamilczać;1;30
pokrywanie milczeniem;1;2;pokrywać milczeniem;1;30
konspirowanie;2;2;konspirować;2;30
zakonspirowywanie;1;2;zakonspirowywać;1;30
zakrywanie;4;2;zakrywać;4;29
zatajanie;1;2;zatajać;1;30
ukrywanie;2;2;ukrywać;2;30
tajenie;1;2;taić;1;30
utajanie;1;2;utajać;1;30
utajnianie;1;2;utajniać;1;30
pokrywanie;5;2;pokrywać;5;35
krycie;7;2;kryć;7;29
skrywanie;3;2;skrywać;3;29
maskowanie;2;2;maskować;2;30
zamaskowywanie;2;2;zamaskowywać;2;30
kamuflowanie;2;2;kamuflować;2;30
zakrzykiwanie;2;2;zakrzykiwać;2;39
zachowywanie;1;2;zachowywać;1;30
bycie;5;23;być;5;40
lustrowanie;2;23;lustrować;2;37
oglądanie się;3;23;oglądać się;3;37
widzenie;1;2;widzieć;1;37
oglądanie;2;2;oglądać;1;37
przyglądanie się;2;2;przyglądać się;2;29
przeglądanie;2;2;przeglądać;2;37
szperanie;2;2;szperać;2;29
branie;1;23;brać;1;34
obcinanie;6;23;obcinać;6;37
przyglądanie się;1;23;przyglądać się;1;37
przypatrywanie się;1;23;przypatrywać się;1;37
oglądanie;3;23;oglądać;2;37
uczestniczenie;2;23;uczestniczyć;2;40
studiowanie;3;2;studiować;3;37
podglądanie;1;23;podglądać;1;37
podpatrywanie;2;23;podpatrywać;2;37
gapienie się;2;23;gapić się;2;37
legitymowanie;1;2;legitymować;1;39
wystawienie;9;8;wystawić;9;34
homologowanie;1;2;homologować;1;39
testowanie;2;2;testować;2;29
sondowanie;1;2;sondować;1;33
zgłębnikowanie;1;2;zgłębnikować;1;33
atestowanie;1;2;atestować;1;39
inspekcjonowanie;1;2;inspekcjonować;1;39
oblewanie;5;2;oblewać;5;39
koszenie;3;2;kosić;3;39
obcinanie;4;2;obcinać;4;39
sczytywanie;2;2;sczytywać;2;29
przerachowywanie;2;2;przerachowywać;2;29
przeliczanie;1;2;przeliczać;1;29
prześwietlanie;1;2;prześwietlać;1;33
sprawdzanie;1;2;sprawdzać;1;39
kontrolowanie;1;2;kontrolować;1;39
przeglądanie;1;2;przeglądać;1;33
przepytywanie;1;2;przepytywać;1;30
odpytywanie;1;2;odpytywać;1;30
egzaminowanie;1;2;egzaminować;1;30
pytanie;2;2;pytać;2;30
przesłuchiwanie;1;2;przesłuchiwać;1;30
przyświadczanie;1;2;przyświadczać;1;30
godzenie się;2;2;godzić się;2;30
jednanie się;1;2;jednać się;1;30
podawanie sobie rąk;1;2;podawać sobie ręce;1;30
pojednywanie się;1;2;pojednywać się;1;30
negocjowanie;1;2;negocjować;1;30
pertraktowanie;1;2;pertraktować;1;30
porozumiewanie się;2;2;porozumiewać się;2;30
dogadywanie się;1;2;dogadywać się;1;30
ugadywanie się;1;2;ugadywać się;1;30
zgadzanie się;3;2;zgadzać się;3;39
godzenie się;3;2;godzić się;3;39
zgadzanie się;2;2;zgadzać się;2;30
bycie jednego zdania;1;2;być jednego zdania;1;29
bycie tego samego zdania;1;2;być tego samego zdania;1;29
bycie jednej myśli;1;2;być jednej myśli;1;29
przyznawanie;3;2;przyznawać;3;30
podzielanie;1;2;podzielać;1;30
przepraszanie się;1;2;przepraszać się;1;30
dogadywanie;2;2;dogadywać;2;30
renegocjowanie;1;2;renegocjować;1;30
przyjmowanie;13;2;przyjmować;13;29
zakładanie się;1;2;zakładać się;1;39
zamawianie;4;2;zamawiać;4;30
paktowanie;1;2;paktować;1;39
potakiwanie;1;2;potakiwać;1;30
przytakiwanie;1;2;przytakiwać;1;30
dogrywanie;3;2;dogrywać;3;30
wracanie;10;2;wracać;10;39
umawianie się;1;2;umawiać się;1;30
uzgadnianie;1;2;uzgadniać;1;30
umawianie;1;2;umawiać;1;30
zmawianie się;1;2;zmawiać się;1;30
potwierdzanie;2;2;potwierdzać;2;30
przytwierdzanie;2;2;przytwierdzać;2;30
schodzenie się;6;2;schodzić się;6;39
targowanie się;1;2;targować się;1;38
solidaryzowanie się;1;2;solidaryzować się;1;39
targowanie;2;2;targować;2;30
mówienie jednym głosem;1;2;mówić jednym głosem;1;30
dogadywanie się;2;2;dogadywać się;2;30
omawianie;2;2;omawiać;2;30
droczenie się;1;2;droczyć się;1;30
przekomarzanie się;1;2;przekomarzać się;1;30
szumienie;3;2;szumieć;3;30
rozmawianie;2;2;rozmawiać;1;30
dialogowanie;1;2;dialogować;1;30
mówienie;4;2;mówić;4;30
naradzanie się;1;2;naradzać się;1;30
konsultowanie się;1;2;konsultować się;1;30
konsultowanie;2;2;konsultować;2;30
poszeptywanie;1;2;poszeptywać;1;30
szeptanie;2;2;szeptać;2;30
gawędzenie;1;2;gawędzić;1;30
gwarzenie;1;2;gwarzyć;1;30
wałkowanie;3;2;wałkować;3;30
maglowanie;2;2;maglować;2;30
obradowanie;1;2;obradować;1;30
konferowanie;1;2;konferować;1;30
plotkowanie;1;2;plotkować;1;30
politykowanie;3;2;politykować;3;30
staczanie;3;2;staczać;3;30
dyskutowanie;1;2;dyskutować;1;30
debatowanie;2;2;debatować;2;30
radzenie;2;2;radzić;2;30
dysputowanie;1;2;dysputować;1;30
bycie innego zdania;1;2;być innego zdania;1;30
gaworzenie;3;2;gaworzyć;3;30
konwersowanie;1;2;konwersować;1;30
polemizowanie;1;2;polemizować;1;30
krzyżowanie szabel;1;2;krzyżować szable;1;30
krzyżowanie szpad;1;2;krzyżować szpady;1;30
