lemma;variant;domain;lemma;variant;domain
wyszorowanie;1;8;wyszorować;1;33
przetarcie;5;8;przetrzeć;5;33
wytarcie;2;8;wytrzeć;2;33
starcie;5;8;zetrzeć;5;33
owianie;2;8;owiać;2;34
odmulenie;1;8;odmulić;1;28
przepranie;1;8;przeprać;1;27
wydestylowanie;1;8;wydestylować;1;28
wykąpanie;1;8;wykąpać;1;27
wypuszczenie kozy na pastwisko;1;8;wypuścić kozy na pastwisko;1;27
posprzątanie;1;8;posprzątać;1;33
odgrzybienie;1;8;odgrzybić;1;28
wyżyłowanie;1;8;wyżyłować;1;33
przefiltrowanie;1;8;przefiltrować;1;28
odkurzenie;1;8;odkurzyć;1;33
wyługowanie;2;8;wyługować;2;28
wypranie;1;8;wyprać;1;27
upranie;1;8;uprać;1;27
zapranie;1;8;zaprać;1;33
przewleczenie;4;0;przewlec;4;33
wyprażenie;3;8;wyprażyć;3;34
wyszczotkowanie;1;8;wyszczotkować;1;33
wysprzątanie;1;8;wysprzątać;1;33
sprzątnięcie;1;8;sprzątnąć;1;33
uprzątnięcie;1;8;uprzątnąć;1;33
zamiecenie;1;8;zamieść;1;33
omiecenie;1;8;omieść;1;33
obmiecenie;1;8;obmieść;1;33
domycie;1;8;domyć;1;33
wytrzepanie;1;8;wytrzepać;1;28
rozmycie;1;8;rozmyć;1;28
rozmazanie;1;8;rozmazać;1;28
usunięcie;4;8;usunąć;4;28
zlikwidowanie;1;8;zlikwidować;1;28
wyeliminowanie;1;8;wyeliminować;1;28
zatarcie;2;8;zatrzeć;2;33
obrzezanie;1;8;obrzezać;1;33
wydrążenie;2;8;wydrążyć;2;28
starcie;3;8;zetrzeć;3;28
przetrzebienie;1;8;przetrzebić;1;28
wyłuszczenie;2;8;wyłuszczyć;2;33
wyłuskanie;1;8;wyłuskać;1;33
podkopanie;2;8;podkopać;2;36
wyluzowanie;2;8;wyluzować;2;33
omłócenie;1;8;omłócić;1;34
wylogowanie się;1;8;wylogować się;1;34
odciągnięcie;7;8;odciągnąć;7;33
odessanie;1;8;odessać;1;33
wyprzenie;1;8;wyprzeć;1;36
wygolenie;1;8;wygolić;1;33
skasowanie;2;8;skasować;2;28
odtrucie;1;8;odtruć;1;28
ogolenie się;1;8;ogolić się;1;27
obłupanie;1;8;obłupać;1;33
obłupienie;1;8;obłupić;1;33
wymrożenie;2;8;wymrozić;2;33
oskrobanie;1;8;oskrobać;1;33
zdemonopolizowanie;1;8;zdemonopolizować;1;28
przeczyszczenie;2;8;przeczyścić;2;28
odpędzenie;1;8;odpędzić;1;36
odgonienie;1;8;odgonić;1;36
otrzepanie się;1;8;otrzepać się;1;36
skucie;3;8;skuć;3;28
obrzezanie;2;8;obrzezać;2;33
wymazanie;3;8;wymazać;3;29
zmazanie;2;8;zmazać;2;29
wypompowanie;1;8;wypompować;1;28
wykorzenienie;1;8;wykorzenić;1;39
zwinięcie;2;8;zwinąć;2;28
złuszczenie;2;8;złuszczyć;2;28
obłuskanie;1;8;obłuskać;1;28
wygolenie się;1;8;wygolić się;1;27
rozwianie;3;8;rozwiać;3;29
rozproszenie;2;8;rozproszyć;2;29
rozwianie;4;8;rozwiać;4;28
otrzepanie;1;8;otrzepać;1;36
otarcie;3;8;otrzeć;3;33
skreślenie;1;8;skreślić;1;28
wykreślenie;1;8;wykreślić;1;28
zapełnienie;2;8;zapełnić;2;39
opędzenie się;2;8;opędzić się;2;36
ostruganie;1;8;ostrugać;1;28
wydrapanie;2;8;wydrapać;2;28
wyplucie;1;8;wypluć;1;28
wyplunięcie;1;8;wyplunąć;1;28
wyrugowanie;1;8;wyrugować;1;28
przepompowanie;1;8;przepompować;1;28
zmazanie;1;8;zmazać;1;33
wymazanie;2;8;wymazać;2;33
starcie;4;8;zetrzeć;4;33
obranie;1;8;obrać;1;34
zdematerializowanie;1;8;zdematerializować;1;37
skrojenie;3;8;skroić;3;28
usunięcie;1;8;usunąć;1;27
rozwiązanie;1;8;rozwiązać;1;33
rozsupłanie;1;8;rozsupłać;1;36
rozwikłanie;1;8;rozwikłać;1;33
odrzucenie;5;8;odrzucić;5;28
zniwelowanie;1;8;zniwelować;1;28
przetrzebienie;2;8;przetrzebić;2;28
wyplenienie;1;8;wyplenić;1;39
wytępienie;1;8;wytępić;1;28
wytrzebienie;3;8;wytrzebić;3;28
rozminowanie;1;8;rozminować;1;33
zgonienie;2;8;zgonić;2;28
zegnanie;2;8;zegnać;2;28
przepędzenie;2;8;przepędzić;2;28
przegonienie;1;8;przegonić;1;28
przegnanie;1;8;przegnać;1;28
odchwaszczenie;1;8;odchwaścić;1;33
opielenie;1;8;opleć;1;33
wypielenie;1;8;wypielić;1;33
sprucie;1;8;spruć;1;34
złuszczenie;1;8;złuszczyć;1;33
zduszenie;3;8;zdusić;3;28
zgaszenie;2;8;zgasić;2;33
ugaszenie;1;8;ugasić;1;33
wygaszenie;1;8;wygasić;1;33
zagaszenie;2;8;zagasić;2;28
rozplątanie;1;8;rozplątać;1;33
wyłyżeczkowanie;1;8;wyłyżeczkować;1;28
zabicie;5;8;zabić;5;31
zlizanie;1;8;zlizać;1;28
ogolenie;1;8;ogolić;1;33
zgolenie;1;8;zgolić;1;33
rozpędzenie;2;8;rozpędzić;2;29
wykastrowanie;3;8;wykastrować;3;33
rozsznurowanie;1;8;rozsznurować;1;36
okrojenie;3;8;okroić;3;28
oberżnięcie;2;8;oberżnąć;2;28
wykarczowanie;1;8;wykarczować;1;28
wytrzebienie;1;8;wytrzebić;1;28
wyplewienie;1;8;wyplewić;1;28
okrojenie;2;8;okroić;2;28
nawtykanie się;1;8;nawtykać się;1;32
nawtranżalanie się;1;8;nawtranżalać się;1;32
napasienie się;1;8;napaść się;1;32
obgryzienie;1;8;obgryźć;1;32
ogryzienie;1;8;ogryźć;1;32
najedzenie się;1;8;najeść się;1;32
napchanie się;1;8;napchać się;1;32
nasycenie się;2;8;nasycić się;2;32
napakowanie się;1;8;napakować się;1;32
zapchanie się;1;8;zapchać się;1;32
zżarcie;4;8;zeżreć;4;32
wyżarcie;3;8;wyżreć;3;32
nadżarcie;1;8;nadeżreć;1;32
nażarcie się;1;8;nażreć się;1;32
obżarcie się;1;8;obeżreć się;1;32
napchanie w siebie;1;8;napchać w siebie;1;32
objedzenie;1;8;objeść;1;32
skubnięcie;3;8;skubnąć;3;32
smyknięcie;1;8;smyknąć;1;32
szczypnięcie;2;8;szczypnąć;2;32
liźnięcie;4;8;liznąć;4;32
wyskubanie;1;8;wyskubać;1;32
wyskubnięcie;1;8;wyskubnąć;1;32
poczęstowanie się;1;8;poczęstować się;1;32
wydziobanie;2;8;wydziobać;2;32
wydzióbanie;1;8;wydzióbać;1;32
wygryzienie;2;8;wygryźć;2;32
podjedzenie;2;8;podjeść;2;32
podżarcie;1;8;podeżreć;1;32
wcięcie;2;8;wciąć;2;32
pochłonięcie;6;8;pochłonąć;6;32
podjedzenie;1;8;podjeść;1;32
podżarcie;4;8;podeżreć;4;32
pojedzenie;1;8;pojeść;1;32
dojedzenie;1;8;dojeść;1;32
wsunięcie;2;8;wsunąć;2;32
utuczenie się;1;8;utuczyć się;1;32
zapasienie się;1;8;zapaść się;3;32
wygryzienie;1;8;wygryźć;1;32
połknięcie;2;8;połknąć;2;32
przełknięcie;1;8;przełknąć;1;32
łyknięcie;3;8;łyknąć;3;32
chapnięcie;1;8;chapnąć;1;32
chapsnięcie;2;8;chapsnąć;2;32
przegryzienie;3;8;przegryźć;3;32
zagryzienie;1;8;zagryźć;1;32
zakąszenie;1;8;zakąsić;1;32
streszczenie się;1;8;streścić się;1;28
dożywienie się;1;8;dożywić się;1;32
podskubanie;2;8;podskubać;2;32
wylizanie;2;8;wylizać;2;32
zżarcie;3;8;zeżreć;3;32
przegryzienie;4;8;przegryźć;4;32
przekąszenie;1;8;przekąsić;1;32
przetrącenie;2;8;przetrącić;2;32
napasienie się;2;8;napaść się;2;32
objedzenie się;1;8;objeść się;1;32
opchanie się;1;8;opchać się;1;32
upasienie się;1;8;upaść się;1;32
spałaszowanie;1;8;spałaszować;1;32
pospieszenie się;1;8;pospieszyć się;1;28
uwinięcie się;1;8;uwinąć się;1;28
pośpieszenie się;2;8;pośpieszyć się;2;28
pośpieszenie;3;8;pośpieszyć;3;36
pospieszenie;3;8;pospieszyć;3;36
naładowanie się;1;8;naładować się;1;32
wrąbanie;2;8;wrąbać;2;32
zjedzenie;1;8;zjeść;1;32
spożycie;1;8;spożyć;1;32
skonsumowanie;1;8;skonsumować;1;32
posilenie się;1;8;posilić się;1;32
pożywienie się;1;8;pożywić się;1;32
wyjedzenie;1;8;wyjeść;1;32
spróbowanie;1;8;spróbować;1;32
skosztowanie;1;8;skosztować;1;32
zdegustowanie;1;8;zdegustować;1;32
posmakowanie;1;8;posmakować;1;32
zakosztowanie;1;8;zakosztować;1;32
pokosztowanie;1;8;pokosztować;1;32
popróbowanie;1;8;popróbować;1;32
odjedzenie się;1;8;odjeść się;1;32
schrupanie;1;8;schrupać;1;32
obżarcie;1;8;obeżreć;1;32
uwieszenie się;1;8;uwiesić się;1;36
chapnięcie;3;8;chapnąć;3;33
chapsnięcie;3;8;chapsnąć;3;33
chłapnięcie;1;8;chłapnąć;1;33
dziobnięcie;3;8;dziobnąć;3;32
dzióbnięcie;2;8;dzióbnąć;2;32
skubnięcie;4;8;skubnąć;4;32
podchwycenie;2;8;podchwycić;2;33
podniesienie;12;8;podnieść;12;34
porwanie;2;8;porwać;2;33
porwanie się;5;8;porwać się;5;36
chwycenie się;1;8;chwycić się;1;36
złapanie się;2;8;złapać się;2;36
czepienie się;1;8;czepić się;1;36
uchwycenie się;1;8;uchwycić się;1;36
capnięcie;1;8;capnąć;1;36
załapanie;2;8;załapać;2;33
chwycenie;1;8;chwycić;1;33
ujęcie;1;8;ująć;1;33
złapanie;1;8;złapać;1;33
schwycenie;1;8;schwycić;1;33
pochwycenie;2;8;pochwycić;2;33
schwytanie;2;8;schwytać;2;33
uchwycenie;1;8;uchwycić;1;33
chwycenie się;2;8;chwycić się;2;33
złapanie się;3;8;złapać się;3;36
odebranie;3;8;odebrać;3;33
przyczepienie się;2;8;przyczepić się;2;33
powieszenie się;1;8;powiesić się;1;36
dorwanie;4;8;dorwać;4;33
zaopatrzenie się;1;8;zaopatrzyć się;1;38
rozliczenie się;2;8;rozliczyć się;2;29
pozbieranie sił;1;8;pozbierać siły;1;27
obstawienie się;3;8;obstawić się;3;36
zebranie;5;8;zebrać;5;38
ograbienie;2;8;ograbić;2;36
zarchiwizowanie;1;8;zarchiwizować;1;38
pobranie;5;8;pobrać;5;33
wzięcie;7;8;wziąć;8;38
utłuczenie;4;8;utłuc;4;38
uzbieranie;1;8;uzbierać;1;38
skolekcjonowanie;1;8;skolekcjonować;1;38
dobranie;2;8;dobrać;2;38
zmagazynowanie;2;8;zmagazynować;2;38
zerwanie;6;8;zerwać;6;33
urwanie;4;8;urwać;4;36
zbicie;7;8;zbić;7;38
zwalenie;3;8;zwalić;3;33
zrzucenie;4;8;zrzucić;4;33
zebranie;1;8;zebrać;1;38
zakumulowanie;1;8;zakumulować;1;38
skumulowanie;1;8;skumulować;1;38
zmagazynowanie;1;8;zmagazynować;1;38
wzięcie;3;8;wziąć;3;33
uskładanie;1;8;uskładać;1;38
zgarnięcie;3;8;zgarnąć;3;36
oszczędzenie;3;8;oszczędzić;3;38
zaoszczędzenie;2;8;zaoszczędzić;2;38
odłożenie;6;8;odłożyć;6;38
zniesienie;10;8;znieść;10;33
złożenie;6;8;złożyć;6;36
podsumowanie;5;8;podsumować;5;29
napędzenie;3;8;napędzić;3;36
nagonienie;1;8;nagonić;1;36
nagnanie;1;8;nagnać;1;36
zagrabienie;2;8;zagrabić;2;36
zgrabienie;1;8;zgrabić;1;36
zsypanie;2;8;zsypać;2;33
pozbieranie;2;8;pozbierać;2;38
zebranie do kupy;1;8;zebrać do kupy;1;38
nabranie;5;8;nabrać;5;36
zaczerpnięcie;3;8;zaczerpnąć;3;36
otoczenie się;3;8;otoczyć się;3;38
nagromadzenie;1;8;nagromadzić;1;38
pobranie;6;8;pobrać;6;33
zezłomowanie;1;8;zezłomować;1;34
odłożenie;5;8;odłożyć;5;27
zebranie;6;8;zebrać;6;34
uciułanie;1;8;uciułać;1;38
uzbrojenie się;1;8;uzbroić się;1;28
ściągnięcie;1;8;ściągnąć;1;36
dorwanie;3;8;dorwać;3;33
podjechanie;1;8;podjechać;1;36
eksportowanie;1;2;eksportować;1;38
wysłanie na białe niedźwiedzie;1;8;wysłać na białe niedźwiedzie;1;39
podrzucenie;5;8;podrzucić;5;36
podwiezienie;1;8;podwieźć;1;36
zwodowanie;1;8;zwodować;1;36
uratowanie;2;8;uratować;2;39
wyratowanie;2;8;wyratować;2;39
uniesienie;4;8;unieść;4;33
wytoczenie;6;8;wytoczyć;6;36
wyprowadzenie;1;8;wyprowadzić;1;36
wywiedzenie;4;8;wywieść;4;36
zreanimowanie;1;8;zreanimować;1;39
ożywienie;4;8;ożywić;4;39
przywrócenie ... do życia;1;8;przywrócić ... do życia;1;39
wywiezienie;1;8;wywieźć;1;36
wymanewrowanie;4;8;wymanewrować;4;36
odratowanie;2;8;odratować;2;39
zabranie;3;8;zabrać;3;36
wzięcie;2;8;wziąć;2;33
zaciągnięcie;7;8;zaciągnąć;7;39
reeksportowanie;1;2;reeksportować;1;38
wyciągnięcie;3;8;wyciągnąć;3;39
zesłanie;1;8;zesłać;1;39
ewakuowanie;1;2;ewakuować;1;36
zaciągnięcie się;3;8;zaciągnąć się;3;40
pobranie;4;8;pobrać;4;40
wzięcie;14;8;wziąć;15;40
przyswojenie;3;8;przyswoić;3;40
zasymilowanie;4;8;zasymilować;4;40
wyssanie;1;8;wyssać;1;40
wchłonięcie;2;8;wchłonąć;2;40
zaabsorbowanie;2;8;zaabsorbować;2;40
pochłonięcie;4;8;pochłonąć;4;27
przyjęcie;10;8;przyjąć;10;40
zresorbowanie;1;8;zresorbować;1;40
wciągnięcie;2;8;wciągnąć;2;40
wyciągnięcie;11;8;wyciągnąć;11;33
pochłonięcie;5;8;pochłonąć;5;33
wchłonięcie;3;8;wchłonąć;3;33
siąknięcie;1;8;siąknąć;1;27
siorbnięcie;1;8;siorbnąć;1;27
pociągnięcie;10;8;pociągnąć;10;27
wessanie;1;8;wessać;1;40
zassanie;1;8;zassać;1;28
podciągnięcie;3;8;podciągnąć;3;33
nastroszenie się;1;8;nastroszyć się;1;28
najeżenie się;1;8;najeżyć się;1;28
napuszenie się;1;8;napuszyć się;1;28
zjeżenie się;1;8;zjeżyć się;1;28
wywindowanie;3;8;wywindować;3;36
podwiązanie;2;8;podwiązać;2;33
wzniesienie;2;8;wznieść;2;36
wyrwanie;5;8;wyrwać;5;36
podniesienie;2;8;podnieść;2;36
uniesienie;1;8;unieść;1;36
podjęcie;4;8;podjąć;4;36
podważenie;2;8;podważyć;2;36
dźwignięcie;1;8;dźwignąć;1;33
podźwignięcie;3;8;podźwignąć;3;33
poderwanie;1;8;poderwać;1;36
postawienie;6;8;postawić;6;28
przygarbienie;1;8;przygarbić;1;36
obniżenie;3;8;obniżyć;2;28
zniżenie;1;8;zniżyć;1;28
podwinięcie;2;8;podwinąć;2;36
podkurczenie;1;8;podkurczyć;1;36
podkulenie;1;8;podkulić;1;36
zwieszenie;1;8;zwiesić;1;36
odchylenie;2;8;odchylić;2;33
pochylenie;1;8;pochylić;1;28
nachylenie;1;8;nachylić;1;36
przychylenie;1;8;przychylić;1;28
schylenie;1;8;schylić;1;28
skłonienie;1;8;skłonić;1;28
przykurczenie;1;8;przykurczyć;1;36
skulenie;2;8;skulić;2;36
zapuszczenie;4;8;zapuścić;4;36
zgięcie;1;8;zgiąć;1;36
przygięcie;1;8;przygiąć;1;36
nagięcie;1;8;nagiąć;1;36
ugięcie;1;8;ugiąć;1;36
opuszczenie;3;8;opuścić;3;36
spuszczenie;1;8;spuścić;1;36
zgarbienie;1;8;zgarbić;1;36
przegięcie;2;8;przegiąć;2;36
wygięcie;3;8;wygiąć;2;36
odrzucenie;4;8;odrzucić;4;33
pierdolnięcie;2;8;pierdolnąć;2;36
pieprznięcie;1;8;pieprznąć;1;36
podniesienie;6;8;podnieść;6;36
wsianie;1;8;wsiać;1;36
obsypanie;6;8;obsypać;6;36
okopanie;2;8;okopać;2;36
posianie;2;8;posiać;2;36
zasianie;2;8;zasiać;2;36
rzucenie;4;8;rzucić;4;36
ciśnięcie;1;8;cisnąć;1;36
postawienie;4;8;postawić;4;28
przewrócenie;3;8;przewrócić;3;36
przesypanie;2;8;przesypać;2;36
zmienienie położenia/pozycji czegoś;1;8;zmienić położenie/pozycję czegoś;1;36
wychylenie;1;8;wychylić;1;36
wyłamanie;1;8;wyłamać;1;36
położenie;4;8;położyć;4;28
grzmotnięcie;5;8;grzmotnąć;5;36
ciepnięcie;1;8;ciepnąć;1;36
majdnięcie;1;8;majdnąć;1;36
majtnięcie;1;8;majtnąć;1;36
praśnięcie;1;8;prasnąć;1;36
rżnięcie;1;8;rżnąć;1;36
walnięcie;4;8;walnąć;4;36
kropnięcie;3;8;kropnąć;3;36
smyrgnięcie;1;8;smyrgnąć;1;36
szurnięcie;2;8;szurnąć;2;36
trzepnięcie;1;8;trzepnąć;1;36
bachnięcie;1;8;bachnąć;1;36
obrzucenie;2;8;obrzucić;2;36
przekrzywienie;1;8;przekrzywić;1;36
podrzucenie;3;8;podrzucić;3;36
sypnięcie;1;8;sypnąć;1;36
oboranie;2;8;oborać;2;33
wywrócenie;1;8;wywrócić;1;36
obredlenie;1;8;obredlić;1;34
obradlenie;1;8;obradlić;1;34
odwrócenie;3;8;odwrócić;3;28
urobienie;3;8;urobić;3;34
wyciśnięcie;3;8;wycisnąć;3;33
wyduszenie;3;8;wydusić;3;33
wygrzebanie;1;8;wygrzebać;1;36
wykłucie;1;8;wykłuć;1;33
wydostanie;1;8;wydostać;1;36
wydobycie;1;8;wydobyć;1;36
wyplątanie;1;8;wyplątać;1;33
ekshumowanie;1;2;ekshumować;1;33
wyłupienie oczu;1;8;wyłupić ... oczy;1;33
wyłupanie;1;8;wyłupać;1;33
wyplecenie;1;8;wypleść;1;33
wytoczenie;1;8;wytoczyć;1;36
wypłukanie;2;8;wypłukać;2;36
wymycie;3;8;wymyć;3;36
wysupłanie;2;8;wysupłać;2;28
wyszarpanie;1;8;wyszarpać;1;33
wyszarpnięcie;1;8;wyszarpnąć;1;33
wyłupienie;1;8;wyłupić;1;33
wykruszenie;1;8;wykruszyć;1;33
wydłubanie;2;8;wydłubać;2;33
wydziobanie;1;8;wydziobać;1;33
wydzióbanie;2;8;wydzióbać;2;33
wyłowienie;1;8;wyłowić;1;34
wyrąbanie;3;8;wyrąbać;3;36
wydobycie;4;8;wydobyć;4;34
wydojenie;3;8;wydoić;3;33
odgrzebanie;1;8;odgrzebać;1;36
wyciśnięcie;4;8;wycisnąć;4;33
odkopanie;1;8;odkopać;1;36
zlanie się;1;8;zlać się;1;36
oblanie się;1;8;oblać się;1;36
skropienie się;1;8;skropić się;1;28
rozlanie;4;8;rozlać;4;33
rozpryskanie;1;8;rozpryskać;1;28
rozpryśnięcie;1;8;rozprysnąć;1;28
rozbryzganie;1;8;rozbryzgać;1;28
rozbryzgnięcie;1;8;rozbryzgnąć;1;28
rozchlapanie;1;8;rozchlapać;1;36
polanie się;1;8;polać się;1;33
uperfumowanie się;1;8;uperfumować się;1;27
kapnięcie;3;8;kapnąć;3;34
chlapnięcie;1;8;chlapnąć;1;28
chlupnięcie;3;8;chlupnąć;3;28
bluzgnięcie;3;8;bluzgnąć;3;28
bryzgnięcie;1;8;bryzgnąć;1;28
bluźnięcie;3;8;bluznąć;3;28
wylanie;3;8;wylać;3;33
poperfumowanie się;1;8;poperfumować się;1;28
nalanie;3;8;nalać;3;33
wyjęcie;2;8;wyjąć;2;33
wyciągnięcie;1;8;wyciągnąć;1;36
rozładowanie;2;8;rozładować;2;36
wyładowanie;1;8;wyładować;1;36
rozkręcanie;4;2;rozkręcać;4;33
rozpakowanie;1;8;rozpakować;1;33
odpakowanie;1;8;odpakować;1;33
rozpakowanie;3;8;rozpakować;3;33
wypakowanie;2;8;wypakować;2;33
opróżnienie;1;8;opróżnić;1;28
wypróżnienie;2;8;wypróżnić;2;28
wysypanie;2;8;wysypać;2;36
wymontowanie;1;8;wymontować;1;33
wypatroszenie;1;8;wypatroszyć;1;33
wystawienie;8;8;wystawić;8;36
wypięcie;2;8;wypiąć;2;36
wybranie;4;8;wybrać;4;36
wyłowienie;3;8;wyłowić;3;33
dobycie;1;8;dobyć;1;33
wytrząśnięcie;2;8;wytrząsnąć;2;33
wytrzęsienie;3;8;wytrząść;3;33
rozwinięcie;6;8;rozwinąć;6;33
odwinięcie;2;8;odwinąć;2;33
rozbrajanie;4;2;rozbrajać;4;28
wysnucie;3;8;wysnuć;3;33
wyjedzenie;3;8;wyjeść;3;32
rozpakowanie się;1;8;rozpakować się;1;34
wybebeszenie;2;8;wybebeszyć;2;33
demontowanie;1;2;demontować;1;33
rozmontowywanie;1;2;rozmontowywać;1;33
rozbieranie;2;2;rozbierać;2;33
wyczerpanie;5;8;wyczerpać;4;36
wykręcenie;3;8;wykręcić;3;33
wybranie;5;8;wybrać;5;33
wyściubienie;1;8;wyściubić;1;36
wytknięcie;4;8;wytknąć;4;36
wysadzenie;6;8;wysadzić;6;36
wyścibienie;1;8;wyścibić;1;36
wysunięcie;1;8;wysunąć;1;36
dociągnięcie;1;8;dociągnąć;1;36
przymierzenie;1;8;przymierzyć;1;33
przytknięcie;1;8;przytknąć;1;36
przyciągnięcie;1;8;przyciągnąć;1;36
podstawienie;2;8;podstawić;2;36
przyłożenie;1;8;przyłożyć;1;33
złożenie;7;8;złożyć;7;33
przyholowanie;1;8;przyholować;1;36
przysunięcie;1;8;przysunąć;1;36
przywleczenie;1;8;przywlec;1;36
zagarnięcie;4;8;zagarnąć;4;36
zbliżenie;1;8;zbliżyć;1;36
przyssanie;1;8;przyssać;1;36
otarcie;1;8;otrzeć;1;33
starcie;2;8;zetrzeć;2;33
obtarcie;1;8;obetrzeć;1;33
postrzelanie;1;8;postrzelać;1;28
wylecenie;3;8;wylecieć;3;36
naderżnięcie;1;8;naderżnąć;1;28
nacięcie;1;8;naciąć;1;33
nadcięcie;1;8;nadciąć;1;33
ucięcie;4;8;uciąć;4;33
ukąszenie;1;8;ukąsić;1;33
oślepienie;2;8;oślepić;2;38
użądlenie;1;8;użądlić;1;33
przeniesienie;2;8;przenieść;2;31
strzelenie;1;8;strzelić;1;36
wystrzelenie;1;8;wystrzelić;1;36
palnięcie;2;8;palnąć;2;36
wypalenie;1;8;wypalić;1;36
kropnięcie;2;8;kropnąć;2;31
łupnięcie;2;8;łupnąć;2;31
przygrzanie;4;8;przygrzać;4;31
rąbnięcie;2;8;rąbnąć;2;31
puknięcie;2;8;puknąć;2;31
walnięcie;3;8;walnąć;3;31
wygarnięcie;1;8;wygarnąć;1;31
dogrzanie;1;8;dogrzać;1;31
ugodzenie;1;8;ugodzić;1;31
urażenie;2;8;urazić;2;33
wstrzelenie;2;8;wstrzelić;2;31
wstrzelanie;2;8;wstrzelać;2;31
rozwalenie;2;8;rozwalić;2;33
rozprucie;2;8;rozpruć;2;33
okaleczenie;2;8;okaleczyć;2;33
zacięcie;5;8;zaciąć;5;34
plunięcie;2;8;plunąć;2;31
draśnięcie;1;8;drasnąć;1;33
zadraśnięcie;1;8;zadrasnąć;1;33
przecięcie;2;8;przeciąć;2;33
rozcięcie;2;8;rozciąć;2;33
rozszarpanie;2;8;rozszarpać;2;31
zdarcie;4;8;zedrzeć;4;27
postrzelenie;1;8;postrzelić;1;33
obicie;4;8;obić;4;35
władowanie;3;8;władować;3;33
zranienie;1;8;zranić;1;33
skaleczenie;1;8;skaleczyć;1;33
ranienie;1;8;ranić;1;27
zacięcie;1;8;zaciąć;1;33
ugryzienie;1;8;ugryźć;1;33
strzyknięcie;1;8;strzyknąć;1;36
haratnięcie;1;8;haratnąć;1;33
odpalenie;2;8;odpalić;2;31
zaprawienie;3;8;zaprawić;3;33
stuknięcie;4;8;stuknąć;4;31
lunięcie;2;8;lunąć;2;33
chluśnięcie;2;8;chlusnąć;2;33
kropnięcie;1;8;kropnąć;1;33
machnięcie;3;8;machnąć;3;33
strzelenie;2;8;strzelić;2;33
dopieprzenie;1;8;dopieprzyć;1;33
dopierdolenie;1;8;dopierdolić;1;33
zapierdolenie;1;8;zapierdolić;1;33
dojebanie;1;8;dojebać;1;33
wyjebanie;1;8;wyjebać;1;33
zajebanie;2;8;zajebać;2;33
zaoranie;5;8;zaorać;5;33
zdzielenie;1;8;zdzielić;1;33
smagnięcie;1;8;smagnąć;1;33
pieprznięcie;2;8;pieprznąć;2;33
przypierniczenie;1;8;przypierniczyć;1;33
przypieprzenie;1;8;przypieprzyć;1;33
pierdolnięcie;1;8;pierdolnąć;1;33
przypierdzielenie;1;8;przypierdzielić;1;33
przypierdolenie;1;8;przypierdolić;1;33
trzaśnięcie;2;8;trzasnąć;2;33
walnięcie;1;8;walnąć;1;33
huknięcie;3;8;huknąć;3;33
grzmotnięcie;1;8;grzmotnąć;1;33
rąbnięcie;1;8;rąbnąć;1;33
palnięcie;1;8;palnąć;1;33
rąbnięcie;3;8;rąbnąć;3;31
znokautowanie;2;8;znokautować;2;33
szurnięcie;5;8;szurnąć;5;39
dowalenie;1;8;dowalić;1;33
dojechanie;3;8;dojechać;3;33
dosolenie;1;8;dosolić;1;33
dosunięcie;1;8;dosunąć;1;33
przyłożenie;2;8;przyłożyć;2;33
przylanie;1;8;przylać;1;33
przysolenie;1;8;przysolić;1;33
przysunięcie;2;8;przysunąć;2;33
zasunięcie;2;8;zasunąć;2;33
zajechanie;8;8;zajechać;8;33
trzaśnięcie;1;8;trzasnąć;1;37
chłośnięcie;1;8;chłosnąć;1;31
przypalantowanie;1;8;przypalantować;1;33
przykrochmalenie;1;8;przykrochmalić;1;33
przymalowanie;1;8;przymalować;1;33
przyfasolenie;1;8;przyfasolić;1;33
zamalowanie;1;8;zamalować;1;33
przyfastrygowanie;1;8;przyfastrygować;1;33
chlaśnięcie;1;8;chlasnąć;1;31
przywalenie;1;8;przywalić;1;33
przydzwonienie;1;8;przydzwonić;1;33
przygrzanie;2;8;przygrzać;2;33
wyrżnięcie;1;8;wyrżnąć;1;33
przyrżnięcie;1;8;przyrżnąć;1;33
przyładowanie;1;8;przyładować;1;33
łupnięcie;1;8;łupnąć;1;33
rypnięcie;2;8;rypnąć;2;33
gruchnięcie;3;8;gruchnąć;3;33
bachnięcie;2;8;bachnąć;2;33
dogrzanie;6;8;dogrzać;6;33
świśnięcie;1;8;świsnąć;1;33
uderzenie;2;8;uderzyć;2;31
zadanie ciosu;1;8;zadać cios;2;31
zadanie razu;1;8;zadać raz;1;31
danie;12;8;dać;13;31
wymierzenie;3;8;wymierzyć;3;33
kuksnięcie;1;8;kuksnąć;1;33
spoliczkowanie;1;8;spoliczkować;1;33
buchnięcie;2;8;buchnąć;2;33
uderzenie;4;8;uderzyć;4;33
puknięcie;1;8;puknąć;1;33
stuknięcie;7;8;stuknąć;7;33
wierzgnięcie;1;8;wierzgnąć;1;36
gwizdnięcie;1;8;gwizdnąć;1;33
szturchnięcie;1;8;szturchnąć;1;33
klaśnięcie;1;8;klasnąć;1;33
trącenie;1;8;trącić;1;33
potrącenie;1;8;potrącić;1;33
plaśnięcie;1;8;plasnąć;1;33
skiksowanie;3;8;skiksować;3;36
klepnięcie;1;8;klepnąć;1;33
pacnięcie;1;8;pacnąć;1;33
poklepanie;1;8;poklepać;1;33
ogłuszenie;5;8;ogłuszyć;5;33
wykopanie;3;8;wykopać;3;36
