lemma;variant;domain;lemma;variant;domain
odsiadywanie;1;st;odsiadywać;1;cst
kiblowanie;1;st;kiblować;1;cst
prowadzenie;3;st;prowadzić;3;cst
wiedzenie;3;st;wieść;3;cst
przebywanie;3;st;przebywać;3;cst
zaleganie;2;st;zalegać;2;zmn
zianie;3;st;ziać;3;cst
ciągnięcie się;3;st;ciągnąć się;3;cst
wypełnianie;3;st;wypełniać;3;cst
zapełnianie;3;st;zapełniać;3;cst
napełnianie;3;st;napełniać;3;cst
wystawanie;2;st;wystawać;2;cst
rośnięcie;7;st;rosnąć;7;cst
trafianie się;2;st;trafiać się;2;cst
siedzenie;4;st;siedzieć;4;cst
rozsadzanie;8;st;rozsadzać;8;cst
zajmowanie;1;st;zajmować;1;cst
wkomponowywanie się;1;st;wkomponowywać się;1;cst
wpasowywanie się;2;st;wpasowywać się;2;cst
spoczywanie;2;st;spoczywać;2;sp
stanie;3;st;stać;4;cst
kotwiczenie;2;st;kotwiczyć;2;cst
rojenie się;2;st;roić się;2;cst
przepełnianie;2;st;przepełniać;2;zmn
znajdowanie się;4;st;znajdować się;4;cst
mieszczenie się;1;st;mieścić się;1;cst
parkowanie;2;st;parkować;2;cst
bycie;1;st;być;1;cst
znajdowanie się;2;st;znajdować się;2;cst
przechodzenie;2;st;przechodzić;2;cst
stanie;5;st;stać;5;cst
sterczenie;2;st;sterczeć;2;cst
tkwienie;1;st;tkwić;1;cst
występowanie;2;st;występować;2;cst
rozpościeranie się;1;st;rozpościerać się;1;cst
rozciąganie się;1;st;rozciągać się;1;cst
rozleganie się;2;st;rozlegać się;2;cst
roztaczanie się;1;st;roztaczać się;1;cst
figurowanie;1;st;figurować;1;cst
gnieżdżenie się;2;st;gnieździć się;2;cst
trzymanie się;2;st;trzymać się;2;cst
wychodzenie;22;st;wychodzić;23;cst
cumowanie;3;st;cumować;3;cst
zaleganie;4;st;zalegać;4;cst
tłoczenie się;2;st;tłoczyć się;2;sp
kitłaszenie się;1;st;kitłasić się;1;sp
kitwaszenie się;2;st;kitwasić się;2;sp
ciśnięcie się;1;st;cisnąć się;1;sp
gniecenie się;1;st;gnieść się;1;sp
leżenie;1;st;leżeć;1;cst
spoczywanie;1;st;spoczywać;1;cst
krzyżowanie;3;czy;krzyżować;3;sp
bałaganienie;1;czy;bałaganić;1;ruch
uciskanie;3;czy;uciskać;3;pst
wżeranie się;3;czy;wżerać się;3;cst
rażenie;1;czy;razić;1;cst
oślepianie;1;czy;oślepiać;1;cst
kłucie;1;czy;kłuć;1;cst
uwieranie;1;czy;uwierać;1;pst
przeszkadzanie;1;czy;przeszkadzać;1;cst
zawadzanie;1;czy;zawadzać;1;cst
rzucanie kłód pod nogi;1;czy;rzucać kłody pod nogi;1;cst
rozpraszanie;5;czy;rozpraszać;5;cumy
dekoncentrowanie;2;czy;dekoncentrować;2;cumy
rozkojarzanie;1;czy;rozkojarzać;1;cumy
przeszkadzanie;2;czy;przeszkadzać;2;cst
zawadzanie;5;czy;zawadzać;5;cst
krępowanie;3;czy;krępować;3;cst
wadzenie;2;czy;wadzić;2;cst
odrywanie;4;czy;odrywać;4;cumy
kaleczenie;1;czy;kaleczyć;1;dtk
kiereszowanie;1;czy;kiereszować;1;dtk
sztyletowanie;1;czy;sztyletować;1;wal
zacinanie;6;czy;zacinać;6;cwyt
obrzezywanie;2;czy;obrzezywać;2;dtk
rozwalanie;5;czy;rozwalać;5;dtk
haratanie się;2;czy;haratać się;2;dtk
haratanie;1;czy;haratać;1;dtk
nadrzynanie;1;czy;nadrzynać;1;zmn
oślepianie;3;czy;oślepiać;3;cpos
kaleczenie się;2;czy;kaleczyć się;2;dtk
ranienie się;1;czy;ranić się;1;dtk
kiereszowanie się;1;czy;kiereszować się;1;dtk
tarcie;4;czy;trzeć;4;dtk
rozszarpywanie;1;czy;rozszarpywać;1;wal
kąsanie;1;czy;kąsać;1;dtk
gryzienie;1;czy;gryźć;1;dtk
ranienie;2;czy;ranić;2;dtk
przygryzanie;1;czy;przygryzać;1;dtk
ocieranie;1;czy;ocierać;1;dtk
obcieranie;1;czy;obcierać;1;dtk
ścieranie;4;czy;ścierać;4;dtk
obijanie;1;czy;obijać;1;cczuj
zacinanie;3;czy;zacinać;3;dtk
ścieranie;1;czy;ścierać;1;zmn
zacinanie;7;czy;zacinać;7;cwyt
ocieranie;3;czy;ocierać;3;dtk
żądlenie;1;czy;żądlić;1;dtk
urażanie się;2;czy;urażać się;2;dtk
zdzieranie;3;czy;zdzierać;3;hig
karbowanie;3;czy;karbować;3;cwyt
urażanie;1;czy;urażać;1;dtk
przecinanie;5;czy;przecinać;5;dtk
rozcinanie;2;czy;rozcinać;2;dtk
rozpruwanie;1;czy;rozpruwać;1;dtk
nacinanie;1;czy;nacinać;1;dtk
nadcinanie;1;czy;nadcinać;1;dtk
cegiełkowanie;1;czy;cegiełkować;1;zmn
okaleczanie;3;czy;okaleczać;3;dtk
cięcie;1;czy;ciąć;1;dtk
ucinanie;3;czy;ucinać;3;dtk
rąbanie;9;czy;rąbać;9;wal
chlastanie;2;czy;chlastać;2;wal
zaprawianie;3;czy;zaprawiać;3;dtk
strzelanie;1;czy;strzelać;1;dtk
kropienie;4;czy;kropić;4;dtk
chlustanie;1;czy;chlustać;1;dtk
machanie;3;czy;machać;3;dtk
dopieprzanie;1;czy;dopieprzać;1;dtk
dopierdalanie;1;czy;dopierdalać;1;dtk
zapierdalanie;2;czy;zapierdalać;2;dtk
cięcie;3;czy;ciąć;3;wal
trzaskanie;1;czy;trzaskać;1;pst
nokautowanie;1;czy;nokautować;1;dtk
potrzaskiwanie;1;czy;potrzaskiwać;1;cwyt
trzaskanie;3;czy;trzaskać;3;dtk
walenie;1;czy;walić;1;dtk
hukanie;1;czy;hukać;1;dtk
grzmocenie;1;czy;grzmocić;1;dtk
rąbanie;6;czy;rąbać;6;dtk
uderzanie;1;czy;uderzać;1;wal
zadawanie ciosu;1;czy;zadawać cios;1;dtk
zadawanie raza;1;czy;zadawać raz;1;wal
wymierzanie;2;czy;wymierzać;2;dtk
dawanie łupnia;1;czy;dawać łupnia;1;dtk
przypieprzanie;1;czy;przypieprzać;1;dtk
przypierniczanie;1;czy;przypierniczać;1;dtk
przypierdalanie;1;czy;przypierdalać;1;dtk
przykrochmalanie;1;czy;przykrochmalać;1;dtk
przyfasalanie;1;czy;przyfasalać;1;dtk
zamalowywanie;1;czy;zamalowywać;1;dtk
przyfastrygowywanie;1;czy;przyfastrygowywać;1;dtk
dowalanie;1;czy;dowalać;1;dtk
dosuwanie;1;czy;dosuwać;1;dtk
przykładanie;2;czy;przykładać;2;dtk
przysalanie;1;czy;przysalać;1;dtk
przysuwanie;2;czy;przysuwać;2;dtk
zasuwanie;2;czy;zasuwać;2;dtk
tłuczenie;1;czy;tłuc;1;dtk
przydzwanianie;1;czy;przydzwaniać;1;dtk
przywalanie;1;czy;przywalać;1;dtk
przygrzewanie;2;czy;przygrzewać;2;dtk
dogrzewanie;4;czy;dogrzewać;4;dtk
łupanie;4;czy;łupać;4;dtk
rypanie;4;czy;rypać;4;dtk
rżnięcie;3;czy;rżnąć;3;dtk
chlastanie;3;czy;chlastać;3;dtk
uderzanie;2;czy;uderzać;2;dtk
stukanie;1;czy;stukać;1;dtk
poszturchiwanie;1;czy;poszturchiwać;1;dtk
bicie;2;czy;bić;2;dtk
hałasowanie;1;czy;hałasować;1;cwyt
pukanie;2;czy;pukać;2;dtk
szumienie;1;czy;szumieć;1;cwyt
potrącanie;2;czy;potrącać;2;dtk
trącanie;1;czy;trącać;1;dtk
palcowanie;1;czy;palcować;1;dtk
podcinanie;2;czy;podcinać;2;dtk
popychanie;4;czy;popychać;4;dtk
kiksowanie;3;czy;kiksować;3;ruch
trącanie się;1;czy;trącać się;1;dtk
dziobanie;4;czy;dziobać;4;dtk
dzióbanie;1;czy;dzióbać;1;dtk
klaskanie;2;czy;klaskać;2;dtk
szturchanie;1;czy;szturchać;1;dtk
bębnienie;1;czy;bębnić;1;dtk
głuszenie;3;czy;głuszyć;3;dtk
ogłuszanie;3;czy;ogłuszać;3;dtk
klapanie;1;czy;klapać;1;ruch
kłapanie;2;czy;kłapać;2;ruch
plaskanie;1;czy;plaskać;1;dtk
tarabanienie;1;czy;tarabanić;1;dtk
kuksanie;1;czy;kuksać;1;dtk
odbieranie;4;czy;odbierać;4;sp
wtrącanie;1;czy;wtrącać;1;sp
ubezwłasnowolnianie;1;czy;ubezwłasnowolniać;1;sp
zabieranie;1;czy;zabierać;1;cpos
odbieranie;1;czy;odbierać;1;cpos
pozbawianie;1;czy;pozbawiać;1;cpos
wydziedziczanie;1;czy;wydziedziczać;1;cpos
konfiskowanie;1;czy;konfiskować;1;cpos
zniewalanie;4;czy;zniewalać;4;sp
zaczynanie;6;czy;zaczynać;6;zmn
napoczynanie;2;czy;napoczynać;2;zmn
naruszanie;3;czy;naruszać;3;zmn
spychanie;3;czy;spychać;3;sp
ujmowanie;5;czy;ujmować;5;zmn
dekompletowanie;1;czy;dekompletować;1;cpos
wysypywanie;2;czy;wysypywać;2;ruch
aresztowanie;2;czy;aresztować;2;sp
sekwestrowanie;1;czy;sekwestrować;1;sp
nadbieranie;1;czy;nadbierać;1;zmn
ujadanie;2;czy;ujadać;2;cjedz
rozbrajanie;1;czy;rozbrajać;1;cpos
wyciąganie ręki;4;czy;wyciągać rękę;4;cpos
przywłaszczanie;1;czy;przywłaszczać;1;cpos
zagarnianie;1;czy;zagarniać;1;cpos
zawłaszczanie;1;czy;zawłaszczać;1;cpos
sięganie po cudze;1;czy;sięgać po cudze;1;cpos
zagrabianie;2;czy;zagrabiać;2;cpos
wyślizgiwanie;2;czy;wyślizgiwać;2;sp
odsypywanie;1;czy;odsypywać;1;zmn
odbijanie;5;czy;odbijać;5;sp
wyzuwanie;1;czy;wyzuwać;1;cpos
uzurpowanie;1;czy;uzurpować;1;zmn
usypywanie;2;czy;usypywać;2;zmn
wywłaszczanie;1;czy;wywłaszczać;1;sp
amputowanie;2;czy;amputować;2;zmn
zawieszenie;6;czy;zawiesić;6;sp
wyjaławianie;1;czy;wyjaławiać;1;zmn
odejmowanie;1;czy;odejmować;1;zmn
ujmowanie;4;czy;ujmować;4;zmn
kastrowanie;1;czy;kastrować;1;zmn
degradowanie;3;czy;degradować;3;sp
odzieranie;1;czy;odzierać;1;sp
zubażanie;1;czy;zubażać;1;zmn
zubożanie;1;czy;zubożać;1;zmn
dezaktywizowanie;1;czy;dezaktywizować;1;sp
odstawianie;2;czy;odstawiać;2;sp
ruszanie;7;czy;ruszać;7;cpos
zajmowanie;3;czy;zajmować;3;sp
zatrzymywanie;1;czy;zatrzymywać;1;sp
rekwirowanie;1;czy;rekwirować;1;sp
wyrywanie;2;czy;wyrywać;2;dtk
defraudowanie;1;czy;defraudować;1;cpos
sprzeniewierzanie;1;czy;sprzeniewierzać;1;cpos
malwersowanie;1;czy;malwersować;1;cpos
odbieranie;2;czy;odbierać;2;cpos
detronizowanie;1;czy;detronizować;1;cumy
odsłanianie;2;czy;odsłaniać;2;dtk
ogołacanie;1;czy;ogołacać;1;cpos
ogałacanie;1;czy;ogałacać;1;cpos
obskubywanie;1;czy;obskubywać;1;cwyt
oskubywanie;1;czy;oskubywać;1;cwyt
konfiskowanie;2;czy;konfiskować;2;zmn
kucie;3;czy;kuć;3;dtk
wkłuwanie;1;czy;wkłuwać;1;dtk
kłucie;3;czy;kłuć;3;dtk
dźganie;1;czy;dźgać;1;dtk
żganie;1;czy;żgać;1;dtk
bodzenie;1;czy;bóść;1;dtk
wstrzeliwanie;3;czy;wstrzeliwać;3;dtk
stukanie;2;czy;stukać;2;dtk
pukanie;1;czy;pukać;1;dtk
kołatanie;1;czy;kołatać;1;dtk
stukotanie;1;czy;stukotać;1;dtk
postukiwanie;1;!nie ustawiony!;postukiwać;1;dtk
dobijanie się;2;czy;dobijać się;2;dtk
wkuwanie;2;czy;wkuwać;2;dtk
dziobanie;2;czy;dziobać;2;dtk
dzióbanie;4;czy;dzióbać;4;dtk
tłuczenie;6;czy;tłuc;6;dtk
łomotanie;1;czy;łomotać;1;ruch
pobijanie;1;czy;pobijać;1;dtk
wbijanie;1;czy;wbijać;1;ruch
bicie;13;czy;bić;13;cwyt
przybijanie;1;czy;przybijać;1;dtk
zamykanie;4;czy;zamykać;4;ruch
zawieranie;2;czy;zawierać;2;ruch
przekręcanie;3;czy;przekręcać;3;ruch
zakręcanie;6;czy;zakręcać;6;ruch
przymykanie;1;czy;przymykać;1;ruch
podkuwanie;1;czy;podkuwać;1;cwyt
sznurowanie;4;czy;sznurować;4;dtk
zakręcanie;4;czy;zakręcać;4;dtk
zakrywanie;3;czy;zakrywać;3;dtk
zapinanie;1;czy;zapinać;1;dtk
zakręcanie;5;czy;zakręcać;5;dtk
mrużenie;1;czy;mrużyć;1;dtk
przymrużanie;1;czy;przymrużać;1;dtk
zmrużanie;1;czy;zmrużać;1;dtk
szarpnięcie się;1;zdarz;szarpnąć się;1;dtk
zatrzaskiwanie;2;czy;zatrzaskiwać;2;dtk
zaślepianie;2;czy;zaślepiać;2;cwyt
podkuwanie;2;czy;podkuwać;2;cwyt
przykrywanie;3;czy;przykrywać;3;dtk
kręcenie;4;czy;kręcić;4;ruch
obracanie;2;czy;obracać;2;ruch
okręcanie;2;czy;okręcać;2;ruch
domykanie;1;czy;domykać;1;ruch
zatrzaskiwanie;3;czy;zatrzaskiwać;3;ruch
przytrzaskiwanie;2;czy;przytrzaskiwać;2;ruch
zaciąganie;3;czy;zaciągać;3;dtk
pociągnięcie;1;zdarz;pociągnąć;1;dtk
zabijanie;7;czy;zabijać;7;cwyt
zawiązywanie;9;czy;zawiązywać;9;dtk
dokręcanie;3;czy;dokręcać;3;dtk
ryglowanie;2;czy;ryglować;2;dtk
zaryglowywanie;1;czy;zaryglowywać;1;dtk
zawalanie;4;czy;zawalać;4;ruch
dopinanie;2;czy;dopinać;2;dtk
dopinanie się;1;czy;dopinać się;1;dtk
nakręcanie;5;czy;nakręcać;5;dtk
zapinanie się;2;czy;zapinać się;2;dtk
opieczętowywanie;2;czy;opieczętowywać;2;dtk
siadywanie;1;czy;siadywać;1;sp
rozpieranie się;1;czy;rozpierać się;1;ruch
zasypywanie;4;czy;zasypywać;4;zmn
przysiadanie;3;czy;przysiadać;3;dtk
przysiadywanie;2;czy;przysiadywać;2;dtk
przytłaczanie;2;czy;przytłaczać;2;dtk
przywalanie;5;czy;przywalać;5;wal
przysiadanie;1;czy;przysiadać;1;ruch
przysiadywanie;1;czy;przysiadywać;1;ruch
przybijanie;4;czy;przybijać;4;dtk
przygniatanie;2;czy;przygniatać;2;dtk
przesiadanie się;1;czy;przesiadać się;1;ruch
przysiadywanie się;1;czy;przysiadywać się;1;ruch
obsadzanie;2;czy;obsadzać;2;ruch
przytrzaskiwanie;1;czy;przytrzaskiwać;1;dtk
plasowanie się;1;czy;plasować się;1;ruch
rozsiadanie się;2;czy;rozsiadać się;2;ruch
sadowienie się;1;czy;sadowić się;1;ruch
siadanie;1;czy;siadać;1;ruch
klapanie;3;czy;klapać;3;ruch
mięcie;1;czy;miąć;1;dtk
gniecenie;1;czy;gnieść;1;dtk
gięcie;2;czy;giąć;2;dtk
międlenie;1;czy;międlić;1;dtk
wygniatanie;1;czy;wygniatać;1;dtk
zagniatanie;1;czy;zagniatać;1;dtk
zgniatanie;1;czy;zgniatać;1;dtk
tłamszenie;1;czy;tłamsić;1;dtk
miętoszenie;1;czy;miętosić;1;dtk
przysiadanie się;2;czy;przysiadać się;2;ruch
zasiadanie;2;czy;zasiadać;2;ruch
podbudowywanie;2;czy;podbudowywać;2;cwyt
opieranie;1;czy;opierać;1;ruch
masowanie;1;czy;masować;1;dtk
rozmasowywanie;1;czy;rozmasowywać;1;dtk
dobijanie;6;czy;dobijać;6;cwyt
podpieranie;1;czy;podpierać;1;ruch
wspieranie;3;czy;wspierać;3;ruch
napieranie;3;czy;napierać;3;dtk
parcie;1;czy;przeć;3;dtk
pocieranie;1;czy;pocierać;1;ruch
tyczenie;3;czy;tyczyć;3;dtk
tarcie;2;czy;trzeć;2;ruch
dociskanie;1;czy;dociskać;1;dtk
przyduszanie;2;czy;przyduszać;2;dtk
masowanie się;1;czy;masować się;1;dtk
rozmasowywanie się;1;czy;rozmasowywać się;1;dtk
łaszenie się;1;czy;łasić się;1;dtk
rozcieranie;2;czy;rozcierać;2;dtk
wpieranie;2;czy;wpierać;2;dtk
zapieranie;3;czy;zapierać;3;dtk
naciskanie;3;czy;naciskać;3;dtk
przyciskanie;2;czy;przyciskać;2;dtk
uciskanie;1;czy;uciskać;1;dtk
przystawanie;5;czy;przystawać;5;cst
przypadanie;4;czy;przypadać;4;ruch
wlepianie się;2;czy;wlepiać się;2;dtk
przyciskanie się;1;czy;przyciskać się;1;dtk
przyklejanie się;1;czy;przyklejać się;1;dtk
przylepianie się;1;czy;przylepiać się;1;dtk
przywieranie;1;czy;przywierać;1;dtk
przypadanie;3;czy;przypadać;3;dtk
przyrastanie;3;czy;przyrastać;3;dtk
klejenie się;1;czy;kleić się;1;dtk
lepienie się;1;czy;lepić się;1;dtk
oblepianie;5;czy;oblepiać;5;dtk
przymarzanie;1;czy;przymarzać;1;dtk
lgnięcie;1;czy;lgnąć;1;dtk
wpijanie się;2;czy;wpijać się;2;dtk
przytulanie się;1;czy;przytulać się;1;dtk
garnięcie się;1;czy;garnąć się;1;dtk
przygarnianie się;1;czy;przygarniać się;1;dtk
tulenie się;1;czy;tulić się;1;dtk
przyleganie;1;czy;przylegać;1;dtk
obciskanie;1;czy;obciskać;1;dtk
oblepianie;1;czy;oblepiać;1;dtk
opinanie;1;czy;opinać;1;dtk
opinanie się;1;czy;opinać się;1;dtk
przywieranie;2;czy;przywierać;2;dtk
przyleganie;3;czy;przylegać;3;dtk
przytulanie;1;czy;przytulać;1;dtk
tulenie;1;czy;tulić;1;dtk
przygarnianie;1;czy;przygarniać;1;dtk
pukanie się;1;czy;pukać się;1;dtk
cmokanie;2;czy;cmokać;1;cpor
muskanie się;3;czy;muskać się;3;dtk
trącanie się;2;czy;trącać się;2;dtk
potrącanie się;1;czy;potrącać się;1;dtk
ocieranie się;1;czy;ocierać się;1;dtk
uderzanie się;2;czy;uderzać się;2;dtk
trzymanie się;1;czy;trzymać się;1;ruch
przytrzymywanie się;1;czy;przytrzymywać się;1;ruch
szorowanie;2;czy;szorować;2;dtk
tarcie;3;czy;trzeć;3;dtk
obejmowanie się;1;czy;obejmować się;1;dtk
dziobanie się;1;czy;dziobać się;1;wal
dzióbanie się;1;czy;dzióbać się;1;wal
czubienie się;3;czy;czubić się;3;wal
lizanie;1;czy;lizać;1;dtk
głaskanie;1;czy;głaskać;1;dtk
gładzenie;1;czy;gładzić;1;dtk
całowanie się;1;czy;całować się;1;dtk
ściskanie się;1;czy;ściskać się;1;dtk
muskanie;1;czy;muskać;1;dtk
lizanie;2;czy;lizać;2;dtk
oblizywanie;1;czy;oblizywać;1;dtk
kopanie się;3;czy;kopać się;3;ruch
gładzenie się;1;czy;gładzić się;1;dtk
głaskanie się;1;czy;głaskać się;1;dtk
obściskiwanie się;1;czy;obściskiwać się;1;dtk
obściskiwanie;1;czy;obściskiwać;1;dtk
całowanie;1;czy;całować;1;dtk
cmokanie;3;czy;cmokać;2;dtk
składanie pocałunku;1;czy;składać pocałunek;1;dtk
macanie;2;czy;macać;2;dtk
ściskanie;3;czy;ściskać;3;dtk
kopanie się;2;czy;kopać się;2;dtk
dotykanie się;2;czy;dotykać się;2;dtk
łaskotanie;1;czy;łaskotać;1;dtk
łechtanie;2;czy;łechtać;2;dtk
łachotanie;1;czy;łachotać;1;dtk
obmacywanie;1;czy;obmacywać;1;dtk
macanie;1;czy;macać;1;dtk
dotykanie;1;czy;dotykać;1;dtk
tykanie;1;czy;tykać;1;dtk
obejmowanie;4;czy;obejmować;4;dtk
ogarnianie;1;czy;ogarniać;1;dtk
opasywanie;1;czy;opasywać;1;dtk
oplatanie;1;czy;oplatać;1;dtk
opieranie się;2;czy;opierać się;2;dtk
wspieranie się;1;czy;wspierać się;1;dtk
podpieranie się;1;czy;podpierać się;1;dtk
oplatanie się;1;czy;oplatać się;1;dtk
muskanie się;1;czy;muskać się;1;dtk
smoktanie;3;czy;smoktać;3;cwyt
cmoktanie;3;czy;cmoktać;3;cpor
uderzanie się;1;czy;uderzać się;1;dtk
oblizywanie się;1;czy;oblizywać się;1;dtk
dotykanie się;1;czy;dotykać się;1;dtk
ocieranie się;2;czy;ocierać się;2;dtk
smoktanie;2;czy;smoktać;2;dtk
cmoktanie;1;czy;cmoktać;1;dtk
pranie się;3;czy;prać się;3;dtk
manewrowanie;2;czy;manewrować;2;dtk
panowanie;5;czy;panować;4;dtk
taktowanie;1;czy;taktować;1;zmn
sterowanie;1;czy;sterować;1;dtk
utrzymywanie;10;czy;utrzymywać;10;dtk
kierowanie;2;czy;kierować;2;dtk
prowadzenie;7;czy;prowadzić;7;dtk
zacięcie;2;zdarz;zaciąć;2;dtk
żeglowanie;3;czy;żeglować;3;dtk
halsowanie;1;czy;halsować;1;dtk
lawirowanie;2;czy;lawirować;2;dtk
zacinanie;2;czy;zacinać;2;dtk
pilotowanie;1;czy;pilotować;1;dtk
powożenie;1;czy;powozić;1;dtk
furmanienie;1;czy;furmanić;1;dtk
wplecenie;2;zdarz;wpleść;2;dtk
przeplecenie;1;zdarz;przepleść;1;cwyt
przeplatanie;3;czy;przeplatać;3;dtk
przetkanie;2;zdarz;przetkać;2;cwyt
przetknięcie;1;zdarz;przetknąć;1;cwyt
zaplatanie;1;czy;zaplatać;1;cwyt
wicie;2;czy;wić;2;cwyt
uplatanie;1;czy;uplatać;1;cwyt
przeplatanie;2;czy;przeplatać;2;cwyt
wplatanie;2;czy;wplatać;2;dtk
splatanie;2;czy;splatać;2;dtk
plecenie;1;czy;pleść;1;cwyt
utkanie;3;zdarz;utkać;3;cwyt
skręcanie;6;czy;skręcać;6;dtk
pisanie;4;czy;pisać;4;cwyt
prowadzenie;9;czy;prowadzić;9;cwyt
sznurowanie;1;czy;sznurować;1;dtk
kaligrafowanie;1;czy;kaligrafować;1;cwyt
czesanie się;2;czy;czesać się;2;hig
GERUNDIUM - CZYNNOŚĆ NDK oznaczający kontakt fizyczny;1;czy;CZASOWNIK - CZYNNOŚĆ NDK oznaczający kontakt fizyczny;1;dtk
kreślenie;1;czy;kreślić;1;cwyt
mazanie;1;czy;mazać;1;cwyt
wiązanie;6;czy;wiązać;6;dtk
podpisywanie się;1;czy;podpisywać się;1;cpor
branie;4;czy;brać;5;dtk
przytwierdzanie się;1;czy;przytwierdzać się;1;zmn
przymocowywanie się;1;czy;przymocowywać się;1;zmn
przeczesywanie;2;czy;przeczesywać;2;dtk
czesanie;2;czy;czesać;2;hig
uwiązywanie się;1;czy;uwiązywać się;1;zmn
smarowanie;5;czy;smarować;5;cwyt
bazgranie;1;czy;bazgrać;1;cwyt
skrobanie;2;czy;skrobać;2;cwyt
gryzmolenie;1;czy;gryzmolić;1;cwyt
zakreślanie;2;czy;zakreślać;2;cwyt
mocowanie się;1;czy;mocować się;1;dtk
siłowanie się;1;czy;siłować się;1;dtk
zmaganie się;1;czy;zmagać się;1;dtk
wystukiwanie;1;czy;wystukiwać;1;cwyt
przepisywanie;6;czy;przepisywać;6;cwyt
szczotkowanie;2;czy;szczotkować;2;hig
przywiązywanie się;1;czy;przywiązywać się;1;zmn
wycałowywanie się;1;czy;wycałowywać się;1;dtk
wycałowywanie;1;czy;wycałowywać;1;dtk
odbieranie;8;czy;odbierać;8;dtk
leczenie;2;czy;leczyć;2;zmn
moderowanie;1;czy;moderować;1;cpor
uśmierzanie;2;czy;uśmierzać;2;cczuj
rozładowywanie;5;czy;rozładowywać;5;sp
cieniowanie;2;czy;cieniować;2;cumy
wycieniowywanie;2;czy;wycieniowywać;2;cumy
rozbrajanie;3;czy;rozbrajać;3;sp
usypianie;5;czy;usypiać;5;cwyt
znieczulanie;2;czy;znieczulać;2;cwyt
narkotyzowanie;2;czy;narkotyzować;2;cwyt
eufemizowanie;1;czy;eufemizować;1;cpor
łagodzenie;1;czy;łagodzić;1;zmn
poluźnianie;2;czy;poluźniać;2;sp
rozluźnianie;3;czy;rozluźniać;3;sp
liberalizowanie;1;czy;liberalizować;1;sp
chloroformowanie;1;czy;chloroformować;1;zmn
amortyzowanie;3;czy;amortyzować;3;cczuj
pozowanie;1;czy;pozować;1;sp
dopuszczanie;1;czy;dopuszczać;1;sp
fotografowanie się;3;czy;fotografować się;3;cwyt
zdejmowanie się;3;czy;zdejmować się;3;cwyt
pozwalanie;2;czy;pozwalać;2;cst
narażanie;1;czy;narażać;1;sp
wystawianie na szwank;1;czy;wystawiać na szwank;1;sp
ryzykowanie;2;czy;ryzykować;2;sp
stanowienie;5;czy;stanowić;5;dtk
zanieczyszczanie;2;czy;zanieczyszczać;2;cst
narażanie się;2;czy;narażać się;2;sp
narażanie się;1;czy;narażać się;1;sp
nadstawianie głowy;1;czy;nadstawiać głowy;1;sp
nadstawianie głowy;1;czy;nadstawiać głowę;1;sp
nadstawianie karku;1;czy;nadstawiać karku;1;sp
nadstawianie grzbietu;1;czy;nadstawiać grzbiet;1;sp
nadstawianie grzbietu;1;czy;nadstawiać grzbietu;1;sp
krzyżowanie;2;czy;krzyżować;2;cwyt
hybrydyzowanie;1;czy;hybrydyzować;1;cwyt
dopuszczanie;3;czy;dopuszczać;3;dtk
przypuszczanie;2;czy;przypuszczać;2;ruch
podpuszczanie;2;czy;podpuszczać;2;ruch
zagrzybianie;1;czy;zagrzybiać;1;zmn
przyjmowanie;7;czy;przyjmować;7;sp
zapluskwianie;1;czy;zapluskwiać;1;zmn
dozwalanie;2;czy;dozwalać;2;sp
narażanie;2;czy;narażać;2;sp
omamianie się;1;czy;omamiać się;1;sp
łączenie;6;czy;łączyć;6;hig
wystawianie;4;czy;wystawiać;4;sp
uprzystępnianie;1;czy;uprzystępniać;1;cpor
upublicznianie;1;czy;upubliczniać;1;sp
czarterowanie;1;czy;czarterować;1;cpos
podnajmowanie;1;czy;podnajmować;1;cpos
użyczanie;1;czy;użyczać;1;cpos
udzielanie;3;czy;udzielać;3;cpos
dawanie;11;czy;dawać;12;sp
internacjonalizowanie;1;czy;internacjonalizować;1;zmn
uwspólnianie;2;czy;uwspólniać;2;sp
otwieranie;4;czy;otwierać;4;cpos
umiędzynaradawianie;1;czy;umiędzynaradawiać;1;zmn
udostępnianie;1;czy;udostępniać;1;cpos
dzierżawienie;1;czy;dzierżawić;1;cpos
wydzierżawianie;1;czy;wydzierżawiać;1;cpos
leasingowanie;1;czy;leasingować;1;cpos
lizingowanie;1;czy;lizingować;1;cpos
popularyzowanie;2;czy;popularyzować;2;cpor
odnajmowanie;1;czy;odnajmować;1;cpos
wynajmowanie;1;czy;wynajmować;1;cpos
wypożyczanie;1;czy;wypożyczać;1;sp
zapoznawanie;2;czy;zapoznawać;2;cpor
poznawanie;7;czy;poznawać;7;sp
zaznajamianie;2;czy;zaznajamiać;2;sp
mediowanie;1;czy;mediować;1;sp
przedstawianie;4;czy;przedstawiać;4;cpor
prezentowanie;2;czy;prezentować;2;cpor
upoważnianie się;1;czy;upoważniać się;1;sp
buforowanie;1;czy;buforować;1;sp
pchanie się;2;!nie ustawiony!;pchać się;2;sp
urealnianie;1;czy;urealniać;1;sp
godzenie;1;czy;godzić;1;sp
jednanie;1;czy;jednać;1;sp
pojednywanie;1;czy;pojednywać;1;sp
umożliwianie;1;czy;umożliwiać;1;sp
kontaktowanie;1;czy;kontaktować;1;sp
torowanie;1;czy;torować;1;sp
odblokowywanie;2;czy;odblokowywać;2;sp
