lemma;variant;domain;lemma;variant;domain
wzięcie za żonę;1;zdarz;wziąć za żonę;1;zmn
uniewinnienie;1;zdarz;uniewinnić;1;sp
zwolnienie;1;zdarz;zwolnić;1;sp
urządzenie;3;zdarz;urządzić;3;sp
opowiedzenie się;1;zdarz;opowiedzieć się;1;sp
spędzenie;1;zdarz;spędzić;1;ruch
zagonienie;3;zdarz;zagonić;3;ruch
zapędzenie;2;zdarz;zapędzić;2;ruch
zegnanie;1;zdarz;zegnać;1;ruch
zgonienie;1;zdarz;zgonić;1;ruch
skupienie;1;zdarz;skupić;1;zmn
skoncentrowanie;2;zdarz;skoncentrować;2;zmn
ześrodkowanie;1;zdarz;ześrodkować;1;zmn
zorganizowanie;2;zdarz;zorganizować;2;sp
pozbieranie;1;zdarz;pozbierać;1;sp
otoczenie się;2;zdarz;otoczyć się;2;sp
skondensowanie;2;zdarz;skondensować;2;zmn
zawęźlenie;2;zdarz;zawęźlić;2;sp
sformowanie;1;zdarz;sformować;1;sp
obstawienie się;2;zdarz;obstawić się;2;ruch
erygowanie;2;czy;erygować;2;cwyt
zmontowanie;2;zdarz;zmontować;2;sp
zgromadzenie;1;zdarz;zgromadzić;1;sp
zgrupowanie;1;zdarz;zgrupować;1;sp
zebranie;2;zdarz;zebrać;2;sp
zestrzelenie;2;zdarz;zestrzelić;2;sp
zmasowanie;1;zdarz;zmasować;1;cwyt
zwołanie;1;zdarz;zwołać;1;cpor
skrzyknięcie;1;zdarz;skrzyknąć;1;sp
scementowanie;2;zdarz;scementować;2;sp
przypieczętowanie;1;zdarz;przypieczętować;1;cumy
utrwalenie;1;zdarz;utrwalić;1;sp
upamiętnienie;1;zdarz;upamiętnić;1;sp
skonsolidowanie;2;zdarz;skonsolidować;2;sp
wpisanie się;3;zdarz;wpisać się;3;cwyt
uwiecznienie;1;zdarz;uwiecznić;1;sp
ustalenie;2;zdarz;ustalić;2;sp
umocnienie;3;zdarz;umocnić;3;sp
utwierdzenie;1;zdarz;utwierdzić;1;sp
ugruntowanie;1;zdarz;ugruntować;1;sp
zacieśnienie;3;zdarz;zacieśnić;3;sp
zorganizowanie się;1;zdarz;zorganizować się;1;sp
zdjęcie;4;zdarz;zdjąć;4;sp
zwolnienie;6;zdarz;zwolnić;6;cpos
odciążenie;2;zdarz;odciążyć;2;cpos
uatrakcyjnienie;1;zdarz;uatrakcyjnić;1;zmn
skłócenie;1;zdarz;skłócić;1;cczuj
skonfliktowanie;1;zdarz;skonfliktować;1;cczuj
poróżnienie;1;zdarz;poróżnić;1;cczuj
pokłócenie;1;zdarz;pokłócić;1;cczuj
odideologizowanie;1;zdarz;odideologizować;1;sp
uwolnienie;1;zdarz;uwolnić;1;sp
zwolnienie;4;zdarz;zwolnić;4;sp
oddalenie;2;zdarz;oddalić;2;sp
zwarcie szeregów;1;zdarz;zewrzeć szeregi;1;sp
zwarcie szyków;1;zdarz;zewrzeć szyki;1;sp
powiązanie się;1;zdarz;powiązać się;1;sp
odsunięcie;3;zdarz;odsunąć;3;sp
uraczenie;1;zdarz;uraczyć;1;sp
oczyszczenie;2;zdarz;oczyścić;2;sp
usportowienie;1;zdarz;usportowić;1;sp
dobranie się;3;zdarz;dobrać się;3;cumy
zrośnięcie się;2;zdarz;zrosnąć się;2;sp
sprzymierzenie się;1;zdarz;sprzymierzyć się;1;sp
spiknięcie się;1;zdarz;spiknąć się;1;sp
odmłodzenie;1;zdarz;odmłodzić;1;zmn
zantagonizowanie;1;zdarz;zantagonizować;1;sp
uprzemysłowienie;1;zdarz;uprzemysłowić;1;sp
zindustrializowanie;1;zdarz;zindustrializować;1;sp
wyludnienie;1;zdarz;wyludnić;1;zmn
opustoszenie;2;zdarz;opustoszyć;1;zmn
podzielenie;3;zdarz;podzielić;3;sp
rozdzielenie;5;zdarz;rozdzielić;5;cczuj
usamodzielnienie;1;zdarz;usamodzielnić;1;sp
uniezależnienie;1;zdarz;uniezależnić;1;sp
powaśnienie;1;zdarz;powaśnić;1;sp
zwaśnienie;1;zdarz;zwaśnić;1;sp
skwitowanie;2;zdarz;skwitować;2;cpos
sprowokowanie;1;zdarz;sprowokować;1;sp
podpuszczenie;1;zdarz;podpuścić;1;sp
zradykalizowanie;1;zdarz;zradykalizować;1;sp
uradykalnienie;1;zdarz;uradykalnić;1;sp
GERUNDIUM - DZIAŁANIE DK oznaczający spowodowanie zmiany sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie;1;zdarz;CZASOWNIK - DZIAŁANIE DK oznaczający spowodowanie zmiany sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie;1;sp
uświetnienie;1;zdarz;uświetnić;1;zmn
zobiektywizowanie;1;zdarz;zobiektywizować;1;sp
złączenie się;2;zdarz;złączyć się;2;sp
zjednoczenie się;1;zdarz;zjednoczyć się;1;sp
stowarzyszenie się;1;zdarz;stowarzyszyć się;1;sp
zrzeszenie się;1;zdarz;zrzeszyć się;1;sp
umilenie;1;zdarz;umilić;1;zmn
uprzyjemnienie;1;zdarz;uprzyjemnić;1;zmn
wyrwanie;6;zdarz;wyrwać;6;sp
obostrzenie;1;zdarz;obostrzyć;1;sp
zaostrzenie;1;zdarz;zaostrzyć;1;sp
oprawienie;3;zdarz;oprawić;3;cwyt
podbarwienie;2;zdarz;podbarwić;2;cpor
sprzysiężenie się;1;zdarz;sprzysiąc się;1;sp
sprzysięgnięcie się;1;zdarz;sprzysięgnąć się;1;sp
uwolnienie;4;zdarz;uwolnić;4;sp
oswobodzenie;2;zdarz;oswobodzić;2;sp
amputowanie;1;czy;amputować;1;dtk
odrobaczenie;1;zdarz;odrobaczyć;1;zmn
uodpornienie;2;zdarz;uodpornić;2;zmn
zgrzanie;1;zdarz;zgrzać;1;cczuj
zaszczepienie;3;zdarz;zaszczepić;3;cwyt
wszczepienie;4;zdarz;wszczepić;3;cwyt
pokrzepienie;1;zdarz;pokrzepić;1;zmn
skrzepienie;1;zdarz;skrzepić;1;zmn
odczulenie;2;zdarz;odczulić;2;cwyt
wysterylizowanie;1;zdarz;wysterylizować;1;dtk
ukołysanie;1;zdarz;ukołysać;1;zmn
wszczepienie;2;zdarz;wszczepić;1;cwyt
uśpienie;1;zdarz;uśpić;1;zmn
wzmocnienie;2;zdarz;wzmocnić;2;zmn
uzdrowienie;1;zdarz;uzdrowić;1;hig
pokrojenie;1;zdarz;pokroić;1;dtk
wyleczenie;1;zdarz;wyleczyć;1;sp
uleczenie;1;zdarz;uleczyć;1;sp
wykurowanie;1;zdarz;wykurować;1;sp
posilenie;1;zdarz;posilić;1;zmn
pożywienie;1;zdarz;pożywić;1;zmn
wytrzebienie;4;zdarz;wytrzebić;4;hig
wykastrowanie;2;zdarz;wykastrować;2;hig
zoperowanie;1;zdarz;zoperować;1;dtk
ogłuszenie;4;zdarz;ogłuszyć;4;zmn
zregenerowanie;1;zdarz;zregenerować;1;zmn
zahartowanie;3;zdarz;zahartować;3;zmn
natężenie;1;zdarz;natężyć;1;zmn
wysilenie;1;zdarz;wysilić;1;zmn
wytężenie;1;zdarz;wytężyć;1;zmn
utulenie;2;zdarz;utulić;2;zmn
GERUNDIUM - DZIAŁANIE DK oznaczający spowodowanie reakcji organizmu lub czynności fizjologicznej;1;zdarz;CZASOWNIK - DZIAŁANIE DK oznaczający spowodowanie reakcji organizmu lub czynności fizjologicznej;1;hig
trepanowanie;1;czy;trepanować;1;hig
otrzeźwienie;3;zdarz;otrzeźwić;2;cpor
odkurzenie;2;zdarz;odkurzyć;2;cumy
odgrzanie;2;zdarz;odgrzać;2;zmn
wyciągnięcie;12;zdarz;wyciągnąć;12;cumy
przypomnienie;2;zdarz;przypomnieć;2;cumy
wydobycie z niepamięci;1;zdarz;wydobyć z niepamięci;1;cumy
wydobycie z zapomnienia;1;zdarz;wydobyć z zapomnienia;1;cumy
wywołanie z pamięci;1;zdarz;wywołać z pamięci;1;cumy
przywołanie;4;zdarz;przywołać;4;cumy
uświadomienie;1;zdarz;uświadomić;1;cumy
oświecenie;2;zdarz;oświecić;1;cumy
przywiedzenie na myśl;1;zdarz;przywieść na myśl;1;cumy
skojarzenie się;1;zdarz;skojarzyć się;1;cumy
wygrzebanie;2;zdarz;wygrzebać;2;cumy
odgrzebanie;2;zdarz;odgrzebać;2;cumy
dobycie;3;zdarz;dobyć;3;cumy
uprzytomnienie;1;zdarz;uprzytomnić;1;cumy
uzmysłowienie;1;zdarz;uzmysłowić;1;cumy
pozłocenie;1;zdarz;pozłocić;1;zmn
wyzłocenie;1;zdarz;wyzłocić;1;zmn
ozłocenie;1;zdarz;ozłocić;1;zmn
opalenie;1;zdarz;opalić;1;zmn
zaróżowienie;2;zdarz;zaróżowić;1;zmn
zaczernienie;1;zdarz;zaczernić;1;zmn
zabarwienie;1;zdarz;zabarwić;1;zmn
zabielenie;2;zdarz;zabielić;2;zmn
przyciemnienie;2;zdarz;przyciemnić;2;zmn
okraszenie;2;zdarz;okrasić;2;zmn
zaczerwienienie;1;zdarz;zaczerwienić;1;zmn
posrebrzenie;2;zdarz;posrebrzyć;2;zmn
osrebrzenie;1;zdarz;osrebrzyć;1;zmn
wysrebrzenie;1;zdarz;wysrebrzyć;1;zmn
zażółcenie;1;zdarz;zażółcić;1;zmn
spieczenie;3;zdarz;spiec;3;zmn
zazielenienie;2;zdarz;zazielenić;2;zmn
namagnesowanie;1;zdarz;namagnesować;1;cwyt
wybicie;5;zdarz;wybić;5;cwyt
nabłyszczenie;1;zdarz;nabłyszczyć;1;cwyt
przeplecenie;3;zdarz;przepleść;3;cumy
uświęcenie;1;zdarz;uświęcić;1;sp
zaanimowanie;2;zdarz;zaanimować;2;cumy
sformalizowanie;1;zdarz;sformalizować;1;sp
sfeminizowanie;2;zdarz;sfeminizować;2;zmn
wypolerowanie;1;zdarz;wypolerować;1;cwyt
wyglancowanie;1;zdarz;wyglancować;1;cwyt
wyglansowanie;1;zdarz;wyglansować;1;cwyt
wyświecenie;3;zdarz;wyświecić;3;cwyt
przyobleczenie;2;zdarz;przyoblec;2;zmn
zróżnicowanie;1;zdarz;zróżnicować;1;cumy
urozmaicenie;1;zdarz;urozmaicić;1;cumy
przepojenie;1;zdarz;przepoić;1;cwyt
przesycenie;1;zdarz;przesycić;1;cwyt
wybębnienie;1;zdarz;wybębnić;1;cwyt
wyfroterowanie;1;zdarz;wyfroterować;1;cwyt
wystukanie;2;zdarz;wystukać;2;cwyt
udziwnienie;1;zdarz;udziwnić;1;zmn
wyprofilowanie;2;zdarz;wyprofilować;2;cumy
sprofilowanie;1;zdarz;sprofilować;1;cumy
ożywienie;1;zdarz;ożywić;1;zmn
nadanie;2;zdarz;nadać;2;zmn
postarzenie;2;zdarz;postarzyć;1;zmn
rozstrojenie się;2;zdarz;rozstroić się;2;cczuj
odurzenie się;2;zdarz;odurzyć się;2;cczuj
ugięcie się;2;zdarz;ugiąć się;2;cczuj
nasiąknięcie;2;zdarz;nasiąknąć;2;cst
przesiąknięcie;1;zdarz;przesiąknąć;1;cst
stracenie głowy;1;zdarz;stracić głowę;1;zmn
wpadnięcie;12;zdarz;wpaść;13;cczuj
odbicie;15;zdarz;odbić;15;cczuj
ulegnięcie;2;zdarz;ulec;2;cczuj
połakomienie się;1;zdarz;połakomić się;1;cczuj
połaszenie się;2;zdarz;połasić się;2;cczuj
połaszczenie się;1;zdarz;połaszczyć się;1;cczuj
upojenie się;2;zdarz;upoić się;2;cczuj
zapomnienie się;2;zdarz;zapomnieć się;2;sp
zwariowanie;2;zdarz;zwariować;2;zmn
oszalenie;2;zdarz;oszaleć;2;cczuj
wpuszczenie;2;zdarz;wpuścić;2;zmn
przepuszczenie;2;zdarz;przepuścić;2;ruch
ulegnięcie;4;zdarz;ulec;4;sp
zniesienie;3;zdarz;znieść;3;cczuj
ścierpienie;1;zdarz;ścierpieć;1;cumy
strawienie;4;zdarz;strawić;4;cumy
przepuszczenie;3;zdarz;przepuścić;3;cst
zniesienie się;2;zdarz;znieść się;2;cczuj
pozwolenie;1;zdarz;pozwolić;1;cpor
zezwolenie;1;zdarz;zezwolić;1;cpor
zgodzenie się;2;zdarz;zgodzić się;2;cumy
przystanie;1;zdarz;przystać;1;cpor
przyzwolenie;1;zdarz;przyzwolić;1;cpor
zaakceptowanie;1;zdarz;zaakceptować;1;cumy
odprawienie się;1;zdarz;odprawić się;1;sp
dozwolenie;1;zdarz;dozwolić;1;sp
udźwignięcie;2;zdarz;udźwignąć;2;cumy
zameldowanie;3;zdarz;zameldować;3;cpor
zaanonsowanie;1;zdarz;zaanonsować;1;cpor
ustąpienie;7;zdarz;ustąpić;7;cumy
ochrzczenie się;1;zdarz;ochrzcić się;1;sp
zbadanie się;1;zdarz;zbadać się;1;dtk
poddanie się;2;zdarz;poddać się;2;cst
puszczenie;3;zdarz;puścić;3;ruch
danie się wrobić;1;zdarz;dać się wrobić;1;sp
pofolgowanie;1;zdarz;pofolgować;1;sp
sfolgowanie;1;zdarz;sfolgować;1;sp
wysadzenie;2;zdarz;wysadzić;2;ruch
przyjęcie;12;zdarz;przyjąć;12;sp
złamanie się;3;zdarz;złamać się;3;cczuj
ulegnięcie;3;zdarz;ulec;3;sp
popuszczenie pasa;1;zdarz;popuścić pasa;1;cjedz
pozwolenie sobie na ...;1;zdarz;pozwolić sobie na ...;1;sp
zameldowanie się;2;zdarz;zameldować się;2;cpor
popuszczenie;3;zdarz;popuścić;3;zmn
skuszenie się;1;zdarz;skusić się;1;sp
podpasienie;1;zdarz;podpaść;1;cumy
zniesienie;8;zdarz;znieść;8;cczuj
wypuszczenie;2;zdarz;wypuścić;2;sp
puszczenie;2;zdarz;puścić;2;zmn
odbudowanie;1;zdarz;odbudować;1;cwyt
podreperowanie;2;zdarz;podreperować;2;dtk
odczarowanie;1;zdarz;odczarować;1;zmn
odżegnanie;1;zdarz;odżegnać;1;sp
zażegnanie;2;zdarz;zażegnać;2;sp
otrzeźwienie;2;zdarz;otrzeźwić;1;zmn
ocucenie;1;zdarz;ocucić;1;zmn
oprzytomnienie;2;zdarz;oprzytomnić;1;zmn
zrekonstruowanie;1;zdarz;zrekonstruować;1;cwyt
zreanimowanie;2;zdarz;zreanimować;2;cumy
załatanie;2;zdarz;załatać;2;cwyt
zrewaloryzowanie;4;zdarz;zrewaloryzować;4;dtk
zrekultywowanie;1;zdarz;zrekultywować;1;zmn
zacerowanie;1;zdarz;zacerować;1;dtk
zszycie;3;zdarz;zszyć;3;cwyt
zeszycie;2;zdarz;zeszyć;2;cwyt
odmalowanie;1;zdarz;odmalować;1;zmn
odnowienie;1;zdarz;odnowić;1;zmn
odświeżenie;1;zdarz;odświeżyć;1;zmn
zregenerowanie;2;zdarz;zregenerować;2;cwyt
rozpakowanie;2;zdarz;rozpakować;2;cumy
odkręcenie;2;zdarz;odkręcić;2;zmn
reaktywowanie;1;czy;reaktywować;1;zmn
przywrócenie;1;zdarz;przywrócić;1;zmn
rewaloryzowanie;4;czy;rewaloryzować;4;dtk
wskrzeszenie;1;zdarz;wskrzesić;1;zmn
naprawienie;1;zdarz;naprawić;1;dtk
opatrzenie;4;zdarz;opatrzyć;4;dtk
zreperowanie;1;zdarz;zreperować;1;zmn
nareperowanie;1;zdarz;nareperować;1;zmn
odpowietrzenie;1;zdarz;odpowietrzyć;1;zmn
odczynienie;1;zdarz;odczynić;1;sp
odremontowanie;1;zdarz;odremontować;1;zmn
zaszycie;3;zdarz;zaszyć;3;cwyt
odwieszenie;3;zdarz;odwiesić;3;sp
odrestaurowanie;1;zdarz;odrestaurować;1;dtk
odbudowanie;3;zdarz;odbudować;3;zmn
odpasienie;1;zdarz;odpaść;1;zmn
wznowienie;1;zdarz;wznowić;1;zmn
przywrócenie do życia;1;zdarz;przywrócić do życia;1;zmn
odwieszenie;2;zdarz;odwiesić;2;sp
przywrócenie;2;zdarz;przywrócić;2;cumy
przeszycie;4;zdarz;przeszyć;5;cwyt
dźwignięcie;3;zdarz;dźwignąć;3;cwyt
podniesienie;8;zdarz;podnieść;8;cwyt
podźwignięcie;4;zdarz;podźwignąć;4;cwyt
zafrykanizowanie;1;zdarz;zafrykanizować;1;sp
odtworzenie;1;zdarz;odtworzyć;1;cwyt
opłukanie się;1;zdarz;opłukać się;1;dtk
odgruzowanie;1;zdarz;odgruzować;1;zmn
przeczyszczenie;1;zdarz;przeczyścić;1;zmn
obmycie się;1;zdarz;obmyć się;1;dtk
wywabienie;1;zdarz;wywabić;1;dtk
odrdzewienie;1;zdarz;odrdzewić;1;zmn
wygotowanie;2;zdarz;wygotować;2;zmn
wyiskanie;1;zdarz;wyiskać;1;zmn
odkażenie;1;zdarz;odkazić;1;zmn
zdezynfekowanie;1;zdarz;zdezynfekować;1;zmn
wysterylizowanie;2;zdarz;wysterylizować;2;zmn
odsiarczenie;1;zdarz;odsiarczyć;1;zmn
odkaszlnięcie;1;zdarz;odkaszlnąć;1;zmn
przemycie;2;zdarz;przemyć;2;zmn
przepłukanie;1;zdarz;przepłukać;1;zmn
obmycie;1;zdarz;obmyć;1;dtk
omycie;2;zdarz;omyć;2;dtk
wylizanie;1;zdarz;wylizać;1;zmn
wymycie;1;zdarz;wymyć;1;dtk
podmycie;1;zdarz;podmyć;1;hig
odpluskwienie;1;zdarz;odpluskwić;1;zmn
spranie;3;zdarz;sprać;3;dtk
zdezynsekowanie;1;zdarz;zdezynsekować;1;dtk
przeciągnięcie;2;zdarz;przeciągnąć;2;ruch
wydmuchanie nosa;1;zdarz;wydmuchać nos;1;hig
przemycie;1;zdarz;przemyć;1;zmn
opłukanie;1;zdarz;opłukać;1;dtk
wypłukanie;1;zdarz;wypłukać;1;dtk
przetkanie;5;!nie ustawiony!;przetkać;5;cwyt
wypucowanie;1;zdarz;wypucować;1;zmn
wywietrzenie;1;zdarz;wywietrzyć;1;dtk
przewietrzenie;1;zdarz;przewietrzyć;1;dtk
przetkanie;3;zdarz;przetkać;3;ruch
przepchnięcie;5;zdarz;przepchnąć;5;dtk
przepchanie;2;zdarz;przepchać;2;dtk
umycie;1;zdarz;umyć;1;dtk
zasłanie;1;zdarz;zasłać;1;dtk
zaścielenie;1;zdarz;zaścielić;1;dtk
pościelenie;2;zdarz;pościelić;2;dtk
posłanie;6;zdarz;posłać;6;dtk
udrożnienie;1;zdarz;udrożnić;1;zmn
zwianie;2;zdarz;zwiać;2;dtk
sklarowanie;1;zdarz;sklarować;1;zmn
wyklarowanie;1;zdarz;wyklarować;1;zmn
odrobaczenie;2;zdarz;odrobaczyć;2;dtk
oczyszczenie;1;zdarz;oczyścić;1;dtk
wyczyszczenie;1;zdarz;wyczyścić;1;dtk
wyszorowanie;1;zdarz;wyszorować;1;dtk
przetarcie;5;zdarz;przetrzeć;5;dtk
wytarcie;2;zdarz;wytrzeć;2;dtk
starcie;5;zdarz;zetrzeć;5;dtk
owianie;2;zdarz;owiać;2;cwyt
odmulenie;1;zdarz;odmulić;1;zmn
przepranie;1;zdarz;przeprać;1;hig
wydestylowanie;1;zdarz;wydestylować;1;zmn
wykąpanie;1;zdarz;wykąpać;1;hig
wypuszczenie kozy na pastwisko;1;zdarz;wypuścić kozy na pastwisko;1;hig
posprzątanie;1;zdarz;posprzątać;1;dtk
odgrzybienie;1;zdarz;odgrzybić;1;zmn
wyżyłowanie;1;zdarz;wyżyłować;1;dtk
przefiltrowanie;1;zdarz;przefiltrować;1;zmn
odkurzenie;1;zdarz;odkurzyć;1;dtk
wyługowanie;2;zdarz;wyługować;2;zmn
wypranie;1;zdarz;wyprać;1;hig
upranie;1;zdarz;uprać;1;hig
zapranie;1;zdarz;zaprać;1;dtk
przewleczenie;4;!nie ustawiony!;przewlec;4;dtk
wyprażenie;3;zdarz;wyprażyć;3;cwyt
wyszczotkowanie;1;zdarz;wyszczotkować;1;dtk
wysprzątanie;1;zdarz;wysprzątać;1;dtk
sprzątnięcie;1;zdarz;sprzątnąć;1;dtk
uprzątnięcie;1;zdarz;uprzątnąć;1;dtk
zamiecenie;1;zdarz;zamieść;1;dtk
omiecenie;1;zdarz;omieść;1;dtk
obmiecenie;1;zdarz;obmieść;1;dtk
domycie;1;zdarz;domyć;1;dtk
wytrzepanie;1;zdarz;wytrzepać;1;zmn
rozmycie;1;zdarz;rozmyć;1;zmn
rozmazanie;1;zdarz;rozmazać;1;zmn
usunięcie;4;zdarz;usunąć;4;zmn
zlikwidowanie;1;zdarz;zlikwidować;1;zmn
wyeliminowanie;1;zdarz;wyeliminować;1;zmn
zatarcie;2;zdarz;zatrzeć;2;dtk
obrzezanie;1;zdarz;obrzezać;1;dtk
wydrążenie;2;zdarz;wydrążyć;2;zmn
starcie;3;zdarz;zetrzeć;3;zmn
przetrzebienie;1;zdarz;przetrzebić;1;zmn
wyłuszczenie;2;zdarz;wyłuszczyć;2;dtk
wyłuskanie;1;zdarz;wyłuskać;1;dtk
podkopanie;2;zdarz;podkopać;2;ruch
wyluzowanie;2;zdarz;wyluzować;2;dtk
omłócenie;1;zdarz;omłócić;1;cwyt
wylogowanie się;1;zdarz;wylogować się;1;cwyt
odciągnięcie;7;zdarz;odciągnąć;7;dtk
odessanie;1;zdarz;odessać;1;dtk
wyprzenie;1;zdarz;wyprzeć;1;ruch
wygolenie;1;zdarz;wygolić;1;dtk
skasowanie;2;zdarz;skasować;2;zmn
odtrucie;1;zdarz;odtruć;1;zmn
ogolenie się;1;zdarz;ogolić się;1;hig
obłupanie;1;zdarz;obłupać;1;dtk
obłupienie;1;zdarz;obłupić;1;dtk
wymrożenie;2;zdarz;wymrozić;2;dtk
oskrobanie;1;zdarz;oskrobać;1;dtk
zdemonopolizowanie;1;zdarz;zdemonopolizować;1;zmn
przeczyszczenie;2;zdarz;przeczyścić;2;zmn
odpędzenie;1;zdarz;odpędzić;1;ruch
odgonienie;1;zdarz;odgonić;1;ruch
otrzepanie się;1;zdarz;otrzepać się;1;ruch
skucie;3;zdarz;skuć;3;zmn
obrzezanie;2;zdarz;obrzezać;2;dtk
wymazanie;3;zdarz;wymazać;3;cumy
zmazanie;2;zdarz;zmazać;2;cumy
wypompowanie;1;zdarz;wypompować;1;zmn
wykorzenienie;1;zdarz;wykorzenić;1;sp
zwinięcie;2;zdarz;zwinąć;2;zmn
złuszczenie;2;zdarz;złuszczyć;2;zmn
obłuskanie;1;zdarz;obłuskać;1;zmn
wygolenie się;1;zdarz;wygolić się;1;hig
rozwianie;3;zdarz;rozwiać;3;cumy
rozproszenie;2;zdarz;rozproszyć;2;cumy
rozwianie;4;zdarz;rozwiać;4;zmn
otrzepanie;1;zdarz;otrzepać;1;ruch
otarcie;3;zdarz;otrzeć;3;dtk
skreślenie;1;zdarz;skreślić;1;zmn
wykreślenie;1;zdarz;wykreślić;1;zmn
zapełnienie;2;zdarz;zapełnić;2;sp
opędzenie się;2;zdarz;opędzić się;2;ruch
ostruganie;1;zdarz;ostrugać;1;zmn
wydrapanie;2;zdarz;wydrapać;2;zmn
wyplucie;1;zdarz;wypluć;1;zmn
wyplunięcie;1;zdarz;wyplunąć;1;zmn
wyrugowanie;1;zdarz;wyrugować;1;zmn
przepompowanie;1;zdarz;przepompować;1;zmn
zmazanie;1;zdarz;zmazać;1;dtk
wymazanie;2;zdarz;wymazać;2;dtk
starcie;4;zdarz;zetrzeć;4;dtk
obranie;1;zdarz;obrać;1;cwyt
zdematerializowanie;1;zdarz;zdematerializować;1;pst
skrojenie;3;zdarz;skroić;3;zmn
usunięcie;1;zdarz;usunąć;1;hig
rozwiązanie;1;zdarz;rozwiązać;1;dtk
rozsupłanie;1;zdarz;rozsupłać;1;ruch
rozwikłanie;1;zdarz;rozwikłać;1;dtk
odrzucenie;5;zdarz;odrzucić;5;zmn
zniwelowanie;1;zdarz;zniwelować;1;zmn
przetrzebienie;2;zdarz;przetrzebić;2;zmn
wyplenienie;1;zdarz;wyplenić;1;sp
wytępienie;1;zdarz;wytępić;1;zmn
wytrzebienie;3;zdarz;wytrzebić;3;zmn
rozminowanie;1;zdarz;rozminować;1;dtk
zgonienie;2;zdarz;zgonić;2;zmn
zegnanie;2;zdarz;zegnać;2;zmn
przepędzenie;2;zdarz;przepędzić;2;zmn
przegonienie;1;zdarz;przegonić;1;zmn
przegnanie;1;zdarz;przegnać;1;zmn
odchwaszczenie;1;zdarz;odchwaścić;1;dtk
opielenie;1;zdarz;opleć;1;dtk
wypielenie;1;zdarz;wypielić;1;dtk
sprucie;1;zdarz;spruć;1;cwyt
złuszczenie;1;zdarz;złuszczyć;1;dtk
zduszenie;3;zdarz;zdusić;3;zmn
zgaszenie;2;zdarz;zgasić;2;dtk
ugaszenie;1;zdarz;ugasić;1;dtk
wygaszenie;1;zdarz;wygasić;1;dtk
zagaszenie;2;zdarz;zagasić;2;zmn
rozplątanie;1;zdarz;rozplątać;1;dtk
wyłyżeczkowanie;1;zdarz;wyłyżeczkować;1;zmn
zabicie;5;zdarz;zabić;5;wal
zlizanie;1;zdarz;zlizać;1;zmn
ogolenie;1;zdarz;ogolić;1;dtk
zgolenie;1;zdarz;zgolić;1;dtk
rozpędzenie;2;zdarz;rozpędzić;2;cumy
wykastrowanie;3;zdarz;wykastrować;3;dtk
rozsznurowanie;1;zdarz;rozsznurować;1;ruch
okrojenie;3;zdarz;okroić;3;zmn
oberżnięcie;2;zdarz;oberżnąć;2;zmn
wykarczowanie;1;zdarz;wykarczować;1;zmn
wytrzebienie;1;zdarz;wytrzebić;1;zmn
wyplewienie;1;zdarz;wyplewić;1;zmn
okrojenie;2;zdarz;okroić;2;zmn
nawtykanie się;1;zdarz;nawtykać się;1;cjedz
nawtranżalanie się;1;zdarz;nawtranżalać się;1;cjedz
napasienie się;1;zdarz;napaść się;1;cjedz
obgryzienie;1;zdarz;obgryźć;1;cjedz
ogryzienie;1;zdarz;ogryźć;1;cjedz
najedzenie się;1;zdarz;najeść się;1;cjedz
napchanie się;1;zdarz;napchać się;1;cjedz
nasycenie się;2;zdarz;nasycić się;2;cjedz
napakowanie się;1;zdarz;napakować się;1;cjedz
zapchanie się;1;zdarz;zapchać się;1;cjedz
zżarcie;4;zdarz;zeżreć;4;cjedz
wyżarcie;3;zdarz;wyżreć;3;cjedz
nadżarcie;1;zdarz;nadeżreć;1;cjedz
nażarcie się;1;zdarz;nażreć się;1;cjedz
obżarcie się;1;zdarz;obeżreć się;1;cjedz
napchanie w siebie;1;zdarz;napchać w siebie;1;cjedz
objedzenie;1;zdarz;objeść;1;cjedz
skubnięcie;3;zdarz;skubnąć;3;cjedz
smyknięcie;1;zdarz;smyknąć;1;cjedz
szczypnięcie;2;zdarz;szczypnąć;2;cjedz
liźnięcie;4;zdarz;liznąć;4;cjedz
wyskubanie;1;zdarz;wyskubać;1;cjedz
wyskubnięcie;1;zdarz;wyskubnąć;1;cjedz
poczęstowanie się;1;zdarz;poczęstować się;1;cjedz
wydziobanie;2;zdarz;wydziobać;2;cjedz
wydzióbanie;1;zdarz;wydzióbać;1;cjedz
wygryzienie;2;zdarz;wygryźć;2;cjedz
podjedzenie;2;zdarz;podjeść;2;cjedz
podżarcie;1;zdarz;podeżreć;1;cjedz
wcięcie;2;zdarz;wciąć;2;cjedz
pochłonięcie;6;zdarz;pochłonąć;6;cjedz
podjedzenie;1;zdarz;podjeść;1;cjedz
podżarcie;4;zdarz;podeżreć;4;cjedz
pojedzenie;1;zdarz;pojeść;1;cjedz
dojedzenie;1;zdarz;dojeść;1;cjedz
wsunięcie;2;zdarz;wsunąć;2;cjedz
utuczenie się;1;zdarz;utuczyć się;1;cjedz
zapasienie się;1;zdarz;zapaść się;3;cjedz
wygryzienie;1;zdarz;wygryźć;1;cjedz
połknięcie;2;zdarz;połknąć;2;cjedz
przełknięcie;1;zdarz;przełknąć;1;cjedz
